"SkinScNew","SkinScNewRC","Mean","Sex","AgeM","Generation","F","Is12Score","dps_SkinScore","altDogID","altSireID","altDamID"
2,2,1,1,154,7.24,1e-09,1,7,"R8761","R7962","R6655"
5,4,1,1,154,7.24,1e-09,0,11,"R8763","R7962","R6655"
2,2,1,2,153,11.92,0.11,1,5,"R8766","R7962","R7186"
2,2,1,2,153,11.92,0.11,1,7,"R8768","R7962","R7186"
2,2,1,1,153,11.92,0.11,1,7,"R8769","R7962","R7186"
5,4,1,2,153,11.92,0.11,0,15,"R8770","R7962","R7186"
5,4,1,1,153,11.92,0.11,0,7,"R8772","R7962","R7186"
5,4,1,2,153,11.92,0.11,0,15,"R8773","R7962","R7186"
5,4,1,1,153,11.37,0.14,0,11,"R8775","R7117","R6887"
1,1,1,1,153,11.37,0.14,1,1,"R8776","R7117","R6887"
5,4,1,2,153,11.37,0.14,0,15,"R8777","R7117","R6887"
2,2,1,1,153,11.37,0.14,1,7,"R8778","R7117","R6887"
3,3,1,2,153,11.37,0.14,0,7,"R8779","R7117","R6887"
3,3,1,2,153,11.37,0.14,0,7,"R8780","R7117","R6887"
5,4,1,2,153,11.37,0.14,0,7,"R8781","R7117","R6887"
1,1,1,1,153,11.37,0.14,1,1,"R8782","R7117","R6887"
3,3,1,2,153,11.37,0.14,0,7,"R8783","R7117","R6887"
1,1,1,2,153,11.34,0.09,1,1,"R8784","R7688","R6059"
5,4,1,2,153,11.34,0.09,0,15,"R8785","R7688","R6059"
2,2,1,1,153,11.34,0.09,1,7,"R8786","R7688","R6059"
2,2,1,2,153,11.34,0.09,1,7,"R8787","R7688","R6059"
3,3,1,2,153,11.34,0.09,0,7,"R8788","R7688","R6059"
3,3,1,2,153,11.34,0.09,0,7,"R8789","R7688","R6059"
5,4,1,2,153,11.34,0.09,0,15,"R8790","R7688","R6059"
3,3,1,1,153,11.95,0.13,0,7,"R8791","R6720","R7778"
1,1,1,1,153,11.95,0.13,1,1,"R8792","R6720","R7778"
2,2,1,1,153,11.95,0.13,1,5,"R8793","R6720","R7778"
2,2,1,1,153,11.95,0.13,1,7,"R8794","R6720","R7778"
2,2,1,1,153,11.95,0.13,1,7,"R8795","R6720","R7778"
1,1,1,2,153,11.95,0.13,1,1,"R8796","R6720","R7778"
2,2,1,2,153,11.95,0.13,1,7,"R8797","R6720","R7778"
1,1,1,2,175,2,1e-09,1,1,"R16046","R17289","R17290"
3,3,1,2,153,12.06,0.16,0,7,"R8798","R7741","R7124"
1,1,1,2,153,12.06,0.16,1,1,"R8799","R7741","R7124"
3,3,1,2,153,12.06,0.16,0,5,"R8800","R7741","R7124"
3,3,1,2,153,12.06,0.16,0,7,"R8801","R7741","R7124"
3,3,1,2,153,12.06,0.16,0,7,"R8802","R7741","R7124"
2,2,1,1,153,12.06,0.16,1,7,"R8803","R7741","R7124"
3,3,1,1,153,12.06,0.16,0,7,"R8806","R7741","R7124"
2,2,1,1,152,11.74,0.11,1,7,"R8807","R6943","R7804"
2,2,1,1,152,11.74,0.11,1,7,"R8808","R6943","R7804"
2,2,1,1,152,11.74,0.11,1,7,"R8809","R6943","R7804"
1,1,1,1,152,11.74,0.11,1,1,"R8810","R6943","R7804"
1,1,1,2,152,11.74,0.11,1,1,"R8811","R6943","R7804"
2,2,1,1,152,12.17,0.12,1,7,"R8813","R7117","R7701"
3,3,1,2,152,12.17,0.12,0,7,"R8814","R7117","R7701"
4,4,1,2,152,12.17,0.12,0,11,"R8815","R7117","R7701"
5,4,1,2,152,12.17,0.12,0,15,"R8816","R7117","R7701"
1,1,1,1,152,12.17,0.12,1,1,"R8818","R7117","R7701"
5,4,1,2,152,12.17,0.12,0,15,"R8819","R7117","R7701"
2,2,1,1,152,12.2,0.15,1,7,"R8821","R6720","R7846"
5,4,1,2,152,12.2,0.15,0,15,"R8822","R6720","R7846"
2,2,1,1,152,12.2,0.15,1,7,"R8823","R6720","R7846"
3,3,1,1,152,12.2,0.15,0,7,"R8824","R6720","R7846"
1,1,1,1,152,11.65,0.11,1,1,"R8826","R7741","R5895"
2,2,1,2,152,11.65,0.11,1,7,"R8827","R7741","R5895"
5,4,1,2,152,11.65,0.11,0,11,"R8829","R7741","R5895"
3,3,1,2,152,11.65,0.11,0,7,"R8830","R7741","R5895"
5,4,1,2,152,11.65,0.11,0,15,"R8831","R7741","R5895"
2,2,1,2,152,11.65,0.11,1,7,"R8832","R7741","R5895"
2,2,1,1,152,11.65,0.11,1,7,"R8833","R7741","R5895"
2,2,1,2,152,10.44,0.06,1,7,"R8834","R7742","R7499"
3,3,1,1,152,10.44,0.06,0,7,"R8836","R7742","R7499"
1,1,1,1,152,10.44,0.06,1,1,"R8837","R7742","R7499"
2,2,1,1,152,10.44,0.06,1,7,"R8838","R7742","R7499"
3,3,1,2,152,10.44,0.06,0,7,"R8840","R7742","R7499"
3,3,1,2,152,9.7,0.01,0,7,"R8843","R16037","R7119"
3,3,1,2,152,9.7,0.01,0,7,"R8844","R16037","R7119"
2,2,1,2,152,9.7,0.01,1,7,"R8845","R16037","R7119"
5,4,1,2,152,9.7,0.01,0,15,"R8846","R16037","R7119"
3,3,1,1,152,9.7,0.01,0,7,"R8847","R16037","R7119"
2,2,1,1,152,9.7,0.01,1,7,"R8848","R16037","R7119"
2,2,1,1,152,9.7,0.01,1,7,"R8849","R16037","R7119"
2,2,1,1,152,12.13,0.1,1,7,"R8850","R7742","R7059"
2,2,1,2,152,12.13,0.1,1,7,"R8851","R7742","R7059"
3,3,1,2,152,12.13,0.1,0,7,"R8852","R7742","R7059"
3,3,1,2,152,12.13,0.1,0,7,"R8853","R7742","R7059"
2,2,1,2,152,12.13,0.1,1,7,"R8854","R7742","R7059"
1,1,1,2,152,12.13,0.1,1,1,"R8855","R7742","R7059"
2,2,1,2,152,12.13,0.1,1,5,"R8856","R7742","R7059"
2,2,1,1,151,12.59,0.15,1,7,"R8857","R7934","R7836"
1,1,1,1,151,12.59,0.15,1,1,"R8858","R7934","R7836"
1,1,1,1,151,12.59,0.15,1,1,"R8859","R7934","R7836"
1,1,1,1,151,12.59,0.15,1,1,"R8860","R7934","R7836"
2,2,1,2,151,12.59,0.15,1,7,"R8861","R7934","R7836"
5,4,1,2,151,12.59,0.15,0,11,"R8862","R7934","R7836"
2,2,1,2,151,11.94,0.16,1,7,"R8865","R7117","R7763"
5,4,1,2,151,11.94,0.16,0,7,"R8866","R7117","R7763"
3,3,1,2,151,11.94,0.16,0,7,"R8867","R7117","R7763"
5,4,1,1,150,11.82,0.1,0,15,"R8868","R7742","R6458"
3,3,1,1,150,11.82,0.1,0,7,"R8869","R7742","R6458"
5,4,1,1,150,11.82,0.1,0,15,"R8872","R7742","R6458"
5,4,1,1,150,11.82,0.1,0,11,"R8873","R7742","R6458"
1,1,1,2,151,11.22,0.07,1,1,"R16060","R7742","R15806"
5,4,1,2,150,12.23,0.11,0,15,"R8875","R7962","R6719"
5,4,1,2,150,12.23,0.11,0,15,"R8876","R7962","R6719"
1,1,1,1,150,12.23,0.11,1,1,"R8877","R7962","R6719"
1,1,1,1,150,12.23,0.11,1,1,"R8878","R7962","R6719"
1,1,1,1,150,12.23,0.11,1,1,"R8879","R7962","R6719"
2,2,1,2,150,12.23,0.11,1,7,"R8880","R7962","R6719"
2,2,1,2,150,12.23,0.11,1,7,"R8881","R7962","R6719"
2,2,1,1,150,11.94,0.16,1,7,"R8883","R7980","R7226"
1,1,1,1,150,11.94,0.16,1,1,"R8884","R7980","R7226"
1,1,1,2,150,11.94,0.16,1,1,"R8885","R7980","R7226"
5,4,1,2,150,11.94,0.16,0,15,"R8886","R7980","R7226"
5,4,1,1,150,11.94,0.16,0,15,"R8887","R7980","R7226"
5,4,1,1,149,11.55,0.08,0,15,"R8888","R6720","R6942"
2,2,1,1,149,11.55,0.08,1,7,"R8889","R6720","R6942"
2,2,1,1,149,11.55,0.08,1,7,"R8890","R6720","R6942"
3,3,1,2,149,11.55,0.08,0,7,"R8893","R6720","R6942"
2,2,1,2,149,11.55,0.08,1,7,"R8894","R6720","R6942"
2,2,1,2,149,12.03,0.11,1,7,"R8895","R7741","R7007"
4,4,1,2,149,12.03,0.11,0,11,"R8896","R7741","R7007"
3,3,1,1,149,12.03,0.11,0,7,"R8899","R7741","R7007"
2,2,1,1,149,12.03,0.11,1,7,"R8900","R7741","R7007"
2,2,1,2,149,12.03,0.11,1,7,"R8901","R7741","R7007"
5,4,1,2,149,12.3,0.11,0,15,"R8903","R7688","R7844"
3,3,1,2,149,12.3,0.11,0,7,"R8904","R7688","R7844"
2,2,1,2,149,12.3,0.11,1,7,"R8905","R7688","R7844"
3,3,1,2,149,12.3,0.11,0,7,"R8906","R7688","R7844"
3,3,1,2,149,12.3,0.11,0,7,"R8907","R7688","R7844"
2,2,1,1,149,11.81,0.12,1,7,"R8908","R6720","R7378"
5,4,1,2,149,11.81,0.12,0,11,"R8909","R6720","R7378"
2,2,1,1,149,11.81,0.12,1,7,"R8910","R6720","R7378"
5,4,1,2,149,11.81,0.12,0,7,"R8911","R6720","R7378"
2,2,1,1,149,11.81,0.12,1,7,"R8912","R6720","R7378"
2,2,1,1,149,11.81,0.12,1,7,"R8913","R6720","R7378"
2,2,1,1,149,11.81,0.12,1,5,"R8914","R6720","R7378"
1,1,1,2,149,11.87,0.11,1,1,"R8916","R6825","R7647"
2,2,1,1,149,11.87,0.11,1,5,"R8917","R6825","R7647"
1,1,1,2,149,11.87,0.11,1,1,"R8918","R6825","R7647"
1,1,1,2,149,11.87,0.11,1,1,"R8919","R6825","R7647"
3,3,1,2,149,11.87,0.11,0,7,"R8921","R6825","R7647"
3,3,1,1,149,11.87,0.11,0,7,"R8922","R6825","R7647"
2,2,1,1,149,11.87,0.11,1,7,"R8923","R6825","R7647"
5,4,1,2,149,11.6,0.07,0,15,"R8924","R8126","R7918"
2,2,1,2,149,11.6,0.07,1,7,"R8926","R8126","R7918"
2,2,1,2,149,11.6,0.07,1,7,"R8927","R8126","R7918"
1,1,1,2,149,11.6,0.07,1,1,"R8928","R8126","R7918"
1,1,1,2,149,11.6,0.07,1,1,"R8929","R8126","R7918"
2,2,1,1,149,11.6,0.07,1,7,"R8931","R8126","R7918"
1,1,1,1,149,11.6,0.07,1,1,"R8932","R8126","R7918"
2,2,1,1,149,11.6,0.07,1,7,"R8933","R8126","R7918"
3,3,1,1,149,11.63,0.12,0,7,"R8935","R7117","R7927"
5,4,1,2,149,11.63,0.12,0,15,"R8936","R7117","R7927"
1,1,1,2,149,11.63,0.12,1,1,"R8937","R7117","R7927"
3,3,1,1,149,11.63,0.12,0,7,"R8938","R7117","R7927"
2,2,1,1,149,11.63,0.12,1,7,"R8939","R7117","R7927"
1,1,1,2,149,11.63,0.12,1,1,"R8940","R7117","R7927"
2,2,1,2,149,11.63,0.12,1,7,"R8941","R7117","R7927"
3,3,1,2,149,11.63,0.12,0,7,"R8942","R7117","R7927"
5,4,1,2,149,12.04,0.11,0,11,"R8943","R7741","R7127"
5,4,1,2,149,12.04,0.11,0,11,"R8944","R7741","R7127"
5,4,1,2,148,12.18,0.13,0,15,"R8945","R7741","R7469"
2,2,1,2,148,12.18,0.13,1,7,"R8946","R7741","R7469"
2,2,1,1,148,12.18,0.13,1,7,"R8947","R7741","R7469"
1,1,1,2,148,12.18,0.13,1,1,"R8948","R7741","R7469"
3,3,1,1,148,12.18,0.13,0,7,"R8949","R7741","R7469"
1,1,1,2,148,12.18,0.13,1,1,"R8950","R7741","R7469"
3,3,1,1,148,12.49,0.12,0,7,"R8951","R7688","R7910"
5,4,1,1,148,12.49,0.12,0,7,"R8952","R7688","R7910"
4,4,1,1,148,12.49,0.12,0,11,"R8953","R7688","R7910"
5,4,1,1,148,12.49,0.12,0,7,"R8954","R7688","R7910"
3,3,1,2,148,12.49,0.12,0,7,"R8957","R7688","R7910"
5,4,1,2,148,12.49,0.12,0,15,"R8958","R7688","R7910"
3,3,1,2,147,11.79,0.1,0,7,"R8959","R7980","R6609"
1,1,1,1,147,11.73,0.11,1,1,"R8960","R6825","R7440"
3,3,1,2,147,11.73,0.11,0,7,"R8961","R6825","R7440"
2,2,1,2,147,11.73,0.11,1,7,"R8962","R6825","R7440"
2,2,1,2,147,11.73,0.11,1,5,"R8964","R6825","R7440"
5,4,1,2,147,11.73,0.11,0,15,"R8965","R6825","R7440"
2,2,1,2,147,11.73,0.11,1,7,"R8966","R6825","R7440"
3,3,1,1,147,11.73,0.11,0,7,"R8967","R6825","R7440"
5,4,1,1,147,11.7,0.11,0,15,"R8968","R6720","R7488"
2,2,1,2,147,11.7,0.11,1,7,"R8969","R6720","R7488"
5,4,1,2,147,11.7,0.11,0,15,"R8970","R6720","R7488"
2,2,1,2,147,11.7,0.11,1,7,"R8973","R6720","R7488"
5,4,1,2,147,11.21,0.09,0,15,"R8974","R8126","R7768"
1,1,1,1,147,11.21,0.09,1,1,"R8975","R8126","R7768"
2,2,1,2,147,11.21,0.09,1,7,"R8976","R8126","R7768"
3,3,1,1,147,11.21,0.09,0,7,"R8977","R8126","R7768"
3,3,1,2,147,11.21,0.09,0,7,"R8978","R8126","R7768"
2,2,1,1,147,11.21,0.09,1,7,"R8979","R8126","R7768"
2,2,1,2,147,11.21,0.09,1,5,"R8980","R8126","R7768"
5,4,1,1,147,11.21,0.09,0,5,"R8981","R8126","R7768"
2,2,1,2,147,12.07,0.12,1,7,"R8982","R7117","R7731"
2,2,1,1,147,12.07,0.12,1,7,"R8983","R7117","R7731"
2,2,1,2,147,12.07,0.12,1,7,"R8984","R7117","R7731"
5,4,1,2,147,12.07,0.12,0,15,"R8985","R7117","R7731"
2,2,1,2,147,12.07,0.12,1,7,"R8986","R7117","R7731"
5,4,1,2,147,12.07,0.12,0,11,"R8987","R7117","R7731"
1,1,1,1,147,12.07,0.12,1,1,"R8988","R7117","R7731"
2,2,1,1,147,11.89,0.13,1,7,"R8990","R7741","R6264"
3,3,1,2,147,11.89,0.13,0,7,"R8991","R7741","R6264"
5,4,1,2,147,11.89,0.13,0,15,"R8992","R7741","R6264"
5,4,1,2,147,11.81,0.12,0,15,"R8993","R6720","R7376"
3,3,1,1,146,12.07,0.1,0,7,"R8995","R7688","R7058"
3,3,1,1,146,12.07,0.1,0,7,"R8996","R7688","R7058"
2,2,1,2,146,12.07,0.1,1,7,"R8997","R7688","R7058"
5,4,1,2,146,12.07,0.1,0,15,"R8998","R7688","R7058"
5,4,1,2,146,11.76,0.09,0,15,"R9000","R7915","R5612"
2,2,1,2,146,11.76,0.09,1,7,"R9001","R7915","R5612"
5,4,1,1,146,11.76,0.09,0,15,"R9003","R7915","R5612"
2,2,1,1,146,11.76,0.09,1,7,"R9004","R7915","R5612"
3,3,1,2,146,11.4,0.12,0,7,"R9006","R7741","R6059"
5,4,1,2,146,11.4,0.12,0,15,"R9007","R7741","R6059"
2,2,1,2,146,11.4,0.12,1,7,"R9008","R7741","R6059"
2,2,1,1,146,11.4,0.12,1,7,"R9009","R7741","R6059"
2,2,1,2,146,11.4,0.12,1,7,"R9011","R7741","R6059"
3,3,1,2,146,11.4,0.12,0,7,"R9013","R7741","R6059"
2,2,1,2,146,9.99,0.01,1,7,"R9014","R16037","R7846"
2,2,1,2,146,9.99,0.01,1,7,"R9015","R16037","R7846"
3,3,1,1,146,9.99,0.01,0,7,"R9016","R16037","R7846"
1,1,1,1,146,9.99,0.01,1,1,"R9017","R16037","R7846"
1,1,1,2,146,9.99,0.01,1,1,"R9018","R16037","R7846"
1,1,1,2,146,9.99,0.01,1,1,"R9019","R16037","R7846"
2,2,1,1,146,12.23,0.13,1,7,"R9020","R7065","R7960"
1,1,1,2,146,12.23,0.13,1,1,"R9021","R7065","R7960"
1,1,1,2,146,12.23,0.13,1,1,"R9022","R7065","R7960"
5,4,1,1,146,12.23,0.13,0,15,"R9023","R7065","R7960"
5,4,1,2,145,11.65,0.11,0,15,"R9025","R6720","R7186"
3,3,1,2,145,11.65,0.11,0,7,"R9027","R6720","R7186"
2,2,1,1,145,11.65,0.11,1,7,"R9028","R6720","R7186"
2,2,1,2,145,11.65,0.11,1,7,"R9029","R6720","R7186"
1,1,1,1,145,11.65,0.11,1,1,"R9030","R6720","R7186"
2,2,1,2,145,11.65,0.11,1,7,"R9032","R6720","R7186"
3,3,1,1,145,11.66,0.1,0,7,"R9033","R7741","R5079"
5,4,1,1,145,11.66,0.1,0,11,"R9034","R7741","R5079"
3,3,1,1,145,11.66,0.1,0,7,"R9035","R7741","R5079"
3,3,1,2,145,11.66,0.1,0,7,"R9036","R7741","R5079"
1,1,1,2,145,11.66,0.1,1,1,"R9037","R7741","R5079"
3,3,1,2,145,11.66,0.1,0,7,"R9038","R7741","R5079"
5,4,1,1,145,11.66,0.1,0,11,"R9039","R7741","R5079"
2,2,1,1,145,12.44,0.15,1,7,"R9042","R6720","R7992"
1,1,1,1,145,12.44,0.15,1,1,"R9043","R6720","R7992"
3,3,1,2,145,12.44,0.15,0,7,"R9045","R6720","R7992"
1,1,1,2,145,12.44,0.15,1,1,"R9046","R6720","R7992"
1,1,1,1,145,12.44,0.15,1,1,"R9048","R6720","R7992"
3,3,1,1,145,11.46,0.15,0,7,"R9049","R7741","R5933"
2,2,1,1,145,11.46,0.15,1,7,"R9050","R7741","R5933"
1,1,1,1,145,11.46,0.15,1,1,"R9051","R7741","R5933"
2,2,1,2,145,11.46,0.15,1,7,"R9052","R7741","R5933"
5,4,1,1,145,11.46,0.15,0,15,"R9053","R7741","R5933"
2,2,1,1,145,11.46,0.15,1,7,"R9054","R7741","R5933"
5,4,1,2,144,12,0.13,0,15,"R9056","R8183","R6168"
1,1,1,1,144,12,0.13,1,1,"R9057","R8183","R6168"
3,3,1,1,144,11.45,0.07,0,7,"R9058","R8126","R7957"
5,4,1,2,144,11.45,0.07,0,11,"R9060","R8126","R7957"
1,1,1,2,144,11.45,0.07,1,1,"R9061","R8126","R7957"
2,2,1,2,144,11.45,0.07,1,7,"R9062","R8126","R7957"
2,2,1,1,144,11.45,0.07,1,7,"R9066","R8126","R7957"
1,1,1,1,144,11.72,0.15,1,1,"R9068","R8205","R5082"
3,3,1,1,144,11.72,0.15,0,7,"R9069","R8205","R5082"
5,4,1,2,144,11.72,0.15,0,15,"R9070","R8205","R5082"
3,3,1,2,144,11.72,0.15,0,7,"R9071","R8205","R5082"
5,4,1,2,144,12.25,0.11,0,15,"R9076","R8205","R8124"
1,1,1,1,144,12.25,0.11,1,1,"R9077","R8205","R8124"
5,4,1,2,144,12.25,0.11,0,11,"R9078","R8205","R8124"
3,3,1,1,144,12.25,0.11,0,7,"R9079","R8205","R8124"
2,2,1,1,144,12.5,0.12,1,5,"R9082","R8205","R8052"
2,2,1,1,144,12.5,0.12,1,7,"R9083","R8205","R8052"
5,4,1,1,144,12.5,0.12,0,15,"R9084","R8205","R8052"
2,2,1,1,144,12.5,0.12,1,7,"R9086","R8205","R8052"
3,3,1,1,144,12.5,0.12,0,7,"R9087","R8205","R8052"
2,2,1,2,144,12.5,0.12,1,7,"R9089","R8205","R8052"
3,3,1,1,144,11.95,0.11,0,7,"R9092","R6720","R7436"
3,3,1,1,144,11.95,0.11,0,7,"R9093","R6720","R7436"
5,4,1,2,144,11.95,0.11,0,15,"R9094","R6720","R7436"
3,3,1,1,144,11.95,0.11,0,7,"R9095","R6720","R7436"
3,3,1,2,144,11.95,0.11,0,7,"R9096","R6720","R7436"
3,3,1,2,144,11.95,0.11,0,7,"R9097","R6720","R7436"
1,1,1,1,144,11.95,0.11,1,1,"R9098","R6720","R7436"
2,2,1,1,143,12.35,0.11,1,7,"R9099","R7741","R7632"
1,1,1,1,143,12.35,0.11,1,1,"R9100","R7741","R7632"
2,2,1,1,143,12.35,0.11,1,7,"R9103","R7741","R7632"
2,2,1,2,143,12.35,0.11,1,7,"R9106","R7741","R7632"
5,4,1,2,143,11.75,0.12,0,15,"R9108","R6720","R7288"
5,4,1,2,143,11.75,0.12,0,11,"R9109","R6720","R7288"
1,1,1,2,143,11.75,0.12,1,1,"R9110","R6720","R7288"
5,4,1,2,143,11.75,0.12,0,7,"R9112","R6720","R7288"
3,3,1,2,143,11.75,0.12,0,7,"R9113","R6720","R7288"
1,1,1,2,143,11.75,0.12,1,1,"R9114","R6720","R7288"
3,3,1,1,143,11.75,0.12,0,7,"R9115","R6720","R7288"
5,4,1,1,143,11.57,0.13,0,11,"R9116","R7741","R7023"
2,2,1,1,143,11.57,0.13,1,7,"R9117","R7741","R7023"
5,4,1,2,143,11.57,0.13,0,15,"R9118","R7741","R7023"
5,4,1,1,143,11.57,0.13,0,15,"R9120","R7741","R7023"
2,2,1,1,143,11.57,0.13,1,7,"R9122","R7741","R7023"
3,3,1,1,143,11.57,0.13,0,7,"R9123","R7741","R7023"
3,3,1,1,143,11.57,0.13,0,7,"R9124","R7741","R7023"
5,4,1,2,143,11.91,0.1,0,15,"R9128","R6720","R7669"
5,4,1,2,142,11.83,0.1,0,15,"R9129","R6825","R8079"
5,4,1,1,142,11.83,0.1,0,15,"R9130","R6825","R8079"
3,3,1,1,142,11.83,0.1,0,7,"R9131","R6825","R8079"
1,1,1,2,142,11.83,0.1,1,1,"R9132","R6825","R8079"
2,2,1,1,142,11.83,0.1,1,5,"R9133","R6825","R8079"
1,1,1,2,142,11.83,0.1,1,1,"R9134","R6825","R8079"
3,3,1,2,142,12.61,0.14,0,7,"R9135","R8205","R7836"
1,1,1,1,142,12.61,0.14,1,1,"R9137","R8205","R7836"
1,1,1,2,142,12.61,0.14,1,1,"R9138","R8205","R7836"
3,3,1,2,142,12.61,0.14,0,7,"R9139","R8205","R7836"
5,4,1,2,142,12.61,0.14,0,15,"R9140","R8205","R7836"
5,4,1,1,142,11.85,0.09,0,7,"R9141","R6720","R6609"
2,2,1,2,142,11.85,0.09,1,5,"R9142","R6720","R6609"
1,1,1,1,142,11.85,0.09,1,1,"R9143","R6720","R6609"
3,3,1,1,142,11.85,0.09,0,7,"R9144","R6720","R6609"
2,2,1,2,142,12.02,0.12,1,7,"R9145","R7065","R7469"
3,3,1,2,142,12.02,0.12,0,7,"R9148","R7065","R7469"
2,2,1,2,142,12.02,0.12,1,7,"R9149","R7065","R7469"
2,2,1,2,142,12.02,0.12,1,7,"R9151","R7065","R7469"
3,3,1,2,142,12.02,0.12,0,7,"R9152","R7065","R7469"
2,2,1,1,141,12.15,0.11,1,7,"R9153","R7741","R7763"
3,3,1,2,141,12.15,0.11,0,11,"R9155","R7741","R7763"
2,2,1,2,141,12.15,0.11,1,7,"R9156","R7741","R7763"
3,3,1,1,141,12.15,0.11,0,7,"R9157","R7741","R7763"
5,4,1,1,141,12.15,0.11,0,15,"R9158","R7741","R7763"
3,3,1,2,141,12.15,0.11,0,7,"R9159","R7741","R7763"
5,4,1,2,141,11.65,0.11,0,15,"R9160","R7741","R5898"
5,4,1,2,141,11.65,0.11,0,15,"R9161","R7741","R5898"
3,3,1,2,141,11.65,0.11,0,7,"R9162","R7741","R5898"
2,2,1,1,141,11.65,0.11,1,7,"R9164","R7741","R5898"
3,3,1,1,141,11.65,0.11,0,7,"R9165","R7741","R5898"
1,1,1,1,141,11.65,0.11,1,1,"R9167","R7741","R5898"
1,1,1,2,141,12.17,0.12,1,1,"R9168","R8183","R7484"
2,2,1,2,141,12.17,0.12,1,7,"R9169","R8183","R7484"
1,1,1,2,141,11.81,0.13,1,1,"R9171","R6825","R7007"
1,1,1,2,141,11.81,0.13,1,1,"R9172","R6825","R7007"
2,2,1,2,141,11.81,0.13,1,5,"R9174","R6825","R7007"
3,3,1,1,141,11.81,0.13,0,7,"R9175","R6825","R7007"
3,3,1,1,141,12.07,0.1,0,7,"R9178","R7065","R7683"
1,1,1,2,141,12.07,0.1,1,1,"R9180","R7065","R7683"
1,1,1,2,141,12.07,0.1,1,1,"R9181","R7065","R7683"
1,1,1,2,141,11.75,0.12,1,1,"R9182","R6825","R7454"
1,1,1,2,141,11.75,0.12,1,1,"R9183","R6825","R7454"
2,2,1,1,141,11.75,0.12,1,7,"R9186","R6825","R7454"
3,3,1,1,141,11.75,0.12,0,7,"R9187","R6825","R7454"
5,4,1,2,141,11.91,0.1,0,15,"R9188","R7741","R7290"
1,1,1,2,141,11.91,0.1,1,1,"R9189","R7741","R7290"
5,4,1,2,141,11.91,0.1,0,7,"R9190","R7741","R7290"
3,3,1,1,141,11.91,0.1,0,7,"R9191","R7741","R7290"
3,3,1,1,141,11.91,0.1,0,7,"R9192","R7741","R7290"
5,4,1,1,141,11.91,0.1,0,15,"R9193","R7741","R7290"
1,1,1,2,140,11.94,0.12,1,1,"R9194","R6825","R7769"
3,3,1,2,140,11.94,0.12,0,7,"R9195","R6825","R7769"
5,4,1,2,140,11.94,0.12,0,15,"R9196","R6825","R7769"
3,3,1,2,140,11.94,0.12,0,7,"R9197","R6825","R7769"
5,4,1,2,140,11.94,0.12,0,15,"R9199","R6825","R7769"
5,4,1,1,140,11.94,0.12,0,11,"R9202","R6825","R7769"
5,4,1,2,140,11.81,0.12,0,7,"R9204","R6720","R7376"
5,4,1,2,140,11.81,0.12,0,11,"R9206","R6720","R7376"
1,1,1,1,140,11.81,0.12,1,1,"R9208","R6720","R7376"
3,3,1,1,140,11.81,0.12,0,7,"R9209","R6720","R7376"
1,1,1,1,140,11.81,0.12,1,1,"R9210","R6720","R7376"
3,3,1,2,140,12.38,0.15,0,7,"R9211","R8183","R6808"
3,3,1,2,140,12.38,0.15,0,7,"R9212","R8183","R6808"
2,2,1,2,140,12.38,0.15,1,7,"R9214","R8183","R6808"
3,3,1,1,140,12.38,0.15,0,7,"R9215","R8183","R6808"
3,3,1,1,140,12.38,0.15,0,7,"R9216","R8183","R6808"
2,2,1,1,140,12.38,0.15,1,5,"R9217","R8183","R6808"
5,4,1,2,139,11.62,0.1,0,7,"R9218","R8438","R7124"
2,2,1,2,139,11.62,0.1,1,7,"R9219","R8438","R7124"
2,2,1,1,139,11.62,0.1,1,7,"R9221","R8438","R7124"
3,3,1,1,139,11.62,0.1,0,7,"R9222","R8438","R7124"
1,1,1,1,139,11.62,0.1,1,1,"R9223","R8438","R7124"
2,2,1,1,139,10.63,0.08,1,5,"R9224","R7741","R8225"
3,3,1,1,139,10.63,0.08,0,7,"R9225","R7741","R8225"
5,4,1,1,139,10.63,0.08,0,15,"R9226","R7741","R8225"
5,4,1,1,139,10.63,0.08,0,15,"R9227","R7741","R8225"
2,2,1,1,139,10.63,0.08,1,5,"R9228","R7741","R8225"
1,1,1,2,139,10.63,0.08,1,1,"R9230","R7741","R8225"
5,4,1,2,139,10.63,0.08,0,15,"R9231","R7741","R8225"
3,3,1,2,139,10.63,0.08,0,7,"R9232","R7741","R8225"
5,4,1,1,139,12.04,0.11,0,15,"R9233","R7741","R7126"
5,4,1,2,139,12.04,0.11,0,15,"R9234","R7741","R7126"
5,4,1,2,139,12.04,0.11,0,15,"R9235","R7741","R7126"
2,2,1,1,139,12.04,0.11,1,7,"R9236","R7741","R7126"
2,2,1,2,139,12.04,0.11,1,7,"R9237","R7741","R7126"
2,2,1,1,139,12.04,0.11,1,5,"R9238","R7741","R7126"
2,2,1,2,139,12.04,0.11,1,7,"R9239","R7741","R7126"
3,3,1,1,139,12.04,0.11,0,7,"R9240","R7741","R7126"
3,3,1,1,139,10.89,0.05,0,7,"R9241","R8126","R8139"
5,4,1,2,139,10.89,0.05,0,11,"R9243","R8126","R8139"
3,3,1,2,139,10.89,0.05,0,7,"R9244","R8126","R8139"
2,2,1,2,139,10.89,0.05,1,11,"R9245","R8126","R8139"
3,3,1,1,139,10.89,0.05,0,7,"R9246","R8126","R8139"
3,3,1,1,139,10.89,0.05,0,7,"R9247","R8126","R8139"
2,2,1,1,139,10.89,0.05,1,5,"R9248","R8126","R8139"
