"SkinScNew","SkinScNewRC","Mean","Sex","AgeM","Generation","F","Is12Score","dps_SkinScore","altDogID","altSireID","altDamID"
5,4,1,2,62,11.83,0.05,0,15,"R12105","R9739","R11080"
2,2,1,2,62,11.83,0.05,1,7,"R12106","R9739","R11080"
5,4,1,2,62,11.83,0.05,0,15,"R12107","R9739","R11080"
5,4,1,2,62,11.83,0.05,0,15,"R12108","R9739","R11080"
5,4,1,2,62,11.83,0.05,0,11,"R12109","R9739","R11080"
3,3,1,1,62,11.83,0.05,0,7,"R12110","R9739","R11080"
3,3,1,2,116,6.33,0.01,0,7,"R17379","R16687","R17378"
2,2,1,2,62,13.89,0.15,1,7,"R12111","R10738","R10513"
2,2,1,2,62,13.89,0.15,1,7,"R12112","R10738","R10513"
3,3,1,2,62,13.89,0.15,0,7,"R12113","R10738","R10513"
2,2,1,1,62,13.89,0.15,1,5,"R12114","R10738","R10513"
2,2,1,2,62,13.89,0.15,1,7,"R12115","R10738","R10513"
2,2,1,2,62,13.89,0.15,1,5,"R12117","R10738","R10513"
2,2,1,1,62,13.89,0.15,1,7,"R12118","R10738","R10513"
3,3,1,1,62,13.89,0.15,0,7,"R12119","R10738","R10513"
3,3,1,2,61,14.49,0.13,0,7,"R12120","R11222","R10981"
3,3,1,2,61,14.49,0.13,0,7,"R12121","R11222","R10981"
3,3,1,2,61,14.49,0.13,0,7,"R12122","R11222","R10981"
2,2,1,2,61,14.49,0.13,1,7,"R12123","R11222","R10981"
3,3,1,2,61,14.49,0.13,0,7,"R12124","R11222","R10981"
5,4,1,2,61,14.49,0.13,0,15,"R12125","R11222","R10981"
5,4,1,1,61,14.18,0.14,0,15,"R12126","R11336","R10207"
3,3,1,1,61,14.18,0.14,0,7,"R12127","R11336","R10207"
2,2,1,1,61,14.18,0.14,1,5,"R12129","R11336","R10207"
3,3,1,1,61,14.18,0.14,0,7,"R12130","R11336","R10207"
5,4,1,1,61,14.18,0.14,0,11,"R12131","R11336","R10207"
5,4,1,2,61,14.18,0.14,0,15,"R12132","R11336","R10207"
5,4,1,1,61,14.18,0.14,0,11,"R12133","R11336","R10207"
5,4,1,1,61,14.18,0.14,0,11,"R12134","R11336","R10207"
3,3,1,2,61,14.18,0.14,0,7,"R12135","R11336","R10207"
2,2,1,1,61,14.47,0.15,1,7,"R12136","R10469","R10600"
5,4,1,1,61,14.47,0.15,0,15,"R12137","R10469","R10600"
3,3,1,1,61,13.37,0.11,0,7,"R12138","R10678","R10748"
2,2,1,1,61,13.37,0.11,1,7,"R12139","R10678","R10748"
1,1,1,2,61,13.37,0.11,1,1,"R12140","R10678","R10748"
3,3,1,2,61,13.37,0.11,0,7,"R12141","R10678","R10748"
5,4,1,1,61,13.37,0.11,0,15,"R12142","R10678","R10748"
5,4,1,1,61,13.37,0.11,0,15,"R12143","R10678","R10748"
5,4,1,2,61,14.38,0.17,0,15,"R12144","R10998","R10925"
5,4,1,2,61,14.38,0.17,0,15,"R12145","R10998","R10925"
3,3,1,2,61,14.38,0.17,0,7,"R12146","R10998","R10925"
3,3,1,1,61,14.38,0.17,0,7,"R12147","R10998","R10925"
3,3,1,2,61,14.38,0.17,0,7,"R12148","R10998","R10925"
2,2,1,1,61,14.38,0.17,1,7,"R12149","R10998","R10925"
3,3,1,1,61,14.38,0.17,0,7,"R12150","R10998","R10925"
5,4,1,2,61,14.38,0.17,0,15,"R12151","R10998","R10925"
2,2,1,1,61,14.38,0.17,1,7,"R12152","R10998","R10925"
5,4,1,1,60,14.49,0.16,0,15,"R12163","R11345","R11140"
5,4,1,2,60,14.49,0.16,0,11,"R12164","R11345","R11140"
5,4,1,1,60,14.49,0.16,0,15,"R12165","R11345","R11140"
5,4,1,2,60,14.49,0.16,0,15,"R12166","R11345","R11140"
3,3,1,1,60,14.49,0.16,0,7,"R12167","R11345","R11140"
3,3,1,1,60,14.49,0.16,0,7,"R12168","R11345","R11140"
1,1,1,2,60,14.28,0.16,1,1,"R12154","R11336","R10249"
5,4,1,2,60,14.28,0.16,0,15,"R12155","R11336","R10249"
2,2,1,1,60,14.28,0.16,1,7,"R12156","R11336","R10249"
3,3,1,2,60,14.28,0.16,0,7,"R12157","R11336","R10249"
5,4,1,2,60,14.28,0.16,0,15,"R12158","R11336","R10249"
5,4,1,1,60,14.28,0.16,0,15,"R12159","R11336","R10249"
3,3,1,1,60,14.28,0.16,0,7,"R12160","R11336","R10249"
2,2,1,2,60,14.28,0.16,1,7,"R12161","R11336","R10249"
3,3,1,2,60,13.73,0.12,0,7,"R12169","R10516","R10988"
2,2,1,1,60,13.73,0.12,1,7,"R12170","R10516","R10988"
3,3,1,2,60,13.73,0.12,0,7,"R12171","R10516","R10988"
3,3,1,1,60,13.97,0.13,0,7,"R12173","R10944","R9836"
5,4,1,1,60,13.97,0.13,0,15,"R12174","R10944","R9836"
3,3,1,1,60,13.97,0.13,0,7,"R12176","R10944","R9836"
2,2,1,2,60,13.97,0.13,1,7,"R12177","R10944","R9836"
3,3,1,1,60,13.97,0.13,0,7,"R12178","R10944","R9836"
2,2,1,1,60,13.56,0.11,1,7,"R12179","R10678","R10409"
2,2,1,2,60,14.27,0.15,1,5,"R12180","R10998","R9895"
1,1,1,2,60,14.27,0.15,1,1,"R12181","R10998","R9895"
2,2,1,2,60,14.27,0.15,1,5,"R12182","R10998","R9895"
2,2,1,2,60,14.27,0.15,1,7,"R12183","R10998","R9895"
3,3,1,1,60,14.27,0.15,0,7,"R12184","R10998","R9895"
2,2,1,2,60,13.92,0.12,1,7,"R12186","R10976","R9799"
5,4,1,1,60,13.92,0.12,0,15,"R12187","R10976","R9799"
5,4,1,1,60,13.92,0.12,0,11,"R12188","R10976","R9799"
2,2,1,1,60,13.92,0.12,1,7,"R12189","R10976","R9799"
3,3,1,1,60,13.92,0.12,0,7,"R12190","R10976","R9799"
3,3,1,1,60,13.92,0.12,0,7,"R12191","R10976","R9799"
1,1,1,2,60,14.15,0.16,1,1,"R12193","R10536","R10928"
1,1,1,1,60,14.15,0.16,1,1,"R12194","R10536","R10928"
2,2,1,2,60,14.15,0.16,1,7,"R12196","R10536","R10928"
2,2,1,1,60,14.15,0.16,1,7,"R12197","R10536","R10928"
5,4,1,1,59,14.34,0.13,0,15,"R12198","R11426","R10699"
1,1,1,2,59,14.34,0.13,1,1,"R12199","R11426","R10699"
3,3,1,2,59,14.34,0.13,0,7,"R12200","R11426","R10699"
2,2,1,2,59,14.34,0.13,1,7,"R12201","R11426","R10699"
3,3,1,1,59,14.34,0.13,0,7,"R12202","R11426","R10699"
3,3,1,2,59,14.34,0.13,0,7,"R12203","R11426","R10699"
2,2,1,2,59,13.74,0.11,1,7,"R12204","R10738","R10734"
1,1,1,2,59,13.74,0.11,1,1,"R12205","R10738","R10734"
5,4,1,2,59,14.69,0.17,0,15,"R12209","R11466","R11347"
3,3,1,1,59,14.69,0.17,0,7,"R12210","R11466","R11347"
5,4,1,2,59,14.69,0.17,0,11,"R12211","R11466","R11347"
5,4,1,1,59,14.69,0.17,0,15,"R12212","R11466","R11347"
2,2,1,1,59,14.69,0.17,1,5,"R12213","R11466","R11347"
3,3,1,2,59,14.69,0.17,0,7,"R12214","R11466","R11347"
3,3,1,2,59,14.69,0.17,0,7,"R12215","R11466","R11347"
3,3,1,1,59,14.69,0.17,0,7,"R12216","R11466","R11347"
5,4,1,2,59,14.69,0.17,0,15,"R12218","R11466","R11347"
5,4,1,2,59,14.69,0.17,0,15,"R12219","R11466","R11347"
3,3,1,1,59,14.74,0.16,0,7,"R12220","R11222","R10442"
1,1,1,1,59,14.74,0.16,1,1,"R12221","R11222","R10442"
3,3,1,1,59,14.74,0.16,0,7,"R12222","R11222","R10442"
3,3,1,2,59,14.74,0.16,0,7,"R12223","R11222","R10442"
3,3,1,1,59,14.74,0.16,0,7,"R12225","R11222","R10442"
2,2,1,2,59,14.74,0.16,1,7,"R12226","R11222","R10442"
3,3,1,2,59,14.74,0.16,0,7,"R12227","R11222","R10442"
2,2,1,1,59,14.74,0.16,1,7,"R12228","R11222","R10442"
3,3,1,2,59,14.74,0.16,0,7,"R12229","R11222","R10442"
5,4,1,1,59,11.73,0.03,0,7,"R12230","R11423","R11189"
5,4,1,2,59,11.73,0.03,0,15,"R12231","R11423","R11189"
1,1,1,1,59,11.73,0.03,1,1,"R12232","R11423","R11189"
2,2,1,1,59,11.73,0.03,1,7,"R12233","R11423","R11189"
5,4,1,1,59,11.73,0.03,0,15,"R12234","R11423","R11189"
2,2,1,2,59,11.73,0.03,1,7,"R12235","R11423","R11189"
5,4,1,1,59,11.73,0.03,0,15,"R12236","R11423","R11189"
5,4,1,2,59,11.39,0.03,0,11,"R12237","R11423","R10581"
5,4,1,1,59,11.39,0.03,0,15,"R12238","R11423","R10581"
5,4,1,1,59,11.39,0.03,0,15,"R12239","R11423","R10581"
5,4,1,2,59,11.39,0.03,0,15,"R12240","R11423","R10581"
3,3,1,1,59,11.39,0.03,0,7,"R12241","R11423","R10581"
5,4,1,2,59,11.39,0.03,0,11,"R12242","R11423","R10581"
3,3,1,2,59,11.39,0.03,0,7,"R12243","R11423","R10581"
5,4,1,1,59,11.39,0.03,0,15,"R12244","R11423","R10581"
3,3,1,2,59,11.39,0.03,0,7,"R12245","R11423","R10581"
5,4,1,1,59,11.39,0.03,0,5,"R12246","R11423","R10581"
2,2,1,2,59,11.39,0.03,1,7,"R12247","R11423","R10581"
2,2,1,1,62,9.16,1e-09,1,7,"R17463","R17484","R17485"
5,4,1,2,59,14.64,0.13,0,15,"R12248","R11222","R10977"
2,2,1,2,59,14.64,0.13,1,5,"R12249","R11222","R10977"
3,3,1,1,59,14.64,0.13,0,7,"R12250","R11222","R10977"
5,4,1,1,59,14.64,0.13,0,15,"R12251","R11222","R10977"
1,1,1,1,59,14.64,0.13,1,1,"R12253","R11222","R10977"
2,2,1,2,59,14.64,0.13,1,7,"R12254","R11222","R10977"
5,4,1,1,59,14.64,0.13,0,11,"R12255","R11222","R10977"
1,1,1,1,59,14.64,0.13,1,1,"R12256","R11222","R10977"
5,4,1,2,59,13.91,0.12,0,15,"R12257","R10552","R10492"
3,3,1,2,59,13.91,0.12,0,7,"R12258","R10552","R10492"
5,4,1,2,59,13.91,0.12,0,15,"R12259","R10552","R10492"
2,2,1,2,59,13.91,0.12,1,7,"R12260","R10552","R10492"
5,4,1,1,59,13.91,0.12,0,15,"R12262","R10552","R10492"
5,4,1,2,59,13.91,0.12,0,15,"R12263","R10552","R10492"
5,4,1,2,59,13.91,0.12,0,15,"R12264","R10552","R10492"
3,3,1,2,59,13.91,0.12,0,7,"R12265","R10552","R10492"
3,3,1,1,59,13.91,0.12,0,7,"R12266","R10552","R10492"
5,4,1,1,59,13.91,0.12,0,15,"R12267","R10552","R10492"
3,3,1,2,59,13.91,0.12,0,7,"R12268","R10552","R10492"
5,4,1,2,58,14.52,0.15,0,15,"R12269","R11426","R10902"
5,4,1,2,58,14.52,0.15,0,15,"R12270","R11426","R10902"
5,4,1,2,58,14.52,0.15,0,15,"R12271","R11426","R10902"
1,1,1,2,58,14.52,0.15,1,1,"R12272","R11426","R10902"
1,1,1,1,58,14.52,0.15,1,1,"R12273","R11426","R10902"
3,3,1,1,58,14.52,0.15,0,7,"R12274","R11426","R10902"
3,3,1,1,58,14.83,0.14,0,7,"R12275","R11426","R11209"
1,1,1,2,58,14.83,0.14,1,1,"R12276","R11426","R11209"
3,3,1,2,58,14.83,0.14,0,7,"R12277","R11426","R11209"
5,4,1,1,58,14.83,0.14,0,15,"R12278","R11426","R11209"
2,2,1,1,58,14.83,0.14,1,7,"R12279","R11426","R11209"
5,4,1,2,58,14.83,0.14,0,15,"R12280","R11426","R11209"
3,3,1,1,58,14.83,0.14,0,7,"R12281","R11426","R11209"
5,4,1,2,58,14.83,0.14,0,15,"R12282","R11426","R11209"
5,4,1,1,58,14.83,0.14,0,15,"R12283","R11426","R11209"
2,2,1,2,58,14.83,0.14,1,5,"R12284","R11426","R11209"
3,3,1,1,58,14.83,0.14,0,7,"R12286","R11426","R11209"
3,3,1,1,58,13.32,0.14,0,7,"R12287","R10998","R9869"
3,3,1,2,58,13.32,0.14,0,7,"R12288","R10998","R9869"
2,2,1,1,58,13.32,0.14,1,5,"R12290","R10998","R9869"
3,3,1,1,58,13.98,0.13,0,7,"R12292","R10434","R10751"
5,4,1,1,58,13.98,0.13,0,15,"R12293","R10434","R10751"
5,4,1,1,58,13.98,0.13,0,15,"R12294","R10434","R10751"
3,3,1,2,58,13.98,0.13,0,5,"R12295","R10434","R10751"
2,2,1,2,58,13.98,0.13,1,7,"R12296","R10434","R10751"
2,2,1,1,58,13.98,0.13,1,7,"R12298","R10434","R10751"
2,2,1,2,58,13.98,0.13,1,7,"R12299","R10434","R10751"
2,2,1,2,57,11.42,0.03,1,7,"R12310","R11423","R10093"
5,4,1,2,57,11.42,0.03,0,15,"R12311","R11423","R10093"
3,3,1,2,57,11.42,0.03,0,7,"R12313","R11423","R10093"
5,4,1,1,57,11.42,0.03,0,15,"R12314","R11423","R10093"
5,4,1,1,57,11.42,0.03,0,15,"R12315","R11423","R10093"
3,3,1,1,57,11.42,0.03,0,7,"R12316","R11423","R10093"
5,4,1,2,57,11.42,0.03,0,15,"R12317","R11423","R10093"
5,4,1,2,57,11.42,0.03,0,15,"R12318","R11423","R10093"
1,1,1,2,57,14.97,0.15,1,1,"R12319","R11559","R11014"
5,4,1,1,57,14.97,0.15,0,15,"R12320","R11559","R11014"
5,4,1,2,57,14.97,0.15,0,15,"R12321","R11559","R11014"
5,4,1,1,57,14.97,0.15,0,7,"R12322","R11559","R11014"
5,4,1,2,57,14.4,0.15,0,15,"R12323","R11559","R10209"
2,2,1,1,57,14.4,0.15,1,7,"R12324","R11559","R10209"
5,4,1,2,57,14.4,0.15,0,15,"R12325","R11559","R10209"
1,1,1,2,57,14.4,0.15,1,1,"R12327","R11559","R10209"
5,4,1,1,57,14.4,0.15,0,15,"R12328","R11559","R10209"
1,1,1,2,57,14.4,0.15,1,1,"R12329","R11559","R10209"
2,2,1,1,57,14.64,0.15,1,7,"R12330","R11451","R10598"
5,4,1,2,57,14.64,0.15,0,15,"R12331","R11451","R10598"
1,1,1,1,57,14.64,0.15,1,1,"R12332","R11451","R10598"
1,1,1,1,57,14.68,0.13,1,1,"R12334","R11426","R11236"
5,4,1,2,57,14.68,0.13,0,11,"R12335","R11426","R11236"
5,4,1,2,57,14.68,0.13,0,11,"R12336","R11426","R11236"
5,4,1,2,57,14.68,0.13,0,11,"R12337","R11426","R11236"
3,3,1,1,57,14.68,0.13,0,7,"R12338","R11426","R11236"
3,3,1,2,57,14.68,0.13,0,7,"R12339","R11426","R11236"
3,3,1,1,57,14.68,0.13,0,7,"R12340","R11426","R11236"
2,2,1,1,57,14.68,0.13,1,7,"R12341","R11426","R11236"
3,3,1,2,57,14.68,0.13,0,7,"R12342","R11426","R11236"
3,3,1,1,57,13.62,0.11,0,7,"R12343","R11234","R9567"
3,3,1,2,57,13.62,0.11,0,7,"R12344","R11234","R9567"
2,2,1,2,57,13.62,0.11,1,7,"R12345","R11234","R9567"
2,2,1,1,57,11.26,0.04,1,7,"R12346","R11423","R10743"
5,4,1,1,57,11.26,0.04,0,11,"R12347","R11423","R10743"
3,3,1,1,57,11.26,0.04,0,7,"R12349","R11423","R10743"
2,2,1,2,57,11.26,0.04,1,7,"R12350","R11423","R10743"
5,4,1,2,57,11.26,0.04,0,15,"R12351","R11423","R10743"
3,3,1,1,57,11.26,0.04,0,7,"R12352","R11423","R10743"
2,2,1,2,57,11.26,0.04,1,5,"R12353","R11423","R10743"
5,4,1,2,57,11.26,0.04,0,11,"R12354","R11423","R10743"
5,4,1,1,57,11.26,0.04,0,15,"R12355","R11423","R10743"
2,2,1,2,57,11.26,0.04,1,7,"R12356","R11423","R10743"
1,1,1,2,56,14.9,0.17,1,1,"R12364","R11471","R11126"
2,2,1,2,56,14.9,0.17,1,7,"R12365","R11471","R11126"
2,2,1,1,56,14.9,0.17,1,7,"R12366","R11471","R11126"
3,3,1,1,56,14.9,0.17,0,7,"R12368","R11471","R11126"
1,1,1,2,56,14.9,0.17,1,1,"R12369","R11471","R11126"
5,4,1,1,56,11.61,0.03,0,11,"R12370","R11423","R10645"
5,4,1,2,56,11.61,0.03,0,11,"R12372","R11423","R10645"
5,4,1,1,56,14.9,0.16,0,15,"R12375","R11471","R11154"
5,4,1,2,56,14.9,0.16,0,15,"R12376","R11471","R11154"
2,2,1,2,56,14.9,0.16,1,7,"R12377","R11471","R11154"
5,4,1,1,56,14.76,0.14,0,15,"R12378","R11559","R11341"
5,4,1,2,56,14.76,0.14,0,15,"R12379","R11559","R11341"
5,4,1,2,56,14.76,0.14,0,15,"R12380","R11559","R11341"
2,2,1,2,56,14.76,0.14,1,7,"R12381","R11559","R11341"
3,3,1,1,56,14.76,0.14,0,7,"R12382","R11559","R11341"
5,4,1,1,56,14.76,0.14,0,15,"R12383","R11559","R11341"
2,2,1,2,56,14.76,0.14,1,7,"R12384","R11559","R11341"
2,2,1,2,56,14.76,0.14,1,7,"R12385","R11559","R11341"
2,2,1,1,56,14.5,0.17,1,7,"R12387","R10469","R10424"
1,1,1,2,56,14.5,0.17,1,1,"R12388","R10469","R10424"
3,3,1,2,56,14.5,0.17,0,7,"R12389","R10469","R10424"
3,3,1,2,56,14.5,0.17,0,7,"R12390","R10469","R10424"
2,2,1,2,56,14.5,0.17,1,7,"R12392","R10469","R10424"
2,2,1,2,56,14.5,0.17,1,7,"R12393","R10469","R10424"
3,3,1,1,56,14.5,0.17,0,7,"R12395","R10469","R10424"
5,4,1,2,56,14.5,0.17,0,15,"R12396","R10469","R10424"
5,4,1,2,56,13.54,0.1,0,15,"R12397","R10678","R10435"
2,2,1,1,56,13.54,0.1,1,7,"R12398","R10678","R10435"
5,4,1,1,56,13.54,0.1,0,15,"R12399","R10678","R10435"
2,2,1,2,56,13.54,0.1,1,7,"R12400","R10678","R10435"
5,4,1,1,56,13.54,0.1,0,15,"R12401","R10678","R10435"
3,3,1,2,55,14.64,0.13,0,7,"R12404","R10976","R11235"
3,3,1,1,55,14.64,0.13,0,7,"R12405","R10976","R11235"
3,3,1,1,55,14.64,0.13,0,7,"R12406","R10976","R11235"
2,2,1,2,55,14.64,0.13,1,7,"R12407","R10976","R11235"
2,2,1,1,55,14.64,0.13,1,5,"R12409","R10976","R11235"
5,4,1,2,55,12.43,0.07,0,7,"R12410","R11565","R10985"
5,4,1,1,55,12.43,0.07,0,15,"R12411","R11565","R10985"
3,3,1,2,55,12.43,0.07,0,7,"R12412","R11565","R10985"
3,3,1,2,55,12.43,0.07,0,7,"R12413","R11565","R10985"
3,3,1,1,55,12.43,0.07,0,7,"R12414","R11565","R10985"
5,4,1,2,55,12.43,0.07,0,15,"R12415","R11565","R10985"
2,2,1,2,55,15.08,0.16,1,5,"R12416","R11471","R11282"
3,3,1,1,55,15.08,0.16,0,7,"R12417","R11471","R11282"
2,2,1,1,55,15.08,0.16,1,5,"R12418","R11471","R11282"
5,4,1,1,55,15.08,0.16,0,15,"R12419","R11471","R11282"
2,2,1,1,55,15.08,0.16,1,7,"R12420","R11471","R11282"
3,3,1,2,55,15.08,0.16,0,7,"R12421","R11471","R11282"
3,3,1,2,55,15.08,0.16,0,7,"R12422","R11471","R11282"
5,4,1,1,55,15.08,0.16,0,11,"R12423","R11471","R11282"
5,4,1,1,54,14.45,0.14,0,15,"R12425","R11539","R10597"
3,3,1,1,54,14.45,0.14,0,7,"R12426","R11539","R10597"
1,1,1,2,54,14.45,0.14,1,1,"R12427","R11539","R10597"
2,2,1,1,54,14.45,0.14,1,5,"R12428","R11539","R10597"
1,1,1,2,54,14.45,0.14,1,1,"R12429","R11539","R10597"
2,2,1,1,54,14.45,0.14,1,7,"R12430","R11539","R10597"
2,2,1,1,54,11.08,0.03,1,7,"R12431","R11423","R10680"
5,4,1,1,54,11.08,0.03,0,15,"R12432","R11423","R10680"
2,2,1,2,54,11.08,0.03,1,7,"R12433","R11423","R10680"
2,2,1,2,54,11.08,0.03,1,7,"R12434","R11423","R10680"
3,3,1,2,54,11.08,0.03,0,7,"R12435","R11423","R10680"
1,1,1,2,54,11.08,0.03,1,1,"R12436","R11423","R10680"
5,4,1,2,54,11.08,0.03,0,15,"R12437","R11423","R10680"
5,4,1,2,54,11.08,0.03,0,15,"R12438","R11423","R10680"
2,2,1,1,54,11.08,0.03,1,7,"R12441","R11423","R10680"
5,4,1,1,54,14.87,0.15,0,15,"R12442","R11539","R11446"
5,4,1,2,54,14.87,0.15,0,15,"R12443","R11539","R11446"
5,4,1,2,54,14.87,0.15,0,11,"R12444","R11539","R11446"
2,2,1,2,54,14.87,0.15,1,7,"R12445","R11539","R11446"
1,1,1,1,54,14.87,0.15,1,1,"R12446","R11539","R11446"
2,2,1,2,54,14.87,0.15,1,5,"R12447","R11539","R11446"
2,2,1,1,54,14.87,0.15,1,7,"R12448","R11539","R11446"
5,4,1,1,54,14.87,0.15,0,15,"R12449","R11539","R11446"
3,3,1,2,54,14.87,0.15,0,7,"R12450","R11539","R11446"
3,3,1,2,54,12.87,0.08,0,7,"R12451","R11559","R11107"
1,1,1,2,54,12.87,0.08,1,1,"R12452","R11559","R11107"
5,4,1,1,54,12.87,0.08,0,15,"R12453","R11559","R11107"
2,2,1,2,54,12.87,0.08,1,7,"R12454","R11559","R11107"
1,1,1,1,54,12.87,0.08,1,1,"R12455","R11559","R11107"
2,2,1,2,54,12.87,0.08,1,7,"R12456","R11559","R11107"
2,2,1,2,54,12.87,0.08,1,5,"R12457","R11559","R11107"
3,3,1,1,54,14.83,0.13,0,7,"R12459","R11609","R11428"
3,3,1,2,54,14.83,0.13,0,7,"R12460","R11609","R11428"
5,4,1,2,54,14.83,0.13,0,15,"R12462","R11609","R11428"
5,4,1,1,54,14.83,0.13,0,15,"R12463","R11609","R11428"
5,4,1,1,54,14.83,0.13,0,15,"R12464","R11609","R11428"
1,1,1,1,53,14.89,0.15,1,1,"R12465","R11471","R10939"
3,3,1,1,53,14.89,0.15,0,7,"R12466","R11471","R10939"
2,2,1,1,53,14.89,0.15,1,7,"R12467","R11471","R10939"
2,2,1,1,53,14.62,0.13,1,7,"R12468","R11559","R10988"
5,4,1,1,53,14.62,0.13,0,15,"R12470","R11559","R10988"
5,4,1,2,53,14.62,0.13,0,15,"R12471","R11559","R10988"
5,4,1,1,53,14.62,0.13,0,15,"R12472","R11559","R10988"
2,2,1,1,53,14.62,0.13,1,7,"R12473","R11559","R10988"
1,1,1,1,53,14.62,0.13,1,1,"R12474","R11559","R10988"
2,2,1,2,53,14.62,0.13,1,7,"R12475","R11559","R10988"
3,3,1,2,53,14.62,0.13,0,7,"R12476","R11559","R10988"
3,3,1,2,53,14.62,0.13,0,7,"R12477","R11559","R10988"
5,4,1,1,53,11.86,0.03,0,15,"R12478","R11423","R11380"
5,4,1,2,53,11.86,0.03,0,15,"R12479","R11423","R11380"
5,4,1,1,53,11.86,0.03,0,11,"R12480","R11423","R11380"
3,3,1,2,53,14.53,0.15,0,7,"R12483","R11443","R10925"
3,3,1,2,53,14.53,0.15,0,7,"R12484","R11443","R10925"
2,2,1,1,53,14.53,0.15,1,7,"R12485","R11443","R10925"
2,2,1,2,53,14.53,0.15,1,7,"R12487","R11443","R10925"
5,4,1,1,53,14.53,0.15,0,15,"R12488","R11443","R10925"
3,3,1,2,53,14.53,0.15,0,7,"R12489","R11443","R10925"
3,3,1,2,53,14.53,0.15,0,7,"R12490","R11443","R10925"
5,4,1,1,53,14.53,0.13,0,11,"R12491","R10332","R11551"
5,4,1,1,53,14.53,0.13,0,15,"R12493","R10332","R11551"
3,3,1,2,53,14.53,0.13,0,7,"R12494","R10332","R11551"
5,4,1,2,53,14.83,0.15,0,15,"R12495","R11609","R11475"
2,2,1,2,53,14.83,0.15,1,7,"R12496","R11609","R11475"
5,4,1,1,53,14.83,0.15,0,15,"R12497","R11609","R11475"
2,2,1,1,53,14.83,0.15,1,7,"R12498","R11609","R11475"
5,4,1,1,53,14.83,0.15,0,15,"R12499","R11609","R11475"
5,4,1,2,53,14.83,0.15,0,11,"R12502","R11609","R11475"
2,2,1,2,52,14.82,0.15,1,7,"R12503","R11539","R11487"
5,4,1,1,52,14.82,0.15,0,11,"R12504","R11539","R11487"
1,1,1,2,52,14.82,0.15,1,1,"R12505","R11539","R11487"
2,2,1,1,52,14.82,0.15,1,7,"R12506","R11539","R11487"
2,2,1,1,52,14.82,0.15,1,7,"R12507","R11539","R11487"
3,3,1,1,52,14.82,0.15,0,7,"R12508","R11539","R11487"
3,3,1,1,52,14.81,0.14,0,7,"R12509","R11723","R11486"
5,4,1,2,52,14.81,0.14,0,15,"R12510","R11723","R11486"
2,2,1,1,52,14.81,0.14,1,7,"R12512","R11723","R11486"
2,2,1,1,52,14.81,0.14,1,7,"R12513","R11723","R11486"
5,4,1,2,52,14.81,0.14,0,15,"R12514","R11723","R11486"
3,3,1,1,52,14.81,0.14,0,7,"R12515","R11723","R11486"
3,3,1,2,86,1e-09,1e-09,0,7,"R17610","R14551","R14551"
5,4,1,1,52,14.37,0.16,0,15,"R12516","R11609","R10252"
5,4,1,1,52,14.37,0.16,0,15,"R12517","R11609","R10252"
2,2,1,2,52,14.37,0.16,1,7,"R12519","R11609","R10252"
3,3,1,1,52,14.37,0.16,0,7,"R12520","R11609","R10252"
3,3,1,2,52,14.37,0.16,0,7,"R12521","R11609","R10252"
3,3,1,2,52,14.37,0.16,0,7,"R12522","R11609","R10252"
5,4,1,2,52,14.66,0.14,0,15,"R12523","R11750","R10699"
5,4,1,1,52,14.66,0.14,0,15,"R12524","R11750","R10699"
2,2,1,2,52,14.66,0.14,1,7,"R12525","R11750","R10699"
3,3,1,1,52,14.66,0.14,0,7,"R12526","R11750","R10699"
5,4,1,2,52,14.66,0.14,0,11,"R12527","R11750","R10699"
5,4,1,2,52,14.66,0.14,0,15,"R12528","R11750","R10699"
5,4,1,1,51,14.67,0.15,0,15,"R12530","R11750","R11347"
2,2,1,2,51,14.67,0.15,1,7,"R12532","R11750","R11347"
5,4,1,2,51,14.67,0.15,0,15,"R12533","R11750","R11347"
3,3,1,2,51,14.67,0.15,0,7,"R12534","R11750","R11347"
5,4,1,2,51,14.67,0.15,0,15,"R12535","R11750","R11347"
3,3,1,2,51,14.67,0.15,0,7,"R12536","R11750","R11347"
2,2,1,1,51,15.02,0.15,1,7,"R12537","R11609","R11189"
2,2,1,1,51,15.02,0.15,1,5,"R12538","R11609","R11189"
3,3,1,2,51,15.02,0.15,0,7,"R12539","R11609","R11189"
2,2,1,2,51,15.02,0.15,1,5,"R12540","R11609","R11189"
2,2,1,2,51,15.02,0.15,1,7,"R12541","R11609","R11189"
3,3,1,1,51,15.18,0.17,0,7,"R12542","R11609","R11472"
1,1,1,2,51,14.22,0.15,1,1,"R12543","R11723","R10734"
3,3,1,1,51,14.22,0.15,0,7,"R12544","R11723","R10734"
5,4,1,2,51,14.22,0.15,0,15,"R12545","R11723","R10734"
5,4,1,2,51,14.22,0.15,0,11,"R12546","R11723","R10734"
5,4,1,2,51,14.22,0.15,0,15,"R12547","R11723","R10734"
5,4,1,2,51,14.22,0.15,0,11,"R12549","R11723","R10734"
2,2,1,1,51,14.22,0.15,1,7,"R12550","R11723","R10734"
1,1,1,1,51,15.04,0.15,1,1,"R12551","R11539","R11209"
2,2,1,1,51,15.04,0.15,1,7,"R12552","R11539","R11209"
3,3,1,1,51,15.04,0.15,0,7,"R12553","R11539","R11209"
5,4,1,1,51,15.04,0.15,0,15,"R12554","R11539","R11209"
2,2,1,1,51,15.04,0.15,1,1,"R12555","R11539","R11209"
