"altDogID","altSireID","altDamID"
"R938","R238","R232"
"R2964","R1440","R1660"
"R1983","R1043","R800"
"R939","R238","R232"
"R1360","R14643","R613"
"R4803","R3148","R1700"
"R3480","R2553","R1441"
"R1361","R14643","R613"
"R2375","R1178","R480"
"R2118","R1377","R549"
"R5084","R3148","R3774"
"R14873","R14618","R1130"
"R1703","R196","R549"
"R5085","R3148","R3774"
"R4939","R2059","R2475"
"R2965","R1440","R1660"
"R4804","R3148","R1700"
"R3481","R2553","R1441"
"R4805","R3148","R1700"
"R5438","R2534","R2958"
"R565","R231","R228"
"R1226","R14702","R208"
"R1088","R214","R184"
"R1513","R539","R707"
"R14874","R3091","R1441"
"R1089","R214","R184"
"R1514","R539","R707"
"R5086","R3148","R3774"
"R1515","R539","R707"
"R2376","R1178","R480"
"R3958","R190","R1216"
"R1090","R214","R184"
"R1091","R214","R184"
"R3707","R2174","R1442"
"R4503","R2553","R1917"
"R2843","R1068","R1693"
"R3708","R2174","R1442"
"R2966","R1440","R1660"
"R4651","R2534","R648"
"R2119","R1377","R549"
"R647","R231","R228"
"R1516","R539","R707"
"R566","R231","R228"
"R3482","R2553","R1441"
"R1092","R214","R184"
"R2967","R1440","R1660"
"R1984","R1043","R800"
"R4940","R2059","R2475"
"R2844","R1068","R1693"
"R2120","R1377","R549"
"R4085","R3091","R1441"
"R3959","R190","R1216"
"R1362","R14643","R613"
"R414","R14552","R176"
"R3960","R190","R1216"
"R4652","R2534","R648"
"R1227","R14702","R208"
"R2121","R1377","R549"
"R567","R231","R228"
"R4086","R3091","R1441"
"R1363","R14643","R613"
"R5087","R3148","R3774"
"R940","R238","R232"
"R568","R231","R228"
"R4220","R2672","R2359"
"R5308","R2534","R1944"
"R822","R14715","R228"
"R2377","R1178","R480"
"R1704","R196","R549"
"R2968","R1440","R1660"
"R4087","R3091","R1441"
"R3823","R1667","R2075"
"R4221","R2672","R2359"
"R14875","R14618","R1130"
"R2711","R165","R1808"
"R4361","R3400","R2476"
"R5439","R2534","R2958"
"R415","R14552","R176"
"R1985","R1043","R800"
"R4653","R2534","R648"
"R4362","R3400","R2476"
"R1364","R14643","R613"
"R2969","R1440","R1660"
"R4222","R2672","R2359"
"R5440","R2534","R2958"
"R3824","R1667","R2075"
"R5309","R2534","R1944"
"R941","R238","R232"
"R1986","R1043","R800"
"R3709","R2174","R1442"
"R2122","R1377","R549"
"R2970","R1440","R1660"
"R4806","R3148","R1700"
"R569","R231","R228"
"R4223","R2672","R2359"
"R3483","R2553","R1441"
"R4654","R2534","R648"
"R1987","R1043","R800"
"R570","R231","R228"
"R4224","R2672","R2359"
"R1228","R14702","R208"
"R416","R14552","R176"
"R571","R231","R228"
"R1705","R196","R549"
"R5088","R3148","R3774"
"R2123","R1377","R549"
"R942","R238","R232"
"R3230","R1178","R2057"
"R3231","R1178","R2057"
"R823","R14715","R228"
"R2124","R1377","R549"
"R4504","R2553","R1917"
"R3484","R2553","R1441"
"R24","R19","R14687"
"R1229","R14702","R208"
"R4088","R3091","R1441"
"R4807","R3148","R1700"
"R5089","R3148","R3774"
"R1093","R214","R184"
"R2712","R165","R1808"
"R572","R231","R228"
"R4089","R3091","R1441"
"R1706","R196","R549"
"R3710","R2174","R1442"
"R5090","R3148","R3774"
"R2713","R165","R1808"
"R1094","R214","R184"
"R4363","R3400","R2476"
"R417","R14552","R176"
"R1707","R196","R549"
"R2714","R165","R1808"
"R1517","R539","R707"
"R4505","R2553","R1917"
"R824","R14715","R228"
"R3485","R2553","R1441"
"R1518","R539","R707"
"R4941","R2059","R2475"
"R2971","R1440","R1660"
"R243","R203","R189"
"R4225","R2672","R2359"
"R1365","R14643","R613"
"R2125","R1377","R549"
"R2845","R1068","R1693"
"R1519","R539","R707"
"R5310","R2534","R1944"
"R3961","R190","R1216"
"R2715","R165","R1808"
"R3825","R1667","R2075"
"R2972","R1440","R1660"
"R3826","R1667","R2075"
"R4226","R2672","R2359"
"R4364","R3400","R2476"
"R2846","R1068","R1693"
"R943","R238","R232"
"R1988","R1043","R800"
"R2716","R165","R1808"
"R5441","R2534","R2958"
"R3827","R1667","R2075"
"R4227","R2672","R2359"
"R3962","R190","R1216"
"R1520","R539","R707"
"R5311","R2534","R1944"
"R4365","R3400","R2476"
"R418","R14552","R176"
"R1521","R539","R707"
"R4506","R2553","R1917"
"R1366","R14643","R613"
"R2717","R165","R1808"
"R573","R231","R228"
"R1230","R14702","R208"
"R3828","R1667","R2075"
"R4507","R2553","R1917"
"R3711","R2174","R1442"
"R2718","R165","R1808"
"R1367","R14643","R613"
"R4366","R3400","R2476"
"R5442","R2534","R2958"
"R4942","R2059","R2475"
"R5091","R3148","R3774"
"R5443","R2534","R2958"
"R3712","R2174","R1442"
"R2973","R1440","R1660"
"R1708","R196","R549"
"R944","R242","R224"
"R5312","R4127","R1441"
"R945","R242","R224"
"R2528","R1377","R1467"
"R4509","R2534","R3072"
"R3486","R2039","R2359"
"R4943","R2534","R3668"
"R2263","R258","R1536"
"R3355","R178","R1697"
"R3232","R14648","R226"
"R5313","R4127","R1441"
"R3356","R178","R1697"
"R1840","R242","R244"
"R4808","R3248","R1444"
"R4228","R2727","R2588"
"R14876","R1377","R14640"
"R1523","R14624","R189"
"R2379","R1440","R548"
"R2719","R1215","R228"
"R2128","R1377","R651"
"R574","R14702","R200"
"R575","R14702","R200"
"R946","R242","R224"
"R4809","R3248","R1444"
"R4698","R1215","R2057"
"R2380","R1440","R548"
"R4510","R2534","R3072"
"R1370","R14702","R480"
"R4343","R3148","R2839"
"R1841","R242","R244"
"R4810","R3248","R1444"
"R2974","R1594","R1957"
"R576","R14702","R200"
"R1371","R14702","R480"
"R5314","R4127","R1441"
"R4229","R2727","R2588"
"R577","R14702","R200"
"R14877","R255","R14565"
"R3233","R14648","R226"
"R1709","R14711","R650"
"R4230","R2727","R2588"
"R3357","R178","R1697"
"R1842","R242","R244"
"R578","R14702","R200"
"R57","R14563","R39"
"R1843","R242","R244"
"R4090","R2870","R1917"
"R5092","R2534","R2588"
"R3234","R14648","R226"
"R3715","R2039","R2475"
"R4944","R2534","R3668"
"R1372","R14702","R480"
"R1710","R14711","R650"
"R947","R242","R224"
"R4231","R2727","R2588"
"R3235","R14648","R226"
"R1975","R1214","R226"
"R3358","R178","R1697"
"R4655","R2059","R1545"
"R2529","R1377","R1467"
"R1844","R242","R244"
"R1711","R14711","R650"
"R3963","R1702","R1442"
"R4367","R2534","R2271"
"R4232","R2727","R2588"
"R5315","R4127","R1441"
"R1373","R14702","R480"
"R5093","R2534","R2588"
"R2975","R1594","R1957"
"R1845","R242","R244"
"R4945","R2534","R3668"
"R4656","R2059","R1545"
"R4368","R2534","R2271"
"R826","R165","R14551"
"R148","R52","R56"
"R1524","R14624","R189"
"R5094","R2534","R2588"
"R2381","R1440","R548"
"R4091","R2870","R1917"
"R3487","R2039","R2359"
"R3964","R1702","R1442"
"R4233","R2727","R2588"
"R4811","R3248","R1444"
"R827","R165","R14551"
"R828","R165","R14551"
"R1712","R14711","R650"
"R4812","R3248","R1444"
"R4657","R2059","R1545"
"R4092","R2870","R1917"
"R2382","R1440","R548"
"R2976","R1594","R1957"
"R2530","R1377","R1467"
"R14878","R165","R175"
"R4093","R2870","R1917"
"R948","R242","R224"
"R4658","R2059","R1545"
"R2129","R1377","R651"
"R3359","R178","R1697"
"R14879","R14711","R14602"
"R2720","R1215","R228"
"R1976","R1214","R226"
"R14880","R14552","R14604"
"R3488","R2039","R2359"
"R1977","R1214","R226"
"R3360","R178","R1697"
"R829","R165","R14551"
"R4369","R2534","R2271"
"R2264","R258","R1536"
"R1374","R14702","R480"
"R4370","R2534","R2271"
"R2130","R1377","R651"
"R4659","R2059","R1545"
"R830","R165","R14551"
"R949","R242","R224"
"R579","R14702","R200"
"R1978","R1214","R226"
"R580","R14702","R200"
"R2265","R258","R1536"
"R1525","R14624","R189"
"R581","R14702","R200"
"R4042","R196","R1693"
"R2383","R1440","R548"
"R3361","R178","R1697"
"R1375","R14702","R480"
"R3489","R2039","R2359"
"R14881","R14709","R14579"
"R1526","R14624","R189"
"R4094","R2870","R1917"
"R4095","R2870","R1917"
"R5316","R4127","R1441"
"R5449","R2553","R2475"
"R1713","R14711","R650"
"R3362","R178","R1697"
"R3965","R1702","R1442"
"R1714","R14711","R650"
"R4234","R2727","R2588"
"R1715","R14711","R650"
"R950","R242","R224"
"R3966","R1702","R1442"
"R2266","R258","R1536"
"R14882","R14552","R14551"
"R1527","R14624","R189"
"R3716","R2039","R2475"
"R2267","R258","R1536"
"R1235","R14648","R538"
"R2268","R258","R1536"
"R4235","R2727","R2588"
"R3363","R178","R1697"
"R2269","R258","R1536"
"R1846","R242","R244"
"R831","R165","R175"
"R4660","R2059","R1545"
"R1979","R1214","R226"
"R2505","R1085","R1378"
"R2721","R1215","R228"
"R4661","R2059","R1545"
"R951","R242","R224"
"R3364","R178","R1697"
"R4662","R2059","R1545"
"R1980","R1214","R226"
"R4663","R2059","R1545"
"R4813","R3248","R1444"
"R1847","R242","R244"
"R3967","R1702","R1442"
"R4096","R2870","R1917"
"R3236","R14648","R226"
"R1981","R1214","R226"
"R2531","R1377","R1467"
"R14883","R3400","R14559"
"R1376","R14702","R480"
"R1848","R242","R244"
"R4371","R2534","R2271"
"R3968","R1702","R1442"
"R14884","R14551","R14571"
"R4664","R2059","R1545"
"R5095","R2534","R2588"
"R952","R242","R224"
"R2977","R1594","R1957"
"R582","R14702","R200"
"R1716","R14711","R650"
"R3717","R2039","R2475"
"R3490","R2039","R2359"
"R4946","R2534","R3668"
"R2722","R1215","R228"
"R3829","R2870","R1001"
"R3969","R1702","R1442"
"R2532","R1377","R1467"
"R832","R165","R14551"
"R953","R242","R224"
"R2270","R258","R1536"
"R4665","R2059","R1545"
"R583","R14702","R200"
"R2533","R1377","R1467"
"R3491","R2039","R2359"
"R4511","R2534","R3072"
"R3365","R178","R1697"
"R14885","R3109","R14620"
"R584","R252","R249"
"R585","R252","R249"
"R419","R14552","R185"
"R954","R258","R188"
"R586","R252","R249"
"R833","R14730","R177"
"R834","R14730","R177"
"R2543","R1564","R1596"
"R5317","R2553","R2800"
"R955","R258","R188"
"R1989","R1178","R613"
"R4512","R799","R3204"
"R2978","R1831","R1369"
"R4513","R799","R3204"
"R587","R252","R249"
"R1990","R1178","R613"
"R420","R14552","R185"
"R1991","R1178","R613"
"R2384","R1085","R224"
"R5096","R2535","R3072"
"R421","R14552","R185"
"R1528","R14660","R548"
"R5318","R2553","R2800"
"R1529","R14660","R548"
"R835","R14730","R177"
"R1849","R14702","R825"
"R2131","R258","R1466"
"R2979","R1831","R1369"
"R4514","R799","R3204"
"R2980","R1831","R1369"
"R422","R14552","R185"
"R2132","R258","R1466"
"R1236","R14610","R306"
"R1530","R14660","R548"
"R836","R14730","R177"
"R956","R258","R188"
"R1992","R1178","R613"
"R957","R258","R188"
"R2981","R1831","R1369"
"R1993","R1178","R613"
"R1850","R14702","R825"
"R4236","R3228","R1700"
"R5097","R2535","R3072"
"R1237","R14610","R306"
"R1851","R14702","R825"
"R1238","R14610","R306"
"R1852","R14702","R825"
"R2982","R1831","R1369"
"R5455","R4127","R3668"
"R14886","R14730","R177"
"R588","R252","R249"
"R2544","R1564","R1596"
"R4237","R3228","R1700"
"R2545","R1564","R1596"
"R423","R14552","R185"
"R2546","R1564","R1596"
"R589","R252","R249"
"R1853","R14702","R825"
"R1016","R252","R249"
"R2547","R1564","R1596"
"R5098","R2535","R3072"
"R2133","R258","R1466"
"R1531","R14660","R548"
"R837","R14730","R177"
"R4951","R2534","R1944"
"R4173","R2672","R2960"
"R5456","R4127","R3668"
"R2134","R258","R1466"
"R4238","R3228","R1700"
"R1532","R14660","R548"
"R838","R14730","R177"
"R2385","R1085","R224"
"R1239","R14610","R306"
"R4952","R2534","R1944"
"R1854","R14702","R825"
"R424","R14552","R185"
"R2135","R258","R1466"
"R2983","R1831","R1369"
"R4515","R799","R3204"
"R4953","R2534","R1944"
"R2548","R1564","R1596"
"R1994","R1178","R613"
"R1533","R14660","R548"
"R2984","R1831","R1369"
"R4516","R799","R3204"
"R1855","R14702","R825"
"R1995","R1178","R613"
"R958","R258","R188"
"R839","R14730","R177"
"R2136","R258","R1466"
"R2549","R1564","R1596"
"R4517","R799","R3204"
"R4239","R3228","R1700"
"R1240","R14610","R306"
"R4518","R799","R3204"
"R5319","R2553","R2800"
"R1856","R14702","R825"
"R1534","R14660","R548"
"R2550","R1564","R1596"
"R959","R258","R188"
"R2137","R258","R1466"
"R1535","R14660","R548"
"R1241","R14610","R306"
"R2551","R1564","R1596"
"R1242","R14610","R306"
"R2138","R258","R1466"
"R1243","R14610","R306"
"R5320","R2553","R2800"
"R1996","R1178","R613"
"R4667","R3466","R624"
"R2149","R14702","R1442"
"R4668","R3466","R624"
"R4669","R3466","R624"
"R4670","R3466","R624"
"R4671","R3466","R624"
"R4672","R3466","R624"
"R4673","R3466","R624"
"R2150","R14702","R1442"
"R5519","R2608","R2940"
"R5545","R4240","R1086"
"R5546","R4240","R1086"
"R5547","R4240","R1086"
"R5548","R4240","R1086"
"R5539","R2553","R3147"
"R5540","R2553","R3147"
"R5541","R2553","R3147"
"R5542","R2553","R3147"
"R5543","R2553","R3147"
"R5544","R2553","R3147"
"R5549","R2608","R4267"
"R5550","R2608","R4267"
"R5551","R2608","R4267"
"R5552","R2608","R4267"
"R5553","R2608","R4267"
"R5554","R3148","R1425"
"R5555","R3148","R1425"
"R5556","R3148","R1425"
"R5557","R3148","R1425"
"R5558","R3148","R1425"
"R5559","R3148","R1425"
"R5560","R3148","R1425"
"R5561","R2608","R3988"
"R5562","R2608","R3988"
"R5563","R2608","R3988"
"R5564","R2608","R3988"
"R5565","R2608","R3988"
"R5566","R2608","R3988"
"R5567","R2608","R3988"
"R5568","R2608","R3988"
"R5569","R2608","R3988"
"R5570","R2608","R3542"
"R5571","R2608","R3542"
"R5572","R2608","R3542"
"R5573","R2608","R3542"
"R5574","R2608","R3542"
"R5575","R4372","R1659"
"R5576","R4372","R1659"
"R5577","R4372","R1659"
"R5578","R4372","R1659"
"R5579","R4372","R1659"
"R5580","R2534","R2800"
"R5581","R2534","R2800"
"R5582","R2534","R2800"
"R5583","R2534","R2800"
"R5584","R2534","R2800"
"R5585","R2534","R2800"
"R5586","R2534","R2800"
"R5587","R2534","R2800"
"R5588","R2534","R2800"
"R5590","R1667","R4105"
"R5591","R1667","R4105"
"R5592","R1667","R4105"
"R5593","R1667","R4105"
"R5594","R1667","R4105"
"R5595","R1667","R4105"
"R5596","R1667","R4105"
"R5597","R1667","R4105"
"R5598","R3148","R3831"
"R5599","R3148","R3831"
"R5600","R3148","R3831"
"R5601","R3148","R3831"
"R5602","R3148","R3831"
"R5603","R3148","R3831"
"R5604","R3148","R3831"
"R5605","R3148","R3831"
"R5606","R3148","R3831"
"R5607","R2553","R4440"
"R5608","R2553","R4440"
"R5609","R2553","R4440"
"R5610","R2553","R4440"
"R5611","R2553","R4440"
"R5612","R2553","R4440"
"R5613","R2553","R4440"
"R5614","R2553","R4440"
"R5615","R2553","R3745"
"R5616","R2553","R3745"
"R14887","R1377","R1128"
"R4982","R2608","R14887"
"R5617","R4240","R1595"
"R5618","R4240","R1595"
"R5619","R4240","R1595"
"R5620","R4240","R1595"
"R5621","R4240","R1595"
"R5622","R4240","R1595"
"R5623","R4240","R1595"
"R5624","R4240","R3607"
"R5625","R4240","R3607"
"R5626","R4240","R3607"
"R5627","R4240","R3607"
"R5628","R4240","R3607"
"R5629","R4240","R3607"
"R5630","R4240","R3607"
"R5631","R4240","R3607"
"R5632","R4240","R3607"
"R5633","R4240","R3607"
"R5634","R4240","R3607"
"R5635","R4240","R3607"
"R5636","R4240","R3607"
"R5637","R4240","R3607"
"R5639","R4639","R3639"
"R5640","R4639","R3639"
"R5641","R4639","R3639"
"R5642","R4639","R3639"
"R5643","R4639","R3639"
"R5644","R4639","R3639"
"R5645","R4639","R3639"
"R5646","R4639","R3639"
"R5647","R4639","R3639"
"R5648","R4639","R2552"
"R5649","R4639","R2552"
"R5650","R4639","R2552"
"R5651","R4639","R2552"
"R5652","R4639","R2552"
"R5653","R4639","R2552"
"R5654","R4639","R2552"
"R5655","R4639","R2552"
"R5656","R2608","R3640"
"R5657","R2608","R3640"
"R5658","R2608","R3640"
"R5659","R2608","R3640"
"R5660","R2608","R3640"
"R5661","R2608","R3640"
"R5662","R2608","R3640"
"R5663","R2608","R3640"
"R5664","R4639","R3830"
"R5665","R4639","R3830"
"R5666","R4639","R3830"
"R5667","R4639","R3830"
"R5668","R4639","R3830"
"R5669","R4639","R3830"
"R5670","R4639","R3830"
"R5671","R4240","R1957"
"R5672","R4240","R1957"
"R5673","R4240","R1957"
"R5674","R2553","R3391"
"R5675","R2553","R3391"
"R5676","R2553","R3391"
"R5677","R2553","R3391"
"R5678","R2553","R3391"
"R5679","R2553","R3391"
"R5680","R2553","R3391"
"R5681","R2553","R3391"
"R5682","R2534","R3774"
"R5683","R2534","R3774"
"R5684","R2534","R3774"
"R5685","R2534","R3774"
"R5686","R2534","R3774"
"R5687","R2534","R3774"
"R5688","R2534","R3774"
"R5689","R2534","R3774"
"R5690","R4639","R3696"
"R5691","R4639","R3696"
"R5692","R4639","R3696"
"R5693","R4639","R3696"
"R5694","R4639","R3696"
"R5695","R4639","R3696"
"R5696","R4639","R3696"
"R5697","R4639","R3696"
"R5698","R4639","R3696"
"R5699","R4639","R3696"
"R5700","R4639","R3696"
"R5701","R4639","R3696"
"R5702","R4661","R4582"
"R5703","R4661","R4582"
"R5704","R4661","R4582"
"R5705","R4661","R4582"
"R5706","R4661","R4582"
"R5707","R4661","R4582"
"R5708","R4661","R4582"
"R5709","R4661","R4582"
"R5710","R3148","R2475"
"R5711","R3148","R2475"
"R5712","R3148","R2475"
"R5713","R3148","R2475"
"R5714","R3148","R2475"
"R5715","R3148","R2475"
"R5716","R3148","R2475"
"R5717","R3148","R2475"
"R14888","R15195","R15196"
"R14889","R15193","R15194"
"R5638","R14889","R14888"
"R14890","R14889","R14888"
"R5718","R4639","R4655"
"R5719","R4639","R4655"
"R5720","R4639","R4655"
"R5721","R4639","R4655"
"R5722","R4639","R4655"
"R5723","R4639","R4655"
"R5724","R4639","R4655"
"R5725","R4240","R2359"
"R5726","R4240","R2359"
"R5727","R4240","R2359"
"R5728","R4240","R2359"
"R5729","R4240","R2359"
"R5730","R4240","R2359"
"R5731","R4240","R2359"
"R5732","R4240","R2359"
"R5733","R4639","R1700"
"R5734","R4661","R4591"
"R5735","R4661","R4591"
"R5736","R4661","R4591"
"R5737","R4661","R4591"
"R5738","R4661","R4591"
"R5740","R4661","R2075"
"R5741","R4661","R2075"
"R5742","R4661","R2075"
"R5743","R4661","R2075"
"R5744","R4661","R2075"
"R5739","R4639","R1700"
"R5746","R2534","R3990"
"R5747","R2534","R3990"
"R5748","R2534","R3990"
"R5749","R2534","R3990"
"R5750","R2534","R3990"
"R5751","R2534","R3990"
"R5752","R2534","R3990"
"R5753","R2534","R3990"
"R5745","R4661","R2075"
"R5754","R3248","R2662"
"R5755","R3248","R2662"
"R5756","R3248","R2662"
"R5757","R3248","R2662"
"R5758","R3248","R2662"
"R5759","R3248","R2662"
"R5760","R3248","R2662"
"R5761","R3248","R2662"
"R5762","R3148","R3998"
"R5763","R3148","R3998"
"R5764","R3148","R3998"
"R5765","R3148","R3998"
"R5766","R3148","R3998"
"R14891","R2608","R3589"
"R14892","R2608","R3589"
"R14893","R2608","R3589"
"R5767","R4240","R4630"
"R5768","R4240","R4630"
"R5769","R4240","R4630"
"R5770","R4240","R4630"
"R5771","R4240","R4630"
"R5772","R4240","R4630"
"R5773","R4240","R4630"
"R5774","R4240","R4630"
"R5775","R4240","R4630"
"R5776","R4504","R4726"
"R5777","R4504","R4726"
"R5778","R4504","R4726"
"R5779","R4504","R4726"
"R5780","R4504","R4726"
"R5781","R4504","R4726"
"R5782","R4504","R4726"
"R5783","R4504","R4726"
"R5784","R4504","R4726"
"R5785","R2553","R3667"
"R5786","R2553","R3667"
"R5787","R2553","R3667"
"R5788","R2553","R3667"
"R5789","R2553","R3667"
"R5790","R2553","R3667"
"R5791","R2553","R3667"
"R5792","R2553","R3667"
"R5793","R2553","R3667"
"R5794","R2553","R3667"
"R5795","R1702","R2671"
"R5796","R1702","R2671"
"R5797","R1702","R2671"
"R5798","R1702","R2671"
"R5799","R1702","R2671"
"R5800","R2608","R4507"
"R5801","R2608","R4507"
"R5802","R2608","R4507"
"R5803","R2608","R4507"
"R5804","R2608","R4507"
"R5805","R2608","R4507"
"R5806","R2608","R4507"
"R5807","R2608","R4507"
"R5808","R4639","R3638"
"R5809","R4639","R3638"
"R5810","R4639","R3638"
"R5811","R4639","R3638"
"R5812","R4639","R3638"
"R5813","R4639","R3638"
"R5814","R4639","R3638"
"R5815","R2534","R2489"
"R5816","R2534","R2489"
"R5817","R2534","R2489"
"R5818","R2534","R2489"
"R5819","R2534","R2489"
"R5820","R2534","R2489"
"R5821","R2534","R2489"
"R5822","R2534","R2489"
"R5823","R2534","R2489"
"R5824","R2553","R4574"
"R5825","R2553","R4574"
"R5826","R2553","R4574"
"R5827","R2553","R4574"
"R5828","R2553","R4574"
"R5829","R2553","R4574"
"R5830","R2553","R4574"
"R5831","R2553","R4574"
"R5832","R2553","R4574"
"R5833","R4639","R2476"
"R5834","R4639","R2476"
"R5835","R4639","R2476"
"R5836","R4639","R2476"
"R5837","R4639","R2476"
"R5838","R4639","R2476"
"R5839","R4639","R2476"
"R5840","R4639","R2476"
"R5841","R4240","R2488"
"R5842","R4240","R2488"
"R5843","R4240","R2488"
"R5844","R4240","R2488"
"R5845","R4240","R2488"
"R5846","R4240","R2488"
"R5847","R4240","R2488"
"R5848","R4639","R3775"
"R5849","R4639","R3775"
"R5850","R4639","R3775"
"R5851","R4639","R3775"
"R5852","R4639","R3775"
"R5853","R4639","R3775"
"R5854","R4639","R3775"
"R5855","R4639","R3775"
"R5856","R4639","R3775"
"R5857","R2553","R4636"
"R5858","R2553","R4636"
"R5859","R2553","R4636"
"R5860","R2553","R4636"
"R5861","R2553","R4636"
"R5862","R2553","R4636"
"R5863","R2553","R4636"
"R14894","R14702","R1130"
"R14895","R14702","R1130"
"R14896","R14702","R1130"
"R5864","R4240","R2960"
"R5865","R4240","R2960"
"R5866","R4240","R2960"
"R5867","R4240","R2960"
"R5868","R4240","R2960"
"R5869","R4240","R2960"
"R5870","R4240","R1467"
"R5871","R4240","R1467"
"R5872","R4240","R1467"
"R5873","R4240","R1467"
"R5874","R4240","R1467"
"R5875","R4240","R1467"
"R5879","R4639","R2959"
"R5880","R4639","R2959"
"R5881","R4639","R2959"
"R5882","R4639","R2959"
"R5883","R4639","R2959"
"R5884","R4639","R2959"
