"thunder","altDogID","altSireID","altDamID"
1,"R9057","R8183","R6168"
5,"R9058","R8126","R7957"
5,"R9060","R8126","R7957"
5,"R9061","R8126","R7957"
5,"R9062","R8126","R7957"
5,"R9064","R8126","R7957"
4,"R9065","R8126","R7957"
5,"R9066","R8126","R7957"
5,"R9068","R8205","R5082"
2,"R9071","R8205","R5082"
5,"R9074","R8205","R5082"
5,"R9076","R8205","R8124"
5,"R9077","R8205","R8124"
5,"R9078","R8205","R8124"
5,"R9079","R8205","R8124"
5,"R9081","R8205","R8124"
5,"R9082","R8205","R8052"
5,"R9083","R8205","R8052"
5,"R9084","R8205","R8052"
3,"R9086","R8205","R8052"
5,"R9087","R8205","R8052"
5,"R9088","R8205","R8052"
2,"R9089","R8205","R8052"
5,"R9092","R6720","R7436"
5,"R9093","R6720","R7436"
5,"R9095","R6720","R7436"
5,"R9096","R6720","R7436"
5,"R9098","R6720","R7436"
5,"R9099","R7741","R7632"
4,"R9100","R7741","R7632"
5,"R9103","R7741","R7632"
4,"R9104","R7741","R7632"
5,"R9106","R7741","R7632"
5,"R9108","R6720","R7288"
5,"R9110","R6720","R7288"
5,"R9113","R6720","R7288"
5,"R9114","R6720","R7288"
5,"R9116","R7741","R7023"
5,"R9117","R7741","R7023"
5,"R9120","R7741","R7023"
5,"R9122","R7741","R7023"
5,"R9123","R7741","R7023"
5,"R9127","R6720","R7669"
5,"R9129","R6825","R8079"
5,"R9130","R6825","R8079"
5,"R9131","R6825","R8079"
5,"R9132","R6825","R8079"
5,"R9134","R6825","R8079"
5,"R9135","R8205","R7836"
5,"R9136","R8205","R7836"
2,"R9137","R8205","R7836"
5,"R9138","R8205","R7836"
4,"R9139","R8205","R7836"
5,"R9140","R8205","R7836"
5,"R9141","R6720","R6609"
5,"R9142","R6720","R6609"
5,"R9144","R6720","R6609"
5,"R9146","R7065","R7469"
3,"R9148","R7065","R7469"
5,"R9149","R7065","R7469"
1,"R9151","R7065","R7469"
3,"R9152","R7065","R7469"
5,"R9153","R7741","R7763"
5,"R9155","R7741","R7763"
5,"R9156","R7741","R7763"
5,"R9158","R7741","R7763"
5,"R9159","R7741","R7763"
2,"R9160","R7741","R5898"
5,"R9161","R7741","R5898"
5,"R9162","R7741","R5898"
5,"R9164","R7741","R5898"
5,"R9165","R7741","R5898"
1,"R9168","R8183","R7484"
5,"R9169","R8183","R7484"
5,"R9170","R6825","R7007"
5,"R9171","R6825","R7007"
5,"R9172","R6825","R7007"
5,"R9174","R6825","R7007"
5,"R9175","R6825","R7007"
3,"R9180","R7065","R7683"
5,"R9181","R7065","R7683"
5,"R9182","R6825","R7454"
5,"R9186","R6825","R7454"
5,"R9187","R6825","R7454"
5,"R9189","R7741","R7290"
4,"R9190","R7741","R7290"
5,"R9191","R7741","R7290"
5,"R9192","R7741","R7290"
4,"R9193","R7741","R7290"
4,"R9194","R6825","R7769"
5,"R9195","R6825","R7769"
4,"R9196","R6825","R7769"
5,"R9197","R6825","R7769"
5,"R9199","R6825","R7769"
5,"R9201","R6825","R7769"
5,"R9202","R6825","R7769"
5,"R9203","R6720","R7376"
5,"R9204","R6720","R7376"
5,"R9208","R6720","R7376"
5,"R9209","R6720","R7376"
5,"R9210","R6720","R7376"
5,"R9211","R8183","R6808"
5,"R9212","R8183","R6808"
5,"R9213","R8183","R6808"
4,"R9214","R8183","R6808"
5,"R9215","R8183","R6808"
4,"R9216","R8183","R6808"
1,"R9217","R8183","R6808"
5,"R9218","R8438","R7124"
5,"R9219","R8438","R7124"
2,"R9220","R8438","R7124"
5,"R9223","R8438","R7124"
3,"R9224","R7741","R8225"
5,"R9225","R7741","R8225"
3,"R9228","R7741","R8225"
4,"R9230","R7741","R8225"
5,"R9232","R7741","R8225"
3,"R9233","R7741","R7126"
5,"R9234","R7741","R7126"
2,"R9235","R7741","R7126"
5,"R9236","R7741","R7126"
2,"R9237","R7741","R7126"
5,"R9238","R7741","R7126"
5,"R9239","R7741","R7126"
5,"R9240","R7741","R7126"
5,"R9241","R8126","R8139"
5,"R9242","R8126","R8139"
4,"R9243","R8126","R8139"
5,"R9244","R8126","R8139"
5,"R9245","R8126","R8139"
5,"R9246","R8126","R8139"
2,"R9247","R8126","R8139"
5,"R9248","R8126","R8139"
5,"R9249","R8126","R8139"
5,"R9250","R8126","R8139"
4,"R9251","R8126","R8139"
5,"R9252","R6825","R7488"
5,"R9253","R6825","R7488"
5,"R9255","R6825","R7488"
5,"R9256","R6825","R7488"
5,"R9257","R6825","R7488"
5,"R9258","R6825","R7804"
5,"R9259","R6825","R7804"
4,"R9260","R6825","R7804"
5,"R9262","R8489","R5933"
2,"R9263","R8489","R5933"
4,"R9264","R8489","R5933"
5,"R9265","R8489","R5933"
5,"R9266","R8489","R5933"
5,"R9267","R8489","R5933"
5,"R9271","R8279","R8464"
3,"R9272","R8279","R8464"
5,"R9274","R8279","R8464"
5,"R9276","R8279","R8464"
5,"R9277","R8279","R8464"
5,"R9279","R8279","R8464"
5,"R9280","R8279","R8464"
2,"R9281","R8489","R7059"
5,"R9282","R8489","R7059"
5,"R9283","R8489","R7059"
4,"R9284","R8489","R7059"
5,"R9285","R8489","R7059"
5,"R9286","R8489","R7059"
5,"R9287","R6720","R7338"
5,"R9288","R6720","R7338"
5,"R9289","R6720","R7338"
3,"R9290","R6720","R7338"
5,"R9291","R6720","R7338"
5,"R9292","R6720","R7338"
1,"R9293","R6720","R7338"
5,"R9294","R6720","R7338"
3,"R9296","R7741","R5996"
5,"R9297","R7741","R5996"
5,"R9298","R7741","R5996"
5,"R9300","R7741","R5996"
5,"R9301","R7741","R5996"
5,"R9302","R7741","R5996"
5,"R9303","R7741","R5996"
5,"R9304","R7741","R5996"
1,"R9306","R15857","R7186"
4,"R9308","R15857","R7186"
5,"R9309","R15857","R7186"
2,"R9310","R15857","R7186"
2,"R9311","R15857","R7186"
5,"R9312","R15857","R7186"
5,"R9313","R15857","R7186"
5,"R9315","R6720","R6655"
4,"R9316","R6720","R6655"
2,"R9318","R6720","R6655"
4,"R9321","R8088","R7647"
5,"R9322","R7065","R6845"
5,"R9323","R7065","R6845"
2,"R9325","R7065","R6845"
5,"R9326","R7065","R6845"
5,"R16302","R7741","R15946"
5,"R9327","R6720","R8052"
5,"R9328","R6720","R8052"
5,"R9329","R6720","R8052"
5,"R9330","R6720","R8052"
4,"R9331","R7741","R8485"
5,"R9332","R7741","R8485"
5,"R9334","R7741","R8485"
4,"R9335","R7741","R8485"
5,"R9336","R7741","R8485"
5,"R9337","R7741","R8485"
5,"R9338","R7741","R8485"
5,"R9339","R6720","R8326"
5,"R9340","R6720","R8326"
5,"R9341","R6720","R8326"
5,"R9342","R6720","R8326"
5,"R9343","R6720","R8326"
4,"R9344","R6720","R8326"
5,"R9345","R6720","R8326"
5,"R9346","R6720","R8326"
2,"R9349","R8205","R5736"
5,"R9352","R8205","R5736"
5,"R9353","R8205","R5736"
5,"R9356","R7741","R8482"
5,"R9358","R7741","R8482"
5,"R9359","R7741","R8482"
4,"R9360","R7741","R8482"
2,"R9362","R7741","R8482"
5,"R9363","R7741","R8482"
5,"R9364","R7741","R8482"
5,"R9365","R7741","R8482"
5,"R9366","R7741","R7436"
5,"R9367","R7741","R7436"
5,"R9368","R7741","R7436"
5,"R9369","R7741","R7436"
5,"R9370","R7741","R7436"
3,"R9372","R7741","R7436"
5,"R9374","R7688","R7632"
4,"R9379","R7688","R7632"
5,"R9381","R7688","R7632"
5,"R9383","R7688","R7632"
5,"R9384","R8183","R6887"
5,"R9387","R8183","R6887"
5,"R9388","R8183","R6887"
5,"R9389","R8183","R6887"
5,"R9392","R8205","R7768"
5,"R9393","R8205","R7768"
5,"R9394","R8205","R7768"
5,"R9395","R8205","R7768"
5,"R9396","R8205","R7768"
5,"R9398","R8205","R7768"
5,"R9399","R8489","R7918"
5,"R9400","R8489","R7918"
5,"R9401","R8489","R7918"
5,"R9403","R8489","R7918"
3,"R9405","R8489","R7918"
5,"R9406","R8489","R7918"
5,"R9407","R8489","R7918"
5,"R9408","R8183","R8272"
5,"R9409","R8183","R8272"
5,"R9410","R8183","R8272"
5,"R9411","R8183","R8272"
5,"R9414","R8183","R8272"
3,"R9416","R8623","R8476"
5,"R9417","R8623","R8476"
5,"R9418","R8623","R8476"
5,"R9419","R8623","R8476"
5,"R9420","R8623","R8476"
5,"R9421","R8623","R8476"
5,"R9422","R8623","R8476"
5,"R9423","R8623","R8476"
4,"R9427","R8355","R7910"
2,"R9428","R8355","R7910"
2,"R9429","R8355","R7910"
5,"R9430","R8355","R7910"
5,"R9432","R8355","R7910"
4,"R9433","R8355","R7910"
5,"R9434","R8623","R6059"
1,"R9437","R8623","R6059"
5,"R9439","R8126","R7378"
5,"R9441","R8126","R7378"
2,"R9442","R8126","R7378"
5,"R9443","R8126","R7378"
5,"R9444","R8126","R7378"
5,"R9445","R8126","R7378"
5,"R9446","R8126","R7378"
5,"R9448","R8126","R7378"
4,"R9449","R8355","R7290"
5,"R9450","R8355","R7290"
5,"R9452","R8355","R7290"
5,"R9453","R8355","R7290"
5,"R9454","R8355","R7290"
5,"R9457","R8205","R8323"
5,"R9459","R8205","R8323"
4,"R9460","R8205","R8323"
5,"R9463","R8205","R8323"
5,"R9464","R7741","R7119"
5,"R9465","R7741","R7119"
5,"R9467","R7741","R7119"
5,"R9468","R7741","R7119"
3,"R9470","R7741","R7119"
5,"R9471","R7741","R7119"
5,"R9472","R8623","R8139"
5,"R9474","R8623","R8139"
5,"R9476","R8623","R8139"
5,"R9477","R8623","R8139"
5,"R9478","R8623","R8139"
5,"R9480","R8623","R8139"
4,"R9482","R8623","R8139"
5,"R9483","R8623","R8124"
5,"R9484","R8623","R8124"
5,"R9485","R8623","R8124"
5,"R9486","R8623","R8124"
5,"R9487","R8623","R8124"
5,"R9489","R8623","R8254"
3,"R9490","R8623","R8254"
5,"R9491","R8623","R8254"
5,"R9492","R8623","R8254"
5,"R9493","R8623","R8254"
5,"R9494","R7630","R8113"
5,"R9495","R7630","R8113"
5,"R9496","R7630","R8113"
5,"R9498","R7630","R8113"
5,"R9499","R7630","R8113"
5,"R9501","R8126","R7927"
2,"R9502","R8126","R7927"
5,"R9504","R8126","R7927"
5,"R9506","R8126","R7927"
5,"R9507","R8126","R7927"
5,"R9508","R6720","R8599"
2,"R9509","R6720","R8599"
5,"R9510","R6720","R8599"
5,"R9512","R6720","R8599"
1,"R9514","R6720","R5612"
5,"R9515","R6720","R5612"
5,"R9516","R7741","R8464"
5,"R9519","R7741","R8464"
5,"R9520","R7741","R8464"
5,"R9521","R7741","R8464"
5,"R9523","R7741","R8464"
5,"R9524","R7741","R8464"
3,"R9526","R8623","R6942"
5,"R9528","R8623","R6942"
4,"R9529","R8623","R6942"
5,"R9530","R8623","R6942"
5,"R9531","R8623","R6942"
5,"R9532","R8623","R6942"
5,"R9533","R8623","R6942"
5,"R9534","R8623","R6942"
5,"R9536","R8126","R8256"
5,"R9537","R8126","R8256"
5,"R9538","R8126","R8256"
4,"R9539","R8126","R8256"
5,"R9540","R8126","R8256"
5,"R9542","R7742","R6168"
4,"R9543","R7742","R6168"
2,"R9544","R7742","R6168"
5,"R9545","R7742","R6168"
5,"R9547","R7742","R6168"
5,"R9548","R7742","R6168"
5,"R9549","R7742","R6168"
5,"R9550","R7742","R7058"
5,"R9551","R7742","R7058"
5,"R9552","R7742","R7058"
5,"R9553","R7742","R7058"
5,"R9554","R7742","R7058"
5,"R9556","R8848","R7647"
5,"R9557","R8848","R7647"
3,"R9561","R8848","R7647"
2,"R9563","R8848","R7647"
5,"R9564","R8848","R7647"
5,"R9565","R8848","R7647"
5,"R9567","R8126","R7488"
5,"R9568","R8126","R7488"
5,"R9570","R8126","R7488"
5,"R9571","R8126","R7488"
5,"R9574","R7742","R7731"
1,"R9576","R7742","R7731"
5,"R9577","R7742","R7731"
5,"R9578","R7742","R8485"
5,"R9579","R7742","R8485"
4,"R9580","R7742","R8485"
5,"R9583","R7742","R8485"
5,"R9585","R7742","R8485"
3,"R9587","R7741","R7186"
4,"R9591","R7741","R7186"
5,"R9592","R7741","R7186"
5,"R9593","R7741","R7186"
5,"R9594","R7741","R7186"
5,"R9596","R7741","R7186"
5,"R9597","R7741","R7186"
5,"R9598","R8623","R7957"
5,"R9599","R8623","R7957"
5,"R9600","R8623","R7957"
5,"R9601","R8623","R7957"
5,"R9602","R8623","R7957"
5,"R9605","R8623","R7957"
5,"R9606","R8623","R7957"
5,"R9607","R8623","R7957"
5,"R9611","R8205","R8555"
1,"R9612","R8205","R8555"
5,"R9613","R8205","R8555"
5,"R9614","R8205","R8555"
5,"R9615","R8355","R5996"
5,"R9616","R8355","R5996"
3,"R9617","R8355","R5996"
5,"R9619","R8355","R5996"
5,"R9621","R8355","R5996"
5,"R9622","R8623","R7960"
5,"R9623","R8623","R7960"
4,"R9624","R8623","R7960"
5,"R9625","R8623","R7960"
4,"R9627","R8623","R7960"
5,"R9628","R8623","R7960"
1,"R9630","R8850","R8079"
5,"R9631","R8850","R8079"
4,"R9632","R8850","R8079"
5,"R9633","R8850","R8079"
3,"R9634","R8850","R8079"
5,"R9635","R8850","R8079"
5,"R9636","R8850","R8079"
5,"R9637","R8850","R8079"
5,"R9638","R8479","R8484"
5,"R9639","R8479","R8484"
5,"R9640","R8479","R8484"
2,"R9642","R8479","R8484"
3,"R9643","R8479","R8484"
5,"R9644","R8479","R8484"
5,"R9645","R8848","R5933"
3,"R9646","R8848","R5933"
5,"R9647","R8848","R5933"
5,"R9649","R8931","R8482"
5,"R9650","R8931","R8482"
5,"R9653","R8931","R7376"
5,"R9654","R8931","R7376"
5,"R9656","R8931","R7376"
5,"R9659","R8931","R7376"
5,"R9660","R8623","R8866"
5,"R9662","R8623","R8866"
5,"R9663","R8623","R8866"
5,"R9664","R8623","R8866"
5,"R9666","R8623","R8866"
4,"R9667","R8931","R8326"
5,"R9668","R8931","R8326"
5,"R9669","R8931","R8326"
5,"R9670","R8931","R8326"
4,"R9671","R8931","R8326"
5,"R9673","R8931","R8326"
5,"R9674","R8931","R8326"
5,"R9676","R8931","R8326"
2,"R9677","R8931","R8326"
5,"R9678","R8931","R8326"
3,"R9679","R8931","R8326"
5,"R9680","R8623","R8225"
5,"R9681","R8623","R8225"
5,"R9682","R8623","R8225"
3,"R9683","R8623","R8225"
5,"R9684","R8623","R8225"
5,"R9686","R8623","R8225"
5,"R9687","R8932","R8851"
5,"R9688","R8932","R8851"
5,"R9690","R8932","R8851"
5,"R9693","R8898","R8323"
4,"R9694","R8898","R8323"
5,"R9695","R8898","R8323"
4,"R9696","R8898","R8323"
5,"R9697","R8898","R8323"
4,"R9698","R8898","R8323"
5,"R9699","R8898","R8323"
5,"R9700","R8898","R8323"
5,"R9701","R8898","R8323"
5,"R9703","R8898","R7992"
5,"R9704","R8898","R7992"
3,"R9705","R8898","R7992"
5,"R9706","R8898","R7992"
3,"R9708","R8898","R7992"
5,"R9709","R8898","R7992"
4,"R9710","R7741","R8124"
4,"R9711","R7741","R8124"
5,"R9712","R7741","R8124"
5,"R9713","R7741","R8124"
5,"R9715","R7741","R8124"
5,"R9716","R7741","R8124"
5,"R9717","R8898","R7290"
5,"R9718","R8898","R7290"
5,"R9719","R8898","R7290"
5,"R9720","R8898","R7290"
5,"R9721","R8755","R7378"
5,"R9723","R8755","R7378"
5,"R9724","R8755","R7378"
4,"R9726","R8755","R7378"
5,"R9727","R8755","R7378"
3,"R9728","R8755","R7378"
2,"R9729","R8755","R7378"
5,"R9730","R8755","R7378"
5,"R9731","R8755","R7378"
5,"R9732","R8623","R8926"
4,"R9735","R8623","R8926"
5,"R9736","R8623","R8926"
2,"R9737","R8623","R8926"
2,"R9738","R8623","R8926"
5,"R9739","R8623","R8926"
5,"R9740","R8623","R8926"
5,"R9741","R8623","R8926"
5,"R9742","R8848","R7683"
5,"R9743","R8848","R7683"
5,"R9744","R8848","R7683"
4,"R9745","R8848","R7683"
3,"R9747","R7741","R8865"
2,"R9749","R8898","R7804"
4,"R9750","R8898","R7804"
3,"R9751","R8898","R7804"
4,"R9752","R8898","R7804"
5,"R9753","R8898","R7804"
5,"R9756","R8898","R7804"
5,"R9757","R8898","R7804"
5,"R9758","R8981","R8895"
5,"R9760","R8981","R8895"
5,"R9761","R8981","R8895"
5,"R9762","R8981","R8895"
5,"R9763","R8981","R8895"
5,"R9764","R8981","R8895"
5,"R9765","R8981","R8895"
5,"R9766","R8981","R8895"
2,"R9767","R8912","R8901"
5,"R9768","R8912","R8901"
5,"R9771","R8912","R8901"
5,"R9772","R8755","R8226"
4,"R9775","R8755","R8226"
5,"R9776","R8755","R8226"
5,"R9777","R8755","R8226"
3,"R9778","R8755","R8226"
5,"R9779","R8755","R8226"
5,"R9781","R8623","R7763"
5,"R9782","R8623","R7763"
5,"R9783","R8623","R7763"
5,"R9784","R8623","R7763"
5,"R9785","R8623","R7763"
5,"R9786","R8623","R7763"
5,"R9787","R8623","R7763"
5,"R9790","R8623","R7768"
5,"R9791","R8623","R7768"
1,"R9792","R8623","R7768"
5,"R9793","R8623","R7768"
5,"R9795","R8623","R7768"
5,"R9796","R8623","R7768"
1,"R9798","R8755","R8052"
2,"R9799","R8755","R8052"
5,"R9800","R8755","R8052"
5,"R9802","R8755","R8052"
3,"R9803","R8898","R7058"
5,"R9804","R8898","R7058"
5,"R9805","R8898","R7058"
2,"R9806","R8898","R7058"
5,"R9807","R8898","R7058"
5,"R9808","R8898","R7058"
5,"R9810","R8981","R6942"
5,"R9811","R8981","R6942"
5,"R9812","R8981","R6942"
1,"R9813","R8981","R6942"
5,"R9814","R8981","R6942"
5,"R9815","R8981","R6942"
5,"R9816","R8981","R6942"
5,"R9818","R8981","R6942"
4,"R9819","R8981","R6942"
5,"R9821","R8755","R8139"
5,"R9822","R8755","R8139"
5,"R9823","R8755","R8139"
5,"R9824","R8755","R8139"
5,"R9825","R8755","R8139"
2,"R9826","R8912","R8747"
5,"R9827","R8912","R8747"
5,"R9828","R8912","R8747"
5,"R9829","R8912","R8747"
5,"R16419","R7741","R16409"
5,"R9820","R7741","R16409"
5,"R16420","R7741","R16409"
5,"R16422","R7741","R16409"
4,"R9830","R8205","R8980"
5,"R9834","R8205","R8980"
5,"R9835","R8205","R8980"
5,"R9836","R8205","R8980"
5,"R9837","R8205","R8980"
5,"R9838","R8205","R8980"
5,"R9839","R8623","R7119"
4,"R9840","R8623","R7119"
5,"R9841","R8623","R7119"
5,"R9842","R8623","R7119"
2,"R9844","R8912","R7007"
5,"R9845","R8912","R7007"
5,"R9846","R9157","R7186"
2,"R9848","R9157","R7186"
5,"R9849","R8912","R7007"
5,"R9851","R9157","R7186"
2,"R9852","R8912","R7007"
4,"R9853","R9157","R7186"
5,"R9855","R9157","R7186"
5,"R9856","R9157","R7186"
5,"R9857","R8912","R7007"
2,"R9858","R8912","R7007"
5,"R9860","R9157","R8905"
5,"R9861","R9157","R8905"
5,"R9862","R9157","R8905"
4,"R9863","R9157","R8905"
5,"R9864","R8126","R7484"
5,"R9865","R8126","R7484"
5,"R9866","R8126","R7484"
4,"R9868","R8126","R7484"
5,"R9869","R8126","R7484"
5,"R9870","R8848","R8801"
3,"R9872","R8848","R8801"
5,"R9873","R8848","R8801"
5,"R9875","R8848","R8801"
5,"R9877","R8581","R9037"
5,"R9878","R8581","R9037"
5,"R9879","R8581","R9037"
5,"R9880","R8581","R9037"
5,"R9881","R8623","R8927"
5,"R9883","R8623","R8927"
3,"R9885","R8623","R8927"
5,"R9889","R8912","R7910"
5,"R9890","R8912","R7910"
5,"R9891","R8912","R7910"
5,"R9892","R8912","R7910"
4,"R9893","R8912","R7910"
5,"R9894","R8912","R7910"
5,"R9895","R8912","R7910"
5,"R9897","R8912","R7910"
5,"R9898","R8088","R8750"
5,"R9901","R8088","R8750"
3,"R9904","R8088","R8750"
5,"R9906","R8912","R9008"
5,"R9908","R8912","R9008"
5,"R9909","R8912","R9008"
5,"R9911","R9224","R8124"
5,"R9912","R9224","R8124"
5,"R9913","R9224","R8124"
4,"R9914","R9224","R8124"
5,"R9915","R9224","R8124"
4,"R9916","R9224","R8124"
5,"R9918","R9224","R8254"
3,"R9919","R9224","R8254"
3,"R9923","R9224","R8254"
5,"R9924","R9224","R8254"
2,"R9926","R9157","R7376"
5,"R9927","R9157","R7376"
5,"R9928","R9157","R7376"
5,"R9930","R9157","R7376"
2,"R9932","R9249","R8323"
5,"R9933","R9249","R8323"
5,"R9934","R9249","R8323"
5,"R9935","R9249","R8323"
5,"R9937","R9249","R8323"
4,"R9938","R9249","R8323"
5,"R9939","R9249","R8323"
5,"R9940","R9157","R9060"
4,"R9941","R9157","R9060"
4,"R9942","R9157","R9060"
5,"R9943","R9157","R9060"
5,"R9944","R9157","R9060"
3,"R9945","R9157","R9060"
5,"R9946","R9157","R9060"
5,"R9947","R9157","R9060"
5,"R9948","R9157","R9060"
5,"R9949","R9249","R7290"
5,"R9950","R9249","R7290"
4,"R9951","R9249","R7290"
5,"R9952","R9249","R7290"
5,"R9953","R9249","R7290"
5,"R9955","R9249","R7290"
5,"R9957","R8932","R8079"
2,"R9958","R8932","R8079"
2,"R9959","R8932","R8079"
4,"R9961","R8932","R8079"
3,"R9962","R8932","R8079"
1,"R9963","R9224","R8976"
5,"R9964","R9224","R8976"
5,"R9967","R9224","R8976"
1,"R9968","R9224","R8976"
5,"R9969","R9224","R8976"
5,"R9970","R9224","R8976"
5,"R9971","R9249","R8485"
4,"R9972","R9249","R8485"
5,"R9973","R9249","R8485"
5,"R9975","R9249","R8485"
5,"R9976","R9249","R8485"
5,"R9977","R9272","R9011"
1,"R9978","R9272","R9011"
3,"R9979","R9272","R9011"
1,"R9980","R9272","R9011"
5,"R9984","R9272","R9011"
5,"R9985","R9343","R7378"
5,"R9987","R9343","R7378"
3,"R9990","R9343","R7378"
5,"R9991","R9343","R7378"
5,"R9992","R9249","R9139"
5,"R9994","R9249","R9139"
2,"R9995","R9249","R9139"
5,"R9996","R9249","R9139"
5,"R9999","R8126","R9155"
3,"R10001","R8126","R9155"
5,"R10002","R8126","R9155"
5,"R10003","R8126","R9155"
5,"R10004","R8126","R9155"
5,"R10006","R9224","R8865"
5,"R10007","R9224","R8865"
5,"R10008","R9224","R8865"
5,"R10012","R9224","R8984"
5,"R10013","R9224","R8984"
5,"R10015","R9224","R8984"
2,"R10016","R9224","R8984"
4,"R10017","R9224","R8984"
5,"R10018","R8898","R8866"
1,"R10019","R8898","R8866"
5,"R10020","R8898","R8866"
5,"R10021","R8898","R8866"
3,"R10022","R8898","R8866"
5,"R10023","R8898","R8866"
3,"R10026","R8912","R9001"
5,"R10030","R8912","R9001"
5,"R10032","R9224","R7763"
5,"R10033","R9224","R7763"
4,"R10036","R9249","R8555"
5,"R10038","R9249","R8555"
5,"R10039","R9249","R8555"
5,"R10042","R9249","R8555"
5,"R10043","R9249","R8555"
5,"R10044","R9249","R8555"
5,"R10045","R9249","R8326"
4,"R10046","R9249","R8326"
5,"R10047","R9249","R8326"
5,"R10048","R9249","R8326"
5,"R10050","R9249","R8326"
5,"R10051","R9249","R8326"
5,"R10052","R9249","R8326"
5,"R10053","R9249","R8326"
2,"R10054","R9249","R8326"
5,"R10057","R8932","R9190"
5,"R10058","R8932","R9190"
5,"R10059","R8932","R9190"
5,"R10060","R8932","R9190"
1,"R10061","R8932","R9190"
5,"R10062","R8932","R9190"
5,"R10063","R9224","R9245"
5,"R10064","R9224","R9245"
5,"R10065","R9224","R9245"
5,"R10069","R9224","R9245"
2,"R10070","R9224","R9245"
5,"R10072","R8898","R9291"
5,"R10074","R8898","R9291"
5,"R10075","R8898","R9291"
5,"R10076","R8898","R9291"
2,"R10077","R8898","R9291"
5,"R10090","R9343","R8854"
5,"R10092","R9343","R8854"
5,"R10093","R9343","R8854"
4,"R10094","R9343","R8854"
5,"R10096","R9343","R8854"
2,"R10098","R8126","R9239"
5,"R10100","R8126","R9239"
5,"R10102","R8126","R9239"
5,"R10104","R8126","R9239"
5,"R10107","R9249","R7918"
5,"R10108","R9249","R7918"
5,"R10110","R9249","R7918"
5,"R10112","R9249","R7918"
5,"R10116","R9359","R8905"
5,"R10117","R9359","R8905"
5,"R16472","R8126","R8891"
5,"R10119","R9359","R9219"
5,"R10120","R9359","R9219"
5,"R10121","R9359","R9219"
3,"R10124","R9359","R9219"
5,"R10125","R9359","R9219"
5,"R10126","R9359","R9219"
5,"R10127","R9359","R9219"
2,"R10128","R9359","R8225"
2,"R10129","R9359","R8225"
3,"R10130","R9359","R8225"
4,"R10133","R9359","R8225"
5,"R10134","R9359","R8225"
5,"R10135","R9343","R9089"
5,"R10136","R9343","R9089"
5,"R10137","R9343","R9089"
4,"R10138","R9343","R9089"
5,"R10139","R9343","R9089"
3,"R10142","R9343","R9037"
5,"R10143","R9343","R9037"
5,"R10144","R9343","R9037"
3,"R10145","R9343","R9037"
5,"R10146","R9343","R9037"
5,"R10147","R9343","R9037"
5,"R10148","R9343","R9037"
5,"R10149","R9224","R8927"
5,"R10150","R9224","R8927"
3,"R10151","R9224","R8927"
5,"R10152","R9224","R8927"
5,"R10153","R9224","R8927"
5,"R10154","R9224","R8927"
1,"R10157","R9224","R8927"
5,"R10158","R9224","R8927"
5,"R10159","R9249","R9161"
5,"R10160","R9249","R9161"
5,"R10162","R9249","R9161"
3,"R10164","R9249","R9161"
5,"R10165","R8126","R8750"
5,"R10166","R8126","R8750"
5,"R10167","R8126","R8750"
4,"R10169","R8126","R8750"
5,"R10170","R8126","R8750"
5,"R10171","R8126","R8750"
5,"R10173","R9224","R8272"
5,"R10174","R9224","R8272"
5,"R10175","R9224","R8272"
5,"R10176","R9224","R8272"
2,"R10177","R9224","R8272"
3,"R10178","R9224","R8272"
5,"R10179","R9224","R8272"
4,"R10180","R9224","R8272"
5,"R10182","R8932","R8801"
5,"R10183","R8932","R8801"
5,"R10184","R8932","R8801"
3,"R10185","R8932","R8801"
5,"R10186","R8932","R8801"
4,"R10187","R8981","R9334"
3,"R10188","R8981","R9334"
4,"R10189","R8981","R9334"
5,"R10190","R8981","R9334"
5,"R10191","R8981","R9334"
5,"R10192","R8981","R9334"
5,"R10193","R9359","R7910"
5,"R10194","R9359","R7910"
4,"R10195","R9359","R7910"
5,"R10196","R9359","R7910"
5,"R10197","R9359","R7910"
5,"R10198","R8755","R9277"
2,"R10199","R8755","R9277"
5,"R10200","R8755","R9277"
5,"R10202","R8755","R9277"
5,"R10204","R8755","R9277"
5,"R10205","R8755","R9277"
5,"R10207","R8755","R9277"
5,"R10208","R8898","R9444"
5,"R10209","R8898","R9444"
5,"R10210","R8898","R9444"
4,"R10211","R8898","R9444"
5,"R10212","R8898","R9444"
5,"R10216","R9224","R8926"
5,"R10217","R9224","R8926"
5,"R10219","R9224","R8926"
5,"R10220","R9224","R8926"
5,"R10222","R9224","R8926"
2,"R10223","R9224","R8926"
3,"R10225","R9224","R8482"
5,"R10226","R9224","R8482"
5,"R10227","R9224","R8482"
2,"R10228","R9224","R8482"
5,"R10229","R9224","R8482"
5,"R10231","R8898","R9060"
5,"R10233","R8898","R9060"
1,"R10236","R8898","R9060"
5,"R10239","R8932","R9519"
5,"R10240","R8932","R9519"
5,"R10242","R8755","R8484"
5,"R10243","R8755","R8484"
5,"R10244","R8755","R8484"
5,"R10245","R8755","R8484"
5,"R10247","R8755","R8484"
5,"R10249","R8898","R9443"
5,"R10252","R8898","R9443"
5,"R10253","R8898","R9443"
5,"R10257","R9343","R8976"
5,"R10259","R9343","R8976"
5,"R10260","R9343","R8976"
5,"R10261","R9343","R8976"
5,"R10262","R9343","R8976"
5,"R10263","R9343","R8976"
5,"R10264","R9644","R8984"
5,"R10265","R9644","R8984"
