"hipsofa","altDogID","altSireID","altDamID"
7,"R9048","R6720","R7992"
4,"R9049","R7741","R5933"
7,"R9050","R7741","R5933"
NA,"R9051","R7741","R5933"
7,"R9052","R7741","R5933"
5,"R9053","R7741","R5933"
7,"R9054","R7741","R5933"
NA,"R9055","R7741","R5933"
NA,"R15267","R7117","R15156"
NA,"R15268","R7117","R15156"
NA,"R15269","R7117","R15156"
NA,"R15270","R7117","R15156"
NA,"R15271","R7117","R15156"
NA,"R15272","R7117","R15156"
NA,"R15273","R7117","R15156"
NA,"R15274","R16528","R16528"
NA,"R15275","R2534","R15274"
NA,"R15276","R2534","R15274"
NA,"R15277","R2534","R15274"
NA,"R15278","R2534","R15274"
NA,"R15279","R2534","R15274"
NA,"R15280","R2534","R15274"
7,"R9056","R8183","R6168"
6,"R9057","R8183","R6168"
6,"R9058","R8126","R7957"
7,"R9059","R8126","R7957"
6,"R9060","R8126","R7957"
NA,"R9061","R8126","R7957"
6,"R9062","R8126","R7957"
NA,"R9063","R8126","R7957"
6,"R9064","R8126","R7957"
7,"R9065","R8126","R7957"
7,"R9066","R8126","R7957"
6,"R9067","R8126","R7957"
NA,"R9068","R8205","R5082"
6,"R9069","R8205","R5082"
NA,"R9070","R8205","R5082"
NA,"R9071","R8205","R5082"
NA,"R9072","R8205","R5082"
7,"R9073","R8205","R5082"
6,"R9074","R8205","R5082"
7,"R9076","R8205","R8124"
7,"R9077","R8205","R8124"
6,"R9078","R8205","R8124"
6,"R9079","R8205","R8124"
NA,"R9080","R8205","R8124"
7,"R9081","R8205","R8124"
5,"R9082","R8205","R8052"
6,"R9083","R8205","R8052"
6,"R9084","R8205","R8052"
NA,"R9085","R8205","R8052"
6,"R9086","R8205","R8052"
6,"R9087","R8205","R8052"
6,"R9088","R8205","R8052"
7,"R9089","R8205","R8052"
NA,"R9090","R8205","R8052"
NA,"R9091","R6720","R7436"
6,"R9092","R6720","R7436"
7,"R9093","R6720","R7436"
7,"R9094","R6720","R7436"
7,"R9095","R6720","R7436"
7,"R9096","R6720","R7436"
7,"R9097","R6720","R7436"
6,"R9098","R6720","R7436"
7,"R9099","R7741","R7632"
NA,"R9100","R7741","R7632"
NA,"R9101","R7741","R7632"
6,"R9102","R7741","R7632"
6,"R9103","R7741","R7632"
7,"R9104","R7741","R7632"
NA,"R9105","R7741","R7632"
6,"R9106","R7741","R7632"
5,"R9107","R7741","R7632"
NA,"R15281","R6720","R7875"
NA,"R15282","R6720","R7875"
NA,"R15283","R6720","R7875"
NA,"R15284","R6720","R7875"
NA,"R15285","R6720","R7875"
NA,"R15286","R6720","R7875"
NA,"R15287","R6720","R7875"
NA,"R15288","R6720","R7875"
NA,"R15289","R6720","R7875"
7,"R15290","R4965","R14931"
6,"R15291","R4965","R14931"
7,"R15292","R4965","R14931"
6,"R15293","R4965","R14931"
7,"R15294","R4965","R14931"
7,"R15295","R4965","R14931"
NA,"R9108","R6720","R7288"
6,"R9109","R6720","R7288"
7,"R9110","R6720","R7288"
NA,"R9111","R6720","R7288"
6,"R9112","R6720","R7288"
7,"R9113","R6720","R7288"
6,"R9114","R6720","R7288"
6,"R9115","R6720","R7288"
6,"R9116","R7741","R7023"
7,"R9117","R7741","R7023"
7,"R9118","R7741","R7023"
NA,"R9119","R7741","R7023"
6,"R9120","R7741","R7023"
6,"R9121","R7741","R7023"
6,"R9122","R7741","R7023"
6,"R9123","R7741","R7023"
5,"R9124","R7741","R7023"
6,"R9125","R6720","R7669"
6,"R9126","R6720","R7669"
6,"R9127","R6720","R7669"
NA,"R9128","R6720","R7669"
NA,"R9129","R6825","R8079"
NA,"R9130","R6825","R8079"
7,"R9131","R6825","R8079"
7,"R9132","R6825","R8079"
7,"R9133","R6825","R8079"
5,"R9134","R6825","R8079"
7,"R9135","R8205","R7836"
7,"R9136","R8205","R7836"
7,"R9137","R8205","R7836"
6,"R9138","R8205","R7836"
6,"R9139","R8205","R7836"
6,"R9140","R8205","R7836"
6,"R9141","R6720","R6609"
7,"R9142","R6720","R6609"
6,"R9143","R6720","R6609"
7,"R9144","R6720","R6609"
6,"R9145","R7065","R7469"
7,"R9146","R7065","R7469"
NA,"R9147","R7065","R7469"
6,"R9148","R7065","R7469"
5,"R9149","R7065","R7469"
NA,"R9150","R7065","R7469"
NA,"R9151","R7065","R7469"
NA,"R9152","R7065","R7469"
NA,"R9153","R7741","R7763"
6,"R9154","R7741","R7763"
7,"R9155","R7741","R7763"
6,"R9156","R7741","R7763"
6,"R9157","R7741","R7763"
7,"R9158","R7741","R7763"
6,"R9159","R7741","R7763"
7,"R9160","R7741","R5898"
6,"R9161","R7741","R5898"
7,"R9162","R7741","R5898"
NA,"R9163","R7741","R5898"
6,"R9164","R7741","R5898"
6,"R9165","R7741","R5898"
7,"R9166","R7741","R5898"
7,"R9167","R7741","R5898"
7,"R9168","R8183","R7484"
6,"R9169","R8183","R7484"
7,"R9170","R6825","R7007"
7,"R9171","R6825","R7007"
7,"R9172","R6825","R7007"
7,"R9173","R6825","R7007"
6,"R9174","R6825","R7007"
7,"R9175","R6825","R7007"
7,"R9176","R6825","R7007"
7,"R9177","R6825","R7007"
NA,"R15296","R16528","R16528"
6,"R9178","R7065","R7683"
7,"R9179","R7065","R7683"
6,"R9180","R7065","R7683"
6,"R9181","R7065","R7683"
NA,"R15297","R6718","R15079"
NA,"R15298","R6718","R15079"
NA,"R15299","R6718","R15079"
NA,"R15300","R6718","R15131"
NA,"R15301","R6825","R15296"
NA,"R15302","R6825","R15296"
NA,"R15303","R6825","R15296"
NA,"R15304","R6825","R15296"
NA,"R15305","R6825","R15296"
NA,"R15306","R6825","R15296"
7,"R9182","R6825","R7454"
4,"R9183","R6825","R7454"
NA,"R9184","R6825","R7454"
7,"R9185","R6825","R7454"
7,"R9186","R6825","R7454"
5,"R9187","R6825","R7454"
NA,"R15307","R5641","R15143"
NA,"R15308","R5641","R15143"
NA,"R15309","R5641","R15143"
NA,"R15310","R5641","R15143"
NA,"R15311","R5641","R15143"
NA,"R15312","R5641","R15143"
NA,"R15313","R5641","R15144"
6,"R9188","R7741","R7290"
6,"R9189","R7741","R7290"
7,"R9190","R7741","R7290"
7,"R9191","R7741","R7290"
6,"R9192","R7741","R7290"
7,"R9193","R7741","R7290"
NA,"R15314","R2553","R15143"
NA,"R15315","R2553","R15143"
NA,"R15316","R2553","R15143"
NA,"R15317","R2553","R15143"
NA,"R15318","R2553","R15143"
NA,"R15319","R2553","R15143"
NA,"R15320","R2553","R15143"
NA,"R9194","R6825","R7769"
6,"R9195","R6825","R7769"
NA,"R9196","R6825","R7769"
6,"R9197","R6825","R7769"
NA,"R9198","R6825","R7769"
NA,"R9199","R6825","R7769"
NA,"R9200","R6825","R7769"
NA,"R9201","R6825","R7769"
NA,"R9202","R6825","R7769"
NA,"R15321","R16528","R16528"
NA,"R15322","R2534","R15321"
NA,"R15323","R2534","R15321"
NA,"R15324","R2534","R15321"
NA,"R15325","R2534","R15321"
NA,"R15326","R2534","R15321"
NA,"R15327","R2534","R15321"
NA,"R15328","R2534","R15321"
NA,"R15329","R2534","R15321"
NA,"R15330","R2534","R15321"
6,"R9203","R6720","R7376"
6,"R9204","R6720","R7376"
NA,"R9205","R6720","R7376"
6,"R9206","R6720","R7376"
NA,"R9207","R6720","R7376"
5,"R9208","R6720","R7376"
6,"R9209","R6720","R7376"
NA,"R9210","R6720","R7376"
7,"R9211","R8183","R6808"
NA,"R9212","R8183","R6808"
NA,"R9213","R8183","R6808"
NA,"R9214","R8183","R6808"
7,"R9215","R8183","R6808"
7,"R9216","R8183","R6808"
6,"R9217","R8183","R6808"
6,"R9218","R8438","R7124"
7,"R9219","R8438","R7124"
7,"R9220","R8438","R7124"
6,"R9221","R8438","R7124"
7,"R9222","R8438","R7124"
7,"R9223","R8438","R7124"
NA,"R15331","R15333","R15334"
NA,"R15332","R15335","R15336"
NA,"R15333","R16528","R16528"
NA,"R15334","R16528","R16528"
NA,"R15335","R15540","R15541"
NA,"R15336","R16528","R16528"
6,"R9224","R7741","R8225"
7,"R9225","R7741","R8225"
6,"R9226","R7741","R8225"
7,"R9227","R7741","R8225"
7,"R9228","R7741","R8225"
6,"R9229","R7741","R8225"
NA,"R9230","R7741","R8225"
NA,"R9231","R7741","R8225"
7,"R9232","R7741","R8225"
6,"R15337","R7741","R15206"
NA,"R15338","R7741","R15206"
6,"R15339","R7741","R15206"
6,"R15340","R7741","R15206"
7,"R9233","R7741","R7126"
7,"R9234","R7741","R7126"
7,"R9235","R7741","R7126"
NA,"R9236","R7741","R7126"
6,"R9237","R7741","R7126"
5,"R9238","R7741","R7126"
6,"R9239","R7741","R7126"
7,"R9240","R7741","R7126"
NA,"R9241","R8126","R8139"
7,"R9242","R8126","R8139"
7,"R9243","R8126","R8139"
6,"R9244","R8126","R8139"
7,"R9245","R8126","R8139"
7,"R9246","R8126","R8139"
6,"R9247","R8126","R8139"
6,"R9248","R8126","R8139"
7,"R9249","R8126","R8139"
7,"R9250","R8126","R8139"
NA,"R9251","R8126","R8139"
6,"R9252","R6825","R7488"
6,"R9253","R6825","R7488"
NA,"R9254","R6825","R7488"
NA,"R9255","R6825","R7488"
NA,"R9256","R6825","R7488"
6,"R9257","R6825","R7488"
6,"R9258","R6825","R7804"
7,"R9259","R6825","R7804"
7,"R9260","R6825","R7804"
6,"R9261","R6825","R7804"
7,"R9262","R8489","R5933"
NA,"R9263","R8489","R5933"
6,"R9264","R8489","R5933"
NA,"R9265","R8489","R5933"
6,"R9266","R8489","R5933"
NA,"R9267","R8489","R5933"
6,"R9268","R8489","R5933"
NA,"R9269","R8489","R5933"
7,"R9270","R8489","R5933"
NA,"R9271","R8279","R8464"
6,"R9272","R8279","R8464"
NA,"R9273","R8279","R8464"
NA,"R9274","R8279","R8464"
6,"R9275","R8279","R8464"
NA,"R9276","R8279","R8464"
6,"R9277","R8279","R8464"
7,"R9278","R8279","R8464"
6,"R9279","R8279","R8464"
6,"R9280","R8279","R8464"
3,"R9281","R8489","R7059"
3,"R9282","R8489","R7059"
7,"R9283","R8489","R7059"
7,"R9284","R8489","R7059"
NA,"R9285","R8489","R7059"
NA,"R9286","R8489","R7059"
7,"R9287","R6720","R7338"
7,"R9288","R6720","R7338"
NA,"R9289","R6720","R7338"
NA,"R9290","R6720","R7338"
6,"R9291","R6720","R7338"
NA,"R9292","R6720","R7338"
NA,"R9293","R6720","R7338"
NA,"R9294","R6720","R7338"
7,"R9295","R7741","R5996"
NA,"R9296","R7741","R5996"
NA,"R9297","R7741","R5996"
6,"R9298","R7741","R5996"
6,"R9299","R7741","R5996"
6,"R9300","R7741","R5996"
6,"R9301","R7741","R5996"
6,"R9302","R7741","R5996"
NA,"R9303","R7741","R5996"
6,"R9304","R7741","R5996"
7,"R9305","R7741","R5996"
NA,"R9306","R15053","R7186"
6,"R9307","R15053","R7186"
5,"R9308","R15053","R7186"
6,"R9309","R15053","R7186"
6,"R9310","R15053","R7186"
NA,"R9311","R15053","R7186"
NA,"R9312","R15053","R7186"
7,"R9313","R15053","R7186"
NA,"R9314","R15053","R7186"
NA,"R15341","R14618","R14664"
NA,"R15342","R15032","R15020"
NA,"R15343","R14928","R15342"
7,"R9315","R6720","R6655"
6,"R9316","R6720","R6655"
NA,"R9317","R6720","R6655"
6,"R9318","R6720","R6655"
6,"R9319","R6720","R6655"
7,"R9320","R8088","R7647"
6,"R9321","R8088","R7647"
7,"R9322","R7065","R6845"
5,"R9323","R7065","R6845"
6,"R9324","R7065","R6845"
NA,"R9325","R7065","R6845"
6,"R9326","R7065","R6845"
NA,"R15344","R6720","R5589"
NA,"R15345","R6720","R5589"
NA,"R15346","R6720","R5589"
NA,"R15347","R6720","R5589"
NA,"R15348","R6720","R5589"
NA,"R15349","R6720","R5589"
6,"R15350","R7741","R15110"
NA,"R15351","R7741","R15110"
NA,"R15352","R7741","R15110"
NA,"R15353","R7741","R15110"
NA,"R15354","R7741","R15110"
NA,"R15355","R7741","R15110"
NA,"R15356","R7741","R15110"
NA,"R15357","R7741","R15110"
NA,"R15358","R7741","R15110"
NA,"R15359","R7741","R15110"
NA,"R15360","R7741","R15110"
NA,"R15361","R1377","R14668"
NA,"R15362","R16528","R16528"
NA,"R15363","R6272","R15362"
NA,"R15364","R6272","R15362"
NA,"R15365","R6272","R15362"
NA,"R15366","R6272","R15362"
NA,"R15367","R6272","R15362"
NA,"R15368","R6272","R15362"
NA,"R15369","R6272","R15362"
7,"R9327","R6720","R8052"
6,"R9328","R6720","R8052"
7,"R9329","R6720","R8052"
NA,"R9330","R6720","R8052"
NA,"R9331","R7741","R8485"
6,"R9332","R7741","R8485"
NA,"R9333","R7741","R8485"
7,"R9334","R7741","R8485"
5,"R9335","R7741","R8485"
6,"R9336","R7741","R8485"
6,"R9337","R7741","R8485"
6,"R9338","R7741","R8485"
6,"R9339","R6720","R8326"
7,"R9340","R6720","R8326"
7,"R9341","R6720","R8326"
NA,"R9342","R6720","R8326"
6,"R9343","R6720","R8326"
7,"R9344","R6720","R8326"
6,"R9345","R6720","R8326"
7,"R9346","R6720","R8326"
7,"R9347","R6720","R8326"
NA,"R9348","R8205","R5736"
NA,"R9349","R8205","R5736"
6,"R9350","R8205","R5736"
NA,"R9351","R8205","R5736"
5,"R9352","R8205","R5736"
7,"R9353","R8205","R5736"
6,"R9354","R8205","R5736"
7,"R9355","R8205","R5736"
7,"R9356","R7741","R8482"
6,"R9357","R7741","R8482"
6,"R9358","R7741","R8482"
7,"R9359","R7741","R8482"
6,"R9360","R7741","R8482"
6,"R9361","R7741","R8482"
6,"R9362","R7741","R8482"
6,"R9363","R7741","R8482"
7,"R9364","R7741","R8482"
6,"R9365","R7741","R8482"
7,"R9366","R7741","R7436"
6,"R9367","R7741","R7436"
6,"R9368","R7741","R7436"
6,"R9369","R7741","R7436"
NA,"R9370","R7741","R7436"
7,"R9371","R7741","R7436"
6,"R9372","R7741","R7436"
7,"R9373","R7741","R7436"
6,"R9374","R7688","R7632"
NA,"R9375","R7688","R7632"
6,"R9376","R7688","R7632"
NA,"R9377","R7688","R7632"
6,"R9378","R7688","R7632"
6,"R9379","R7688","R7632"
6,"R9380","R7688","R7632"
7,"R9381","R7688","R7632"
NA,"R9382","R7688","R7632"
NA,"R9383","R7688","R7632"
6,"R9384","R8183","R6887"
7,"R9385","R8183","R6887"
NA,"R9386","R8183","R6887"
NA,"R9387","R8183","R6887"
6,"R9388","R8183","R6887"
5,"R9389","R8183","R6887"
5,"R9390","R8183","R6887"
5,"R9391","R8183","R6887"
7,"R9392","R8205","R7768"
7,"R9393","R8205","R7768"
6,"R9394","R8205","R7768"
7,"R9395","R8205","R7768"
6,"R9396","R8205","R7768"
6,"R9397","R8205","R7768"
NA,"R9398","R8205","R7768"
7,"R9399","R8489","R7918"
6,"R9400","R8489","R7918"
6,"R9401","R8489","R7918"
7,"R9402","R8489","R7918"
5,"R9403","R8489","R7918"
NA,"R9404","R8489","R7918"
6,"R9405","R8489","R7918"
NA,"R9406","R8489","R7918"
7,"R9407","R8489","R7918"
NA,"R9408","R8183","R8272"
7,"R9409","R8183","R8272"
6,"R9410","R8183","R8272"
5,"R9411","R8183","R8272"
6,"R9412","R8183","R8272"
NA,"R9413","R8183","R8272"
6,"R9414","R8183","R8272"
6,"R9415","R8183","R8272"
NA,"R15370","R6720","R15343"
NA,"R15371","R6720","R15343"
NA,"R15372","R6720","R15343"
NA,"R15373","R6720","R15343"
NA,"R15374","R16528","R16528"
6,"R9416","R8623","R8476"
NA,"R9417","R8623","R8476"
7,"R9418","R8623","R8476"
NA,"R9419","R8623","R8476"
3,"R9420","R8623","R8476"
6,"R9421","R8623","R8476"
6,"R9422","R8623","R8476"
6,"R9423","R8623","R8476"
7,"R9424","R8623","R8476"
6,"R9425","R8355","R7910"
6,"R9426","R8355","R7910"
NA,"R9427","R8355","R7910"
6,"R9428","R8355","R7910"
6,"R9429","R8355","R7910"
NA,"R9430","R8355","R7910"
6,"R9431","R8355","R7910"
NA,"R9432","R8355","R7910"
6,"R9433","R8355","R7910"
6,"R9434","R8623","R6059"
5,"R9435","R8623","R6059"
6,"R9436","R8623","R6059"
NA,"R9437","R8623","R6059"
NA,"R9438","R8623","R6059"
6,"R9439","R8126","R7378"
NA,"R9440","R8126","R7378"
NA,"R9441","R8126","R7378"
6,"R9442","R8126","R7378"
6,"R9443","R8126","R7378"
6,"R9444","R8126","R7378"
6,"R9445","R8126","R7378"
NA,"R9446","R8126","R7378"
7,"R9447","R8126","R7378"
6,"R9448","R8126","R7378"
6,"R9449","R8355","R7290"
7,"R9450","R8355","R7290"
6,"R9451","R8355","R7290"
NA,"R9452","R8355","R7290"
6,"R9453","R8355","R7290"
6,"R9454","R8355","R7290"
7,"R9455","R8355","R7290"
NA,"R9456","R8355","R7290"
NA,"R15375","R6718","R15374"
NA,"R15376","R7741","R15134"
NA,"R15377","R7741","R15134"
NA,"R15378","R7741","R15134"
NA,"R15379","R7741","R15134"
NA,"R15380","R7741","R15134"
NA,"R15381","R7741","R15134"
NA,"R15382","R7741","R15134"
NA,"R15383","R7741","R15134"
NA,"R15384","R7741","R15134"
6,"R9457","R8205","R8323"
6,"R9458","R8205","R8323"
6,"R9459","R8205","R8323"
5,"R9460","R8205","R8323"
7,"R9461","R8205","R8323"
7,"R9462","R8205","R8323"
6,"R9463","R8205","R8323"
7,"R9464","R7741","R7119"
6,"R9465","R7741","R7119"
7,"R9466","R7741","R7119"
7,"R9467","R7741","R7119"
6,"R9468","R7741","R7119"
7,"R9469","R7741","R7119"
7,"R9470","R7741","R7119"
6,"R9471","R7741","R7119"
5,"R9472","R8623","R8139"
NA,"R9473","R8623","R8139"
6,"R9474","R8623","R8139"
5,"R9475","R8623","R8139"
6,"R9476","R8623","R8139"
6,"R9477","R8623","R8139"
6,"R9478","R8623","R8139"
6,"R9479","R8623","R8139"
6,"R9480","R8623","R8139"
NA,"R9481","R8623","R8139"
6,"R9482","R8623","R8139"
NA,"R9483","R8623","R8124"
6,"R9484","R8623","R8124"
7,"R9485","R8623","R8124"
7,"R9486","R8623","R8124"
NA,"R9487","R8623","R8124"
6,"R9488","R8623","R8254"
6,"R9489","R8623","R8254"
NA,"R9490","R8623","R8254"
7,"R9491","R8623","R8254"
NA,"R9492","R8623","R8254"
6,"R9493","R8623","R8254"
6,"R9494","R7630","R8113"
NA,"R9495","R7630","R8113"
5,"R9496","R7630","R8113"
7,"R9497","R7630","R8113"
6,"R9498","R7630","R8113"
6,"R9499","R7630","R8113"
NA,"R9500","R7630","R8113"
6,"R9501","R8126","R7927"
7,"R9502","R8126","R7927"
6,"R9503","R8126","R7927"
NA,"R9504","R8126","R7927"
NA,"R9505","R8126","R7927"
7,"R9506","R8126","R7927"
6,"R9507","R8126","R7927"
6,"R9508","R6720","R8599"
6,"R9509","R6720","R8599"
7,"R9510","R6720","R8599"
6,"R9511","R6720","R8599"
6,"R9512","R6720","R8599"
6,"R9513","R6720","R8599"
NA,"R9514","R6720","R5612"
6,"R9515","R6720","R5612"
7,"R9516","R7741","R8464"
NA,"R9517","R7741","R8464"
5,"R9518","R7741","R8464"
6,"R9519","R7741","R8464"
7,"R9520","R7741","R8464"
6,"R9521","R7741","R8464"
6,"R9522","R7741","R8464"
6,"R9523","R7741","R8464"
5,"R9524","R7741","R8464"
NA,"R9525","R7741","R8464"
6,"R9526","R8623","R6942"
6,"R9527","R8623","R6942"
6,"R9528","R8623","R6942"
NA,"R9529","R8623","R6942"
6,"R9530","R8623","R6942"
6,"R9531","R8623","R6942"
6,"R9532","R8623","R6942"
5,"R9533","R8623","R6942"
6,"R9534","R8623","R6942"
NA,"R9535","R8126","R8256"
NA,"R9536","R8126","R8256"
7,"R9537","R8126","R8256"
NA,"R9538","R8126","R8256"
NA,"R9539","R8126","R8256"
NA,"R9540","R8126","R8256"
7,"R9541","R7742","R6168"
6,"R9542","R7742","R6168"
6,"R9543","R7742","R6168"
6,"R9544","R7742","R6168"
6,"R9545","R7742","R6168"
6,"R9546","R7742","R6168"
NA,"R9547","R7742","R6168"
6,"R9548","R7742","R6168"
6,"R9549","R7742","R6168"
7,"R9550","R7742","R7058"
NA,"R9551","R7742","R7058"
7,"R9552","R7742","R7058"
6,"R9553","R7742","R7058"
6,"R9554","R7742","R7058"
NA,"R9555","R7742","R7058"
6,"R9556","R8848","R7647"
NA,"R9557","R8848","R7647"
4,"R9558","R8848","R7647"
7,"R9559","R8848","R7647"
6,"R9560","R8848","R7647"
6,"R9561","R8848","R7647"
7,"R9562","R8848","R7647"
7,"R9563","R8848","R7647"
6,"R9564","R8848","R7647"
7,"R9565","R8848","R7647"
NA,"R9566","R8126","R7488"
7,"R9567","R8126","R7488"
6,"R9568","R8126","R7488"
7,"R9569","R8126","R7488"
6,"R9570","R8126","R7488"
7,"R9571","R8126","R7488"
7,"R9572","R7742","R7731"
7,"R9573","R7742","R7731"
6,"R9574","R7742","R7731"
7,"R9575","R7742","R7731"
7,"R9576","R7742","R7731"
7,"R9577","R7742","R7731"
NA,"R15385","R16528","R16528"
NA,"R9578","R7742","R8485"
NA,"R9579","R7742","R8485"
7,"R9580","R7742","R8485"
6,"R9581","R7742","R8485"
7,"R9582","R7742","R8485"
6,"R9583","R7742","R8485"
7,"R9584","R7742","R8485"
7,"R9585","R7742","R8485"
7,"R9586","R7742","R8485"
NA,"R9587","R7741","R7186"
5,"R9588","R7741","R7186"
NA,"R9589","R7741","R7186"
7,"R9590","R7741","R7186"
NA,"R9591","R7741","R7186"
6,"R9592","R7741","R7186"
7,"R9593","R7741","R7186"
6,"R9594","R7741","R7186"
7,"R9595","R7741","R7186"
NA,"R9596","R7741","R7186"
NA,"R9597","R7741","R7186"
5,"R9598","R8623","R7957"
6,"R9599","R8623","R7957"
NA,"R9600","R8623","R7957"
7,"R9601","R8623","R7957"
6,"R9602","R8623","R7957"
7,"R9603","R8623","R7957"
6,"R9604","R8623","R7957"
7,"R9605","R8623","R7957"
7,"R9606","R8623","R7957"
7,"R9607","R8623","R7957"
6,"R9608","R8205","R8555"
7,"R9609","R8205","R8555"
7,"R9610","R8205","R8555"
7,"R9611","R8205","R8555"
7,"R9612","R8205","R8555"
6,"R9613","R8205","R8555"
7,"R9614","R8205","R8555"
NA,"R9615","R8355","R5996"
NA,"R9616","R8355","R5996"
7,"R9617","R8355","R5996"
NA,"R9618","R8355","R5996"
NA,"R9619","R8355","R5996"
6,"R9620","R8355","R5996"
6,"R9621","R8355","R5996"
6,"R9622","R8623","R7960"
NA,"R9623","R8623","R7960"
6,"R9624","R8623","R7960"
6,"R9625","R8623","R7960"
6,"R9626","R8623","R7960"
NA,"R9627","R8623","R7960"
5,"R9628","R8623","R7960"
NA,"R9629","R8623","R7960"
NA,"R9075","R6028","R15391"
NA,"R15386","R15193","R15194"
NA,"R15387","R16528","R16528"
NA,"R15388","R15386","R15387"
NA,"R15389","R15177","R15178"
NA,"R15390","R15389","R15388"
NA,"R15391","R15390","R15392"
NA,"R15392","R15393","R15394"
NA,"R15393","R15226","R15396"
NA,"R15394","R15397","R15395"
NA,"R15395","R16528","R16528"
NA,"R15396","R15397","R15395"
NA,"R15397","R16528","R16528"
NA,"R15398","R16528","R16528"
NA,"R15399","R16528","R16528"
NA,"R9630","R8850","R8079"
6,"R9631","R8850","R8079"
NA,"R9632","R8850","R8079"
7,"R9633","R8850","R8079"
7,"R9634","R8850","R8079"
NA,"R9635","R8850","R8079"
6,"R9636","R8850","R8079"
5,"R9637","R8850","R8079"
7,"R9638","R8479","R8484"
7,"R9639","R8479","R8484"
6,"R9640","R8479","R8484"
7,"R9641","R8479","R8484"
6,"R9642","R8479","R8484"
NA,"R9643","R8479","R8484"
7,"R9644","R8479","R8484"
6,"R9645","R8848","R5933"
7,"R9646","R8848","R5933"
7,"R9647","R8848","R5933"
NA,"R9648","R8931","R8482"
7,"R9649","R8931","R8482"
NA,"R9650","R8931","R8482"
NA,"R9651","R8931","R8482"
7,"R9652","R8931","R8482"
NA,"R9653","R8931","R7376"
NA,"R9654","R8931","R7376"
6,"R9655","R8931","R7376"
5,"R9656","R8931","R7376"
NA,"R9657","R8931","R7376"
NA,"R9658","R8931","R7376"
7,"R9659","R8931","R7376"
6,"R9660","R8623","R8866"
NA,"R9661","R8623","R8866"
6,"R9662","R8623","R8866"
NA,"R9663","R8623","R8866"
6,"R9664","R8623","R8866"
7,"R9665","R8623","R8866"
NA,"R9666","R8623","R8866"
NA,"R9667","R8931","R8326"
6,"R9668","R8931","R8326"
NA,"R9669","R8931","R8326"
6,"R9670","R8931","R8326"
7,"R9671","R8931","R8326"
7,"R9672","R8931","R8326"
7,"R9673","R8931","R8326"
5,"R9674","R8931","R8326"
7,"R9675","R8931","R8326"
NA,"R9676","R8931","R8326"
NA,"R9677","R8931","R8326"
6,"R9678","R8931","R8326"
5,"R9679","R8931","R8326"
7,"R9680","R8623","R8225"
6,"R9681","R8623","R8225"
6,"R9682","R8623","R8225"
NA,"R9683","R8623","R8225"
5,"R9684","R8623","R8225"
6,"R9685","R8623","R8225"
6,"R9686","R8623","R8225"
7,"R9687","R8932","R8851"
NA,"R9688","R8932","R8851"
6,"R9689","R8932","R8851"
NA,"R9690","R8932","R8851"
6,"R9691","R8932","R8851"
6,"R9692","R8932","R8851"
6,"R9693","R8898","R8323"
6,"R9694","R8898","R8323"
NA,"R9695","R8898","R8323"
NA,"R9696","R8898","R8323"
5,"R9697","R8898","R8323"
NA,"R9698","R8898","R8323"
NA,"R9699","R8898","R8323"
7,"R9700","R8898","R8323"
5,"R9701","R8898","R8323"
7,"R9702","R8898","R7992"
NA,"R9703","R8898","R7992"
NA,"R9704","R8898","R7992"
6,"R9705","R8898","R7992"
7,"R9706","R8898","R7992"
NA,"R9707","R8898","R7992"
NA,"R9708","R8898","R7992"
7,"R9709","R8898","R7992"
NA,"R15400","R7742","R15162"
NA,"R15401","R7742","R15162"
NA,"R15402","R7742","R15162"
NA,"R15403","R7742","R15162"
NA,"R15404","R7742","R15162"
NA,"R15405","R7742","R15162"
NA,"R15406","R7742","R15162"
NA,"R15407","R7742","R15162"
NA,"R15408","R7742","R15162"
6,"R9710","R7741","R8124"
5,"R9711","R7741","R8124"
NA,"R9712","R7741","R8124"
7,"R9713","R7741","R8124"
6,"R9714","R7741","R8124"
NA,"R9715","R7741","R8124"
6,"R9716","R7741","R8124"
6,"R9717","R8898","R7290"
7,"R9718","R8898","R7290"
NA,"R9719","R8898","R7290"
7,"R9720","R8898","R7290"
7,"R9721","R8755","R7378"
6,"R9722","R8755","R7378"
NA,"R9723","R8755","R7378"
6,"R9724","R8755","R7378"
7,"R9725","R8755","R7378"
7,"R9726","R8755","R7378"
NA,"R9727","R8755","R7378"
6,"R9728","R8755","R7378"
7,"R9729","R8755","R7378"
