"hipsofa","altDogID","altSireID","altDamID"
NA,"R15099","R6825","R15092"
NA,"R15100","R6825","R15092"
NA,"R8363","R15053","R7288"
NA,"R8364","R15053","R7288"
3,"R8365","R15053","R7288"
NA,"R8366","R15053","R7288"
6,"R8367","R15053","R7288"
5,"R8368","R15053","R7288"
NA,"R8369","R15053","R7288"
NA,"R8370","R15053","R7288"
NA,"R8371","R15053","R7288"
6,"R8372","R15053","R7288"
6,"R8373","R6267","R5386"
7,"R8374","R6267","R5386"
7,"R8375","R6267","R5386"
6,"R8376","R6267","R5386"
6,"R8377","R6267","R5386"
NA,"R8378","R6267","R5386"
7,"R8379","R6267","R5386"
NA,"R8380","R6267","R5386"
7,"R8381","R6267","R5386"
6,"R8382","R6825","R7127"
6,"R8383","R6825","R7127"
NA,"R8384","R6825","R7127"
NA,"R8385","R6825","R7127"
6,"R8386","R6825","R7127"
5,"R8387","R6825","R7127"
6,"R8388","R6825","R7127"
6,"R8389","R6825","R7127"
NA,"R8390","R6737","R4440"
6,"R8391","R6737","R4440"
NA,"R8392","R6737","R4440"
NA,"R8393","R6737","R4440"
NA,"R8394","R6737","R4440"
6,"R8395","R6737","R4440"
NA,"R8396","R6737","R4440"
7,"R8397","R6737","R4440"
NA,"R8398","R6737","R4440"
6,"R8399","R6737","R4440"
6,"R8400","R14994","R7440"
NA,"R8401","R14994","R7440"
3,"R8402","R14994","R7440"
7,"R8403","R14994","R7440"
NA,"R8404","R14994","R7440"
6,"R8405","R14994","R7440"
NA,"R8406","R14994","R7440"
6,"R8407","R6718","R7058"
6,"R8408","R6718","R7058"
6,"R8409","R6718","R7058"
NA,"R8410","R6718","R7058"
6,"R8411","R6718","R7058"
NA,"R8412","R6718","R7058"
NA,"R15101","R7117","R15075"
NA,"R15102","R7117","R15075"
NA,"R15103","R7117","R15075"
NA,"R15104","R7117","R15075"
NA,"R15105","R7117","R15075"
NA,"R15106","R7117","R15075"
NA,"R15107","R7117","R15075"
NA,"R15108","R7117","R15075"
7,"R8413","R7514","R6942"
7,"R8414","R7514","R6942"
7,"R8415","R7514","R6942"
6,"R8416","R7514","R6942"
7,"R8417","R7514","R6942"
7,"R8418","R7514","R6942"
7,"R8419","R7514","R6942"
6,"R8420","R6720","R7317"
6,"R8421","R6720","R7317"
NA,"R8422","R6720","R7317"
7,"R8423","R6720","R7317"
7,"R8424","R6720","R7317"
6,"R8425","R15093","R6264"
6,"R8426","R15093","R6264"
6,"R8427","R6267","R6398"
NA,"R8428","R6267","R6398"
7,"R8429","R6267","R6398"
7,"R8430","R6267","R6398"
7,"R8431","R6267","R6398"
NA,"R8432","R6267","R6398"
NA,"R15109","R4240","R3589"
NA,"R15110","R4240","R3589"
NA,"R15111","R4240","R3589"
NA,"R15112","R4240","R3589"
7,"R8433","R7065","R6738"
NA,"R8434","R7065","R6738"
6,"R8435","R7065","R6738"
NA,"R8436","R7065","R6738"
NA,"R8437","R7065","R6738"
6,"R8438","R7065","R6738"
NA,"R8439","R7065","R6738"
NA,"R8440","R7065","R6738"
7,"R8441","R7065","R6738"
6,"R8442","R7065","R6738"
NA,"R8443","R6718","R6887"
NA,"R8444","R6718","R6887"
7,"R8445","R6718","R6887"
7,"R8446","R6718","R6887"
7,"R8447","R6718","R6887"
7,"R8448","R6718","R6887"
NA,"R8449","R6718","R6887"
7,"R8450","R6718","R6887"
6,"R8451","R6718","R6887"
NA,"R8452","R6720","R6262"
NA,"R8453","R6720","R6262"
7,"R8454","R6720","R6262"
7,"R8455","R6720","R6262"
NA,"R8456","R6720","R6262"
7,"R8457","R6720","R6262"
7,"R8458","R6720","R6262"
7,"R8459","R6720","R6262"
NA,"R8460","R7065","R7647"
6,"R8461","R7065","R7647"
7,"R8462","R7065","R7647"
NA,"R8463","R7065","R7647"
6,"R8464","R7065","R7647"
NA,"R15113","R7065","R7647"
NA,"R8465","R7065","R7647"
6,"R8466","R7065","R7647"
NA,"R8467","R7065","R7647"
7,"R8468","R7065","R7647"
7,"R8469","R7173","R5612"
7,"R8470","R7173","R5612"
NA,"R8471","R7173","R5612"
6,"R8472","R7173","R5612"
NA,"R8473","R7173","R5612"
7,"R8474","R7173","R5612"
6,"R8475","R7173","R5612"
6,"R8476","R7065","R7338"
6,"R8477","R7065","R7338"
7,"R8478","R7065","R7338"
6,"R8479","R7065","R7338"
7,"R8480","R7065","R7338"
6,"R8481","R7065","R7338"
7,"R8482","R7065","R7338"
6,"R8483","R6720","R4574"
7,"R8484","R6720","R4574"
7,"R8485","R6720","R4574"
7,"R8486","R6720","R4574"
6,"R8487","R6720","R4574"
7,"R8488","R6720","R4574"
7,"R8489","R6720","R4574"
7,"R8490","R7173","R7301"
7,"R8491","R7173","R7301"
7,"R8492","R7173","R7301"
7,"R8493","R7173","R7301"
NA,"R15114","R5930","R14953"
NA,"R15115","R5930","R14953"
NA,"R15116","R5930","R14953"
NA,"R15117","R5930","R14953"
NA,"R15118","R5930","R14953"
NA,"R15119","R5930","R14953"
NA,"R15120","R5930","R14953"
7,"R8494","R7189","R7541"
7,"R8495","R7189","R7541"
5,"R8496","R7189","R7541"
7,"R8497","R7189","R7541"
6,"R8498","R7189","R7541"
NA,"R8499","R7189","R7541"
NA,"R8500","R7189","R7541"
6,"R8501","R7189","R7541"
6,"R8502","R7189","R7541"
5,"R8503","R7189","R7541"
6,"R8504","R7173","R7454"
6,"R8505","R7173","R7454"
6,"R8506","R7173","R7454"
7,"R8507","R7173","R7454"
6,"R8508","R7173","R7454"
7,"R8509","R7173","R7454"
6,"R8510","R7173","R7454"
6,"R8511","R7173","R7454"
6,"R8512","R7173","R7454"
7,"R8513","R7173","R7454"
6,"R8514","R7742","R7126"
7,"R8515","R7742","R7126"
7,"R8516","R7742","R7126"
7,"R8517","R7742","R7126"
5,"R8518","R7742","R7126"
7,"R8519","R7742","R7126"
6,"R8520","R7742","R7126"
7,"R8521","R7173","R6609"
6,"R8522","R7173","R6609"
6,"R8523","R7173","R6609"
6,"R8524","R7173","R6609"
NA,"R8525","R7173","R6609"
7,"R8526","R7173","R6609"
6,"R8527","R7173","R6609"
6,"R8528","R7173","R6609"
NA,"R15121","R16528","R16528"
NA,"R15122","R6267","R14899"
NA,"R15123","R6267","R14899"
NA,"R15124","R6267","R14899"
NA,"R15125","R6267","R14899"
NA,"R15126","R6267","R14899"
NA,"R15127","R6267","R14899"
NA,"R15128","R16528","R16528"
NA,"R15129","R16528","R16528"
7,"R8529","R7173","R7376"
6,"R8530","R7173","R7376"
NA,"R8531","R7173","R7376"
7,"R8532","R7173","R7376"
7,"R8533","R7173","R7376"
7,"R8534","R7173","R7376"
6,"R8535","R7173","R7376"
NA,"R15130","R16528","R16528"
NA,"R8536","R7741","R6728"
6,"R8537","R7741","R6728"
7,"R8538","R7741","R6728"
7,"R8539","R7741","R6728"
6,"R8540","R7173","R6379"
7,"R8541","R7173","R6379"
6,"R8542","R7173","R6379"
NA,"R8543","R7173","R6379"
6,"R8544","R7173","R6379"
7,"R8545","R7173","R6379"
NA,"R15131","R16528","R16528"
NA,"R15132","R16528","R16528"
7,"R8546","R7630","R5736"
7,"R8547","R7630","R5736"
7,"R8548","R7630","R5736"
6,"R8549","R7630","R5736"
6,"R8550","R7630","R5736"
NA,"R8551","R7630","R5736"
7,"R8552","R7630","R5736"
NA,"R8553","R7630","R5736"
NA,"R8554","R7630","R5736"
5,"R8555","R7742","R7119"
6,"R8556","R7742","R7119"
7,"R8557","R7742","R7119"
5,"R8558","R7742","R7119"
6,"R8559","R7742","R7119"
7,"R8560","R7742","R7119"
7,"R8561","R7742","R7119"
7,"R8562","R7742","R7119"
6,"R8563","R6737","R7442"
7,"R8564","R6737","R7442"
6,"R8565","R6737","R7442"
6,"R8566","R6737","R7442"
6,"R8567","R6737","R7442"
7,"R8568","R6737","R7442"
6,"R8569","R6737","R7442"
NA,"R8570","R6737","R7442"
7,"R8571","R6737","R7442"
6,"R8572","R15063","R6168"
NA,"R8573","R15063","R6168"
NA,"R8574","R15063","R6168"
6,"R8575","R15063","R6168"
7,"R8576","R15063","R6168"
NA,"R8577","R15063","R6168"
6,"R8578","R15063","R6168"
NA,"R15133","R1377","R14668"
NA,"R8579","R6737","R7683"
7,"R8580","R6737","R7683"
7,"R8581","R6737","R7683"
6,"R8582","R6737","R7683"
6,"R8583","R6737","R7683"
6,"R8584","R6737","R7683"
7,"R8585","R6737","R7683"
6,"R8586","R6737","R7683"
6,"R8587","R7630","R6808"
NA,"R8588","R7630","R6808"
6,"R8589","R7630","R6808"
6,"R8590","R7630","R6808"
7,"R8591","R7630","R6808"
6,"R8592","R7630","R6808"
6,"R8593","R7630","R6808"
7,"R8594","R7742","R7378"
NA,"R8595","R7742","R7378"
6,"R8596","R7742","R7378"
NA,"R8597","R7742","R7378"
5,"R8598","R7742","R7378"
6,"R8599","R7742","R7378"
NA,"R8600","R7742","R7378"
7,"R8601","R7742","R7378"
6,"R8602","R7742","R7378"
7,"R8603","R7742","R7378"
7,"R8604","R7742","R7378"
NA,"R8605","R7065","R5933"
4,"R8606","R7065","R5933"
5,"R8607","R7065","R5933"
6,"R8608","R7065","R5933"
NA,"R8609","R7065","R5933"
6,"R8610","R7065","R5933"
7,"R8611","R7065","R5933"
7,"R8612","R7742","R5898"
7,"R8613","R7742","R5898"
6,"R8614","R7742","R5898"
7,"R8615","R7742","R5898"
NA,"R8616","R7742","R5898"
NA,"R8617","R7742","R5898"
6,"R8618","R7742","R5898"
7,"R8619","R7742","R5898"
NA,"R8620","R7742","R5898"
6,"R8621","R7741","R7290"
6,"R8622","R7741","R7290"
6,"R8623","R7741","R7290"
4,"R8624","R7741","R7290"
NA,"R8625","R7741","R7290"
6,"R8626","R7741","R7290"
NA,"R8627","R7741","R7290"
6,"R8628","R7741","R7290"
7,"R8629","R7741","R7290"
7,"R8630","R7741","R7290"
6,"R8631","R7741","R7290"
7,"R8632","R7741","R7290"
NA,"R15134","R16528","R16528"
NA,"R15135","R6737","R15121"
NA,"R15136","R6737","R15121"
NA,"R15137","R6737","R15121"
NA,"R15138","R6737","R15121"
NA,"R15139","R6737","R15121"
6,"R15140","R6737","R15121"
NA,"R15141","R6737","R15121"
7,"R8633","R7459","R7484"
6,"R8634","R7459","R7484"
NA,"R8635","R7459","R7484"
NA,"R15142","R6737","R15121"
7,"R8636","R7459","R7484"
6,"R8637","R7459","R7484"
NA,"R8638","R7459","R7484"
6,"R8639","R7657","R7439"
7,"R8640","R7657","R7439"
NA,"R8641","R7657","R7439"
5,"R8642","R7657","R7439"
7,"R8643","R7657","R7439"
NA,"R8644","R7657","R7439"
6,"R8645","R7657","R7439"
7,"R8646","R7741","R7002"
7,"R8647","R7741","R7002"
7,"R8648","R7741","R7002"
7,"R8649","R7741","R7002"
NA,"R8650","R7741","R7002"
NA,"R8651","R7741","R7002"
7,"R8652","R6737","R7769"
NA,"R8653","R6737","R7769"
6,"R8654","R6737","R7769"
6,"R8655","R6737","R7769"
6,"R8656","R6737","R7769"
NA,"R8657","R6737","R7769"
7,"R8658","R6737","R7769"
NA,"R8659","R6737","R7769"
7,"R8660","R6737","R7769"
NA,"R8661","R6737","R7769"
6,"R8662","R6720","R7469"
NA,"R8663","R6720","R7469"
7,"R8664","R6720","R7469"
7,"R8665","R6720","R7469"
6,"R8666","R6720","R7469"
6,"R8667","R6720","R7469"
NA,"R8668","R6720","R7469"
6,"R8669","R6737","R7023"
NA,"R8670","R6737","R7023"
NA,"R8671","R6737","R7023"
6,"R8672","R6737","R7023"
6,"R8673","R6737","R7023"
4,"R8674","R6737","R7023"
NA,"R8675","R6737","R7023"
6,"R8676","R6737","R7023"
NA,"R8677","R6737","R7023"
6,"R8678","R6737","R7023"
NA,"R8679","R7688","R7669"
6,"R8680","R7688","R7669"
NA,"R8681","R7688","R7669"
NA,"R8682","R7688","R7669"
7,"R8683","R7688","R7669"
NA,"R8684","R7688","R7669"
6,"R8685","R7688","R7669"
6,"R8686","R7688","R7669"
6,"R8687","R7742","R5938"
NA,"R8688","R7742","R5938"
6,"R8689","R7742","R5938"
NA,"R8690","R7742","R5938"
NA,"R8691","R7742","R5938"
7,"R8692","R7742","R5938"
NA,"R8693","R7742","R5938"
NA,"R15143","R16528","R16528"
NA,"R15144","R16528","R16528"
NA,"R8694","R7644","R5996"
NA,"R8695","R7644","R5996"
7,"R8696","R7644","R5996"
NA,"R8697","R7644","R5996"
7,"R8698","R7644","R5996"
NA,"R8699","R7644","R5996"
NA,"R8700","R7644","R5996"
7,"R8701","R6720","R7614"
NA,"R8702","R6720","R7614"
7,"R8703","R6720","R7614"
6,"R8704","R6720","R7614"
7,"R8705","R6720","R7614"
NA,"R8706","R7688","R5079"
6,"R8707","R7688","R5079"
NA,"R8708","R7688","R5079"
NA,"R8709","R7688","R5079"
6,"R8710","R7688","R5079"
2,"R8711","R7688","R5079"
7,"R8712","R7688","R5079"
6,"R8713","R6720","R5613"
NA,"R8714","R6720","R5613"
7,"R8715","R6720","R5613"
NA,"R8716","R6720","R5613"
6,"R8717","R6720","R5613"
6,"R8718","R6720","R5613"
6,"R8719","R6720","R5613"
NA,"R8720","R6720","R5613"
7,"R8721","R7742","R6695"
NA,"R8722","R7742","R6695"
6,"R8723","R7742","R6695"
6,"R8724","R7742","R6695"
6,"R8725","R7742","R6695"
NA,"R8726","R7741","R6264"
6,"R8727","R7741","R6264"
NA,"R8728","R7741","R6264"
6,"R8729","R7741","R6264"
7,"R8730","R7741","R6264"
6,"R8731","R7741","R6264"
NA,"R15145","R16528","R16528"
NA,"R15146","R7741","R15134"
NA,"R15147","R7741","R15134"
NA,"R15148","R7741","R15134"
NA,"R15149","R7741","R15134"
NA,"R15150","R7741","R15134"
NA,"R15151","R7741","R15134"
NA,"R15152","R7741","R15134"
NA,"R8732","R7741","R7058"
NA,"R8733","R7741","R7058"
7,"R8734","R7741","R7058"
6,"R8735","R7741","R7058"
7,"R8736","R7741","R7058"
NA,"R8737","R7741","R7058"
NA,"R8738","R7741","R7058"
NA,"R8739","R7962","R6630"
6,"R8740","R7962","R6630"
NA,"R8741","R7962","R6630"
NA,"R8742","R7962","R6630"
NA,"R8743","R7962","R6630"
7,"R8744","R7962","R6630"
7,"R8745","R7962","R6630"
7,"R8746","R7962","R6630"
7,"R8747","R7741","R7768"
7,"R8748","R7741","R7768"
NA,"R8749","R7741","R7768"
6,"R8750","R7741","R7768"
6,"R8751","R7741","R7768"
7,"R8752","R7741","R7768"
7,"R8753","R7741","R7768"
NA,"R8754","R7741","R7768"
6,"R8755","R7741","R7768"
6,"R15153","R15154","R15155"
NA,"R8757","R7962","R6655"
7,"R8758","R7962","R6655"
NA,"R8759","R7962","R6655"
7,"R8760","R7962","R6655"
NA,"R8761","R7962","R6655"
NA,"R8762","R7962","R6655"
7,"R8763","R7962","R6655"
NA,"R8764","R7962","R6655"
6,"R15154","R15245","R15246"
6,"R15155","R14586","R15247"
NA,"R8765","R7962","R7186"
NA,"R8766","R7962","R7186"
NA,"R8767","R7962","R7186"
NA,"R8768","R7962","R7186"
6,"R8769","R7962","R7186"
NA,"R8770","R7962","R7186"
7,"R8771","R7962","R7186"
7,"R8772","R7962","R7186"
7,"R8773","R7962","R7186"
NA,"R8774","R7962","R7186"
7,"R8775","R7117","R6887"
NA,"R8776","R7117","R6887"
6,"R8777","R7117","R6887"
6,"R8778","R7117","R6887"
6,"R8779","R7117","R6887"
NA,"R8780","R7117","R6887"
7,"R8781","R7117","R6887"
7,"R8782","R7117","R6887"
7,"R8783","R7117","R6887"
7,"R8784","R7688","R6059"
7,"R8785","R7688","R6059"
6,"R8786","R7688","R6059"
7,"R8787","R7688","R6059"
7,"R8788","R7688","R6059"
7,"R8789","R7688","R6059"
7,"R8790","R7688","R6059"
7,"R8791","R6720","R7778"
5,"R8792","R6720","R7778"
7,"R8793","R6720","R7778"
7,"R8794","R6720","R7778"
7,"R8795","R6720","R7778"
6,"R8796","R6720","R7778"
7,"R8797","R6720","R7778"
6,"R15156","R16110","R16111"
6,"R8798","R7741","R7124"
6,"R8799","R7741","R7124"
7,"R8800","R7741","R7124"
7,"R8801","R7741","R7124"
6,"R8802","R7741","R7124"
7,"R8803","R7741","R7124"
NA,"R8804","R7741","R7124"
7,"R8805","R7741","R7124"
7,"R8806","R7741","R7124"
6,"R8807","R6943","R7804"
NA,"R8808","R6943","R7804"
6,"R8809","R6943","R7804"
7,"R8810","R6943","R7804"
NA,"R8811","R6943","R7804"
7,"R8812","R7117","R7701"
NA,"R8813","R7117","R7701"
NA,"R8814","R7117","R7701"
NA,"R8815","R7117","R7701"
NA,"R8816","R7117","R7701"
7,"R8817","R7117","R7701"
7,"R8818","R7117","R7701"
NA,"R8819","R7117","R7701"
7,"R8820","R7117","R7701"
7,"R8821","R6720","R7846"
NA,"R8822","R6720","R7846"
5,"R8823","R6720","R7846"
7,"R8824","R6720","R7846"
NA,"R8825","R7741","R5895"
6,"R8826","R7741","R5895"
7,"R8827","R7741","R5895"
7,"R8828","R7741","R5895"
7,"R8829","R7741","R5895"
7,"R8830","R7741","R5895"
7,"R8831","R7741","R5895"
7,"R8832","R7741","R5895"
7,"R8833","R7741","R5895"
NA,"R8834","R7742","R7499"
7,"R8835","R7742","R7499"
7,"R8836","R7742","R7499"
7,"R8837","R7742","R7499"
7,"R8838","R7742","R7499"
7,"R8839","R7742","R7499"
NA,"R8840","R7742","R7499"
7,"R8841","R7742","R7499"
7,"R8842","R15153","R7119"
7,"R8843","R15153","R7119"
7,"R8844","R15153","R7119"
NA,"R8845","R15153","R7119"
6,"R8846","R15153","R7119"
6,"R8847","R15153","R7119"
7,"R8848","R15153","R7119"
6,"R8849","R15153","R7119"
6,"R8850","R7742","R7059"
6,"R8851","R7742","R7059"
NA,"R8852","R7742","R7059"
NA,"R8853","R7742","R7059"
6,"R8854","R7742","R7059"
7,"R8855","R7742","R7059"
7,"R8856","R7742","R7059"
7,"R8857","R7934","R7836"
7,"R8858","R7934","R7836"
7,"R8859","R7934","R7836"
NA,"R8860","R7934","R7836"
6,"R8861","R7934","R7836"
7,"R8862","R7934","R7836"
7,"R8863","R7934","R7836"
NA,"R8864","R7117","R7763"
6,"R8865","R7117","R7763"
6,"R8866","R7117","R7763"
6,"R8867","R7117","R7763"
6,"R15157","R6737","R15145"
6,"R15158","R6737","R15145"
7,"R15159","R6737","R15145"
7,"R15160","R6737","R15145"
6,"R15161","R6737","R15145"
7,"R15162","R6737","R15145"
7,"R15163","R6737","R15145"
NA,"R15164","R6737","R15145"
7,"R8868","R7742","R6458"
7,"R8869","R7742","R6458"
7,"R8870","R7742","R6458"
6,"R8871","R7742","R6458"
6,"R8872","R7742","R6458"
6,"R8873","R7742","R6458"
6,"R15165","R7742","R15022"
NA,"R15166","R7742","R15022"
NA,"R15167","R7742","R15022"
NA,"R15168","R7742","R15022"
NA,"R15169","R7742","R15022"
NA,"R15170","R7742","R15022"
NA,"R15171","R7742","R15022"
NA,"R15172","R7742","R15022"
7,"R8874","R7962","R6719"
NA,"R8875","R7962","R6719"
NA,"R8876","R7962","R6719"
7,"R8877","R7962","R6719"
7,"R8878","R7962","R6719"
7,"R8879","R7962","R6719"
6,"R8880","R7962","R6719"
7,"R8881","R7962","R6719"
NA,"R15173","R15211","R15946"
NA,"R15174","R15744","R15782"
NA,"R15175","R15218","R15712"
NA,"R15176","R16528","R16528"
NA,"R15177","R15398","R15399"
NA,"R15178","R16528","R16528"
NA,"R15179","R16528","R16528"
NA,"R15180","R16528","R16528"
NA,"R15181","R16528","R16528"
NA,"R15182","R16528","R16528"
NA,"R15183","R16528","R16528"
NA,"R15184","R16528","R16528"
NA,"R15185","R16528","R16528"
NA,"R15186","R15173","R15174"
NA,"R15187","R15175","R15176"
NA,"R15188","R15177","R15178"
NA,"R15189","R15173","R15179"
NA,"R15190","R15180","R15181"
NA,"R15191","R15182","R15183"
NA,"R15192","R15184","R15185"
NA,"R15193","R15186","R15187"
NA,"R15194","R15188","R15189"
NA,"R15195","R15188","R15190"
NA,"R15196","R15191","R15192"
NA,"R15197","R15814","R15816"
NA,"R15198","R15222","R15223"
NA,"R15199","R15758","R15911"
NA,"R8882","R7980","R7226"
6,"R8883","R7980","R7226"
6,"R8884","R7980","R7226"
5,"R8885","R7980","R7226"
NA,"R8886","R7980","R7226"
NA,"R8887","R7980","R7226"
NA,"R15200","R15202","R15203"
NA,"R15201","R15204","R15205"
NA,"R15202","R15895","R15873"
NA,"R15203","R15893","R15874"
NA,"R15204","R15895","R15927"
NA,"R15205","R15202","R15869"
6,"R8888","R6720","R6942"
6,"R8889","R6720","R6942"
7,"R8890","R6720","R6942"
7,"R8891","R6720","R6942"
7,"R8892","R6720","R6942"
7,"R8893","R6720","R6942"
7,"R8894","R6720","R6942"
7,"R8895","R7741","R7007"
NA,"R8896","R7741","R7007"
6,"R8897","R7741","R7007"
7,"R8898","R7741","R7007"
6,"R8899","R7741","R7007"
6,"R8900","R7741","R7007"
6,"R8901","R7741","R7007"
7,"R8902","R7741","R7007"
NA,"R8903","R7688","R7844"
7,"R8904","R7688","R7844"
6,"R8905","R7688","R7844"
NA,"R8906","R7688","R7844"
NA,"R8907","R7688","R7844"
7,"R8908","R6720","R7378"
5,"R8909","R6720","R7378"
5,"R8910","R6720","R7378"
6,"R8911","R6720","R7378"
7,"R8912","R6720","R7378"
6,"R8913","R6720","R7378"
7,"R8914","R6720","R7378"
NA,"R8915","R6720","R7378"
7,"R8916","R6825","R7647"
7,"R8917","R6825","R7647"
7,"R8918","R6825","R7647"
2,"R8919","R6825","R7647"
7,"R8920","R6825","R7647"
NA,"R8921","R6825","R7647"
6,"R8922","R6825","R7647"
7,"R8923","R6825","R7647"
NA,"R8924","R8126","R7918"
6,"R8925","R8126","R7918"
6,"R8926","R8126","R7918"
7,"R8927","R8126","R7918"
7,"R8928","R8126","R7918"
NA,"R8929","R8126","R7918"
6,"R8930","R8126","R7918"
7,"R8931","R8126","R7918"
6,"R8932","R8126","R7918"
7,"R8933","R8126","R7918"
1,"R8934","R7117","R7927"
6,"R8935","R7117","R7927"
NA,"R8936","R7117","R7927"
NA,"R8937","R7117","R7927"
6,"R8938","R7117","R7927"
6,"R8939","R7117","R7927"
6,"R8940","R7117","R7927"
5,"R8941","R7117","R7927"
6,"R8942","R7117","R7927"
7,"R8943","R7741","R7127"
6,"R8944","R7741","R7127"
NA,"R15206","R15620","R15990"
7,"R8945","R7741","R7469"
NA,"R8946","R7741","R7469"
7,"R8947","R7741","R7469"
7,"R8948","R7741","R7469"
6,"R8949","R7741","R7469"
6,"R8950","R7741","R7469"
7,"R8951","R7688","R7910"
6,"R8952","R7688","R7910"
NA,"R8953","R7688","R7910"
NA,"R8954","R7688","R7910"
NA,"R8955","R7688","R7910"
7,"R8956","R7688","R7910"
7,"R8957","R7688","R7910"
3,"R8958","R7688","R7910"
NA,"R8959","R7980","R6609"
7,"R8960","R6825","R7440"
6,"R8961","R6825","R7440"
7,"R8962","R6825","R7440"
NA,"R8963","R6825","R7440"
7,"R8964","R6825","R7440"
NA,"R8965","R6825","R7440"
7,"R8966","R6825","R7440"
7,"R8967","R6825","R7440"
NA,"R8968","R6720","R7488"
NA,"R8969","R6720","R7488"
7,"R8970","R6720","R7488"
7,"R8971","R6720","R7488"
7,"R8972","R6720","R7488"
7,"R8973","R6720","R7488"
6,"R8974","R8126","R7768"
7,"R8975","R8126","R7768"
7,"R8976","R8126","R7768"
7,"R8977","R8126","R7768"
7,"R8978","R8126","R7768"
NA,"R8979","R8126","R7768"
7,"R8980","R8126","R7768"
7,"R8981","R8126","R7768"
NA,"R15207","R16528","R16528"
NA,"R15208","R16528","R16528"
NA,"R15209","R16528","R16528"
NA,"R15210","R16528","R16528"
NA,"R15211","R15220","R15212"
NA,"R15212","R15175","R15826"
NA,"R15213","R16528","R16528"
NA,"R15214","R16528","R16528"
NA,"R15215","R16528","R16528"
NA,"R15216","R16528","R16528"
NA,"R15217","R15238","R15239"
NA,"R15218","R15791","R15810"
NA,"R15219","R15715","R15787"
NA,"R15220","R15713","R15221"
NA,"R15221","R16528","R16528"
NA,"R15222","R15175","R15905"
NA,"R15223","R15220","R15212"
NA,"R15224","R16528","R16528"
NA,"R15225","R16528","R16528"
NA,"R15226","R16528","R16528"
6,"R15227","R16528","R16528"
NA,"R15228","R15222","R15772"
NA,"R15229","R16528","R16528"
NA,"R15230","R15207","R15208"
NA,"R15231","R15209","R15210"
NA,"R15232","R16528","R16528"
NA,"R15233","R15209","R15174"
NA,"R15234","R15213","R15214"
NA,"R15235","R15215","R15216"
7,"R15236","R14722","R15217"
NA,"R15237","R15218","R15219"
NA,"R15238","R15222","R15223"
NA,"R15239","R15224","R15225"
6,"R15240","R15226","R15227"
6,"R15241","R15228","R15229"
6,"R15242","R15234","R15428"
NA,"R15243","R15173","R15233"
NA,"R15244","R15230","R15231"
6,"R15245","R15244","R15243"
7,"R15246","R15242","R14686"
7,"R15247","R15248","R14686"
7,"R15248","R15240","R15241"
7,"R8982","R7117","R7731"
6,"R8983","R7117","R7731"
7,"R8984","R7117","R7731"
NA,"R8985","R7117","R7731"
NA,"R8986","R7117","R7731"
6,"R8987","R7117","R7731"
6,"R8988","R7117","R7731"
7,"R8989","R7117","R7731"
5,"R8990","R7741","R6264"
7,"R8991","R7741","R6264"
NA,"R8992","R7741","R6264"
NA,"R15249","R16528","R16528"
NA,"R8993","R6720","R7376"
NA,"R8994","R7688","R7058"
6,"R8995","R7688","R7058"
7,"R8996","R7688","R7058"
7,"R8997","R7688","R7058"
NA,"R8998","R7688","R7058"
7,"R8999","R7688","R7058"
5,"R9000","R7915","R5612"
7,"R9001","R7915","R5612"
7,"R9002","R7915","R5612"
6,"R9003","R7915","R5612"
4,"R9004","R7915","R5612"
7,"R9005","R7741","R6059"
7,"R9006","R7741","R6059"
NA,"R9007","R7741","R6059"
6,"R9008","R7741","R6059"
7,"R9009","R7741","R6059"
NA,"R9010","R7741","R6059"
7,"R9011","R7741","R6059"
NA,"R9012","R7741","R6059"
7,"R9013","R7741","R6059"
NA,"R15250","R15251","R15252"
NA,"R15251","R15451","R15232"
NA,"R15252","R16528","R16528"
NA,"R15253","R15255","R15256"
NA,"R15254","R15257","R15258"
NA,"R15255","R15259","R15260"
NA,"R15256","R15261","R15262"
NA,"R15257","R15261","R15263"
6,"R9014","R15153","R7846"
7,"R9015","R15153","R7846"
7,"R9016","R15153","R7846"
NA,"R9017","R15153","R7846"
NA,"R9018","R15153","R7846"
7,"R9019","R15153","R7846"
NA,"R15258","R15264","R15265"
NA,"R15259","R16528","R16528"
NA,"R15260","R16528","R16528"
NA,"R15261","R16528","R16528"
NA,"R15262","R16528","R16528"
NA,"R15263","R16528","R16528"
NA,"R15264","R15226","R16528"
NA,"R15265","R16528","R16528"
NA,"R9020","R7065","R7960"
7,"R9021","R7065","R7960"
NA,"R9022","R7065","R7960"
NA,"R9023","R7065","R7960"
7,"R9024","R7065","R7960"
7,"R9025","R6720","R7186"
NA,"R9026","R6720","R7186"
6,"R9027","R6720","R7186"
7,"R9028","R6720","R7186"
6,"R9029","R6720","R7186"
6,"R9030","R6720","R7186"
NA,"R9031","R6720","R7186"
6,"R9032","R6720","R7186"
5,"R9033","R7741","R5079"
6,"R9034","R7741","R5079"
7,"R9035","R7741","R5079"
6,"R9036","R7741","R5079"
5,"R9037","R7741","R5079"
6,"R9038","R7741","R5079"
7,"R9039","R7741","R5079"
NA,"R9040","R7741","R5079"
7,"R9041","R6720","R7992"
7,"R9042","R6720","R7992"
NA,"R15266","R6720","R7992"
NA,"R9043","R6720","R7992"
7,"R9044","R6720","R7992"
7,"R9045","R6720","R7992"
7,"R9046","R6720","R7992"
NA,"R9047","R6720","R7992"
