"dog_GenerationCoefficient","dog_InbreedingCoefficient","altDogID"
8.868041992,0.03,"R2292"
8.989624023,0.086,"R4247"
9.374523163,0.06,"R5110"
3.6015625,0,"R604"
8.989624023,0.086,"R4248"
8.001403809,0,"R1550"
0,0,"R14759"
5.907470703,0,"R225"
8.530227661,0.028,"R2393"
4.599975586,0,"R437"
9.374523163,0.06,"R5111"
9.374523163,0.06,"R5112"
10.33436203,0.143,"R5336"
5.810852051,0,"R3987"
4.114929199,0,"R968"
5.439331055,0,"R3000"
6.839416504,0,"R1871"
7.336425781,0.106,"R90"
6.708984375,0.088,"R20"
8.977043152,0.032,"R3120"
4.599975586,0,"R438"
8.977043152,0.032,"R3121"
8.628448486,0.043,"R4530"
4.815612793,0,"R1255"
7.822631836,0.059,"R3569"
3.720581055,0,"R261"
6.086608887,0.001,"R849"
6.634094238,0.021,"R1256"
7.508117676,0.035,"R969"
5.629211426,0,"R439"
6.634094238,0.021,"R1257"
4.531951904,0,"R1117"
8.186828613,0.06,"R3257"
7.508117676,0.035,"R970"
6.965339661,0.065,"R4531"
6.790222168,0,"R2397"
9.505458832,0.052,"R4966"
6.965339661,0.065,"R4693"
6.220031738,0.014,"R3510"
7.347808838,0.027,"R2157"
8.754928589,0.044,"R5113"
8.538284302,0.035,"R3991"
6.154541016,0,"R1872"
6.349395752,0.005,"R3001"
5.220581055,0,"R1107"
8.819087982,0.017,"R3697"
9.505458832,0.052,"R4967"
5.557861328,0,"R280"
6.965339661,0.065,"R4532"
8.186828613,0.06,"R3258"
1,0,"R14760"
8.754928589,0.044,"R5114"
4.896179199,0,"R2728"
6.965339661,0.065,"R4694"
7.508117676,0.035,"R971"
5.557861328,0,"R281"
6.756286621,0,"R2558"
6.220031738,0.014,"R3511"
8.512573242,0.03,"R1597"
6.756286621,0,"R2559"
8.313278198,0.053,"R4887"
8.050834656,0.097,"R4828"
8.754928589,0.044,"R5115"
5.629211426,0,"R440"
7.347808838,0.027,"R2158"
10.51809311,0.113,"R4097"
8.88117218,0.05,"R3722"
9.505458832,0.052,"R4968"
6.634094238,0.021,"R1258"
8.195526123,0.051,"R1392"
6.154541016,0,"R1873"
5.629211426,0,"R441"
4.896179199,0,"R2729"
5.964111328,0,"R605"
5.46875,0.011,"R2006"
8.186828613,0.06,"R3259"
8.29385376,0.03,"R2864"
4.896179199,0,"R2730"
5.964111328,0,"R606"
6.965339661,0.065,"R4533"
6.965339661,0.065,"R4695"
5.872833252,0,"R3122"
8.754928589,0.044,"R5116"
7.413848877,0.017,"R3379"
8.538284302,0.035,"R3992"
4.835540771,0,"R693"
9.651416779,0.052,"R4690"
6.154541016,0,"R1874"
8.186828613,0.06,"R3260"
5.629211426,0,"R442"
8.195526123,0.051,"R1393"
6.154541016,0,"R1875"
4.835540771,0,"R694"
8.050834656,0.097,"R4829"
8.88117218,0.05,"R3723"
6.790222168,0,"R2398"
5.557861328,0,"R282"
5.872833252,0,"R3123"
8.754928589,0.044,"R5117"
6.220031738,0.014,"R3512"
7.413848877,0.017,"R3380"
6.756286621,0,"R2560"
5.557861328,0,"R283"
8.195526123,0.051,"R1394"
6.965339661,0.065,"R4534"
9.505458832,0.052,"R4969"
10.51809311,0.113,"R4098"
6.790222168,0,"R2399"
6.634094238,0.021,"R1259"
6.349395752,0.005,"R3002"
6.595703125,0.224,"R41"
9.457740784,0.046,"R3848"
0,0,"R14761"
5.557861328,0,"R284"
8.754928589,0.044,"R5118"
9.536026001,0.065,"R5337"
5.629211426,0,"R443"
6.154541016,0,"R1876"
6.457489014,0.001,"R3571"
8.050834656,0.097,"R4830"
4.896179199,0,"R2731"
8.538284302,0.035,"R3993"
5.872833252,0,"R3124"
7.413848877,0.017,"R3381"
8.538284302,0.035,"R3994"
9.457740784,0.046,"R3849"
9.505458832,0.052,"R4970"
8.195526123,0.051,"R1395"
9.457740784,0.046,"R3850"
8.754928589,0.044,"R5119"
9.684463501,0.065,"R5191"
10.51809311,0.113,"R4099"
8.49319458,0.05,"R2298"
6.220031738,0.014,"R3513"
8.050834656,0.097,"R4831"
4.835540771,0,"R695"
9.457740784,0.046,"R3851"
6.457489014,0.001,"R3572"
6.704833984,0.033,"R3077"
9.684463501,0.065,"R5192"
0,0,"R14762"
9.277359009,0.051,"R4917"
10.51809311,0.113,"R4100"
6.790222168,0,"R2400"
7.413848877,0.017,"R3382"
8.050834656,0.097,"R4832"
5.629211426,0,"R444"
8.512573242,0.03,"R1598"
10.51809311,0.113,"R4101"
8.99887085,0.056,"R4384"
6.220031738,0.014,"R3514"
7.510253906,0.068,"R124"
6.457489014,0.001,"R3573"
5.629211426,0,"R445"
7.413848877,0.017,"R3383"
7.347808838,0.027,"R2159"
8.186828613,0.06,"R3261"
7.508117676,0.035,"R972"
6.790222168,0,"R2401"
9.684463501,0.065,"R5193"
8.29385376,0.03,"R2865"
6.578826904,0,"R1551"
9.536026001,0.065,"R5338"
8.050834656,0.097,"R4833"
6.704833984,0.033,"R3078"
4.835540771,0,"R696"
10.51809311,0.113,"R4102"
6.457489014,0.001,"R3574"
9.457740784,0.046,"R3852"
8.99887085,0.056,"R4385"
6.578826904,0,"R1552"
6.756286621,0,"R2561"
9.457740784,0.046,"R3853"
8.814735413,0.042,"R4389"
1,0,"R14763"
8.186828613,0.06,"R3262"
6.756286621,0,"R2562"
6.484161377,0.011,"R14764"
6.220031738,0.014,"R3515"
6.634094238,0.021,"R1260"
7.6015625,0.256,"R26"
5.557861328,0,"R285"
6.965339661,0.065,"R4535"
6.756286621,0,"R2563"
5.557861328,0,"R286"
5.441162109,0,"R471"
5.872833252,0,"R3125"
4.835540771,0,"R697"
8.186828613,0.06,"R3263"
6.634094238,0.021,"R1261"
4.835540771,0,"R698"
8.49319458,0.05,"R2299"
9.536026001,0.065,"R5339"
5.629211426,0,"R446"
8.49319458,0.05,"R2300"
8.512573242,0.03,"R1599"
9.505458832,0.052,"R4971"
6.634094238,0.021,"R1262"
4.896179199,0,"R2732"
6.578826904,0,"R1553"
4.896179199,0,"R2733"
8.538284302,0.035,"R3995"
6.965339661,0.065,"R4536"
8.538284302,0.035,"R3996"
8.29385376,0.03,"R2866"
6.634094238,0.021,"R1263"
8.050834656,0.097,"R4834"
9.0574646,0.031,"R5005"
6.790222168,0,"R2402"
7.508117676,0.035,"R973"
8.88117218,0.05,"R3724"
6.756286621,0,"R2564"
6.349395752,0.005,"R3003"
8.512573242,0.03,"R1600"
8.99887085,0.056,"R4386"
7.508117676,0.035,"R974"
8.754928589,0.044,"R5120"
6.220031738,0.014,"R3516"
9.536026001,0.065,"R5340"
7.104980469,0.111,"R74"
0,0,"R14765"
8.584739685,0.034,"R3467"
6.756286621,0,"R2565"
7.508117676,0.035,"R975"
1,0,"R14766"
7.347808838,0.027,"R2160"
6.457489014,0.001,"R3575"
8.186828613,0.06,"R3264"
6.634094238,0.021,"R1264"
7.413848877,0.017,"R3384"
8.754928589,0.044,"R5121"
7.347808838,0.027,"R2161"
6.965339661,0.065,"R4537"
6.965339661,0.065,"R4696"
4.835540771,0,"R699"
9.684463501,0.065,"R5194"
6.457489014,0.001,"R3576"
8.49319458,0.05,"R2301"
9.684463501,0.065,"R5195"
5.629211426,0,"R447"
8.99887085,0.056,"R4387"
8.186828613,0.06,"R3265"
7.347808838,0.027,"R14767"
10.51809311,0.113,"R4103"
5.964111328,0,"R607"
7.347808838,0.027,"R2162"
5.964111328,0,"R608"
6.154541016,0,"R1877"
6.457489014,0.001,"R3577"
7.508117676,0.035,"R976"
6.756286621,0,"R2566"
6.086608887,0.001,"R850"
8.99887085,0.056,"R14768"
8.538284302,0.035,"R3997"
4.896179199,0,"R2734"
5.964111328,0,"R609"
10.51809311,0.113,"R4104"
3.03125,0,"R14769"
9.536026001,0.065,"R5341"
6.965339661,0.065,"R4697"
8.195526123,0.051,"R1396"
8.29385376,0.03,"R2867"
9.457740784,0.046,"R3854"
6.634094238,0.021,"R1265"
9.684463501,0.065,"R5196"
8.29385376,0.03,"R2868"
9.536026001,0.065,"R5342"
8.49319458,0.05,"R2302"
5.220581055,0,"R1108"
8.050834656,0.097,"R4835"
0,0,"R14770"
9.457740784,0.046,"R3855"
6.578826904,0,"R1554"
6.790222168,0,"R2403"
8.186828613,0.06,"R3266"
6.790222168,0,"R2404"
5.220581055,0,"R1109"
9.457740784,0.046,"R3856"
9.684463501,0.065,"R5197"
5.557861328,0,"R287"
7.347808838,0.027,"R2163"
7.508117676,0.035,"R977"
6.154541016,0,"R1878"
6.086608887,0.001,"R851"
5.872833252,0,"R3126"
8.050834656,0.097,"R4836"
8.186828613,0.06,"R3267"
7.347808838,0.027,"R2164"
9.536026001,0.065,"R5343"
9.684463501,0.065,"R5198"
5.964111328,0,"R610"
8.99887085,0.056,"R4388"
8.195526123,0.051,"R1397"
8.29385376,0.03,"R2869"
6.457489014,0.001,"R3578"
8.195526123,0.051,"R1398"
7.595153809,0,"R614"
9.055915833,0.049,"R3999"
4.774902344,0,"R289"
8.205451965,0.016,"R4251"
7.595153809,0,"R615"
6.855041504,0,"R1739"
4.114929199,0,"R978"
7.702392578,0.002,"R3727"
4.033813477,0,"R1110"
6.627471924,0.009,"R3005"
7.059051514,0.006,"R2871"
8.193840027,0.003,"R2736"
4.114929199,0,"R979"
8.205451965,0.016,"R4252"
9.044265747,0.056,"R5199"
10.09220123,0.11,"R3268"
9.044265747,0.056,"R5200"
7.468078613,0.052,"R2405"
8.004211426,0,"R2007"
9.119403839,0.071,"R4699"
6.961547852,0.052,"R701"
9.055915833,0.049,"R4000"
4.033813477,0,"R1111"
5.680038452,0.042,"R2165"
5.780395508,0.025,"R3132"
9.044265747,0.056,"R5201"
6.409423828,0,"R1879"
8.891601563,0.118,"R2567"
8.193756104,0.045,"R2303"
6.676879883,0,"R1399"
9.055915833,0.049,"R4001"
1,0,"R14771"
6.676879883,0,"R1400"
8.891601563,0.118,"R2568"
9.19172287,0.057,"R5344"
7.702392578,0.002,"R3728"
6.855041504,0,"R1740"
9.044265747,0.056,"R5202"
9.16381073,0.038,"R5122"
7.271820068,0.009,"R2600"
6.961547852,0.052,"R702"
6.855041504,0,"R1741"
6.627471924,0.009,"R3006"
7.453651428,0.019,"R3385"
8.205451965,0.016,"R4253"
6.855041504,0,"R1742"
8.193840027,0.003,"R2737"
7.105926514,0.003,"R3392"
7.453651428,0.019,"R3386"
8.426116943,0.035,"R3857"
5.780395508,0.025,"R3133"
4.114929199,0,"R980"
5.780395508,0.025,"R3134"
8.193840027,0.003,"R2738"
8.891601563,0.118,"R2569"
4.033813477,0,"R1112"
8.989624023,0.086,"R4837"
6.961547852,0.052,"R703"
6.855041504,0,"R1743"
9.119403839,0.071,"R4700"
8.004211426,0,"R2008"
6.627471924,0.009,"R3007"
8.193756104,0.045,"R2304"
6.038269043,0,"R1559"
7.059051514,0.006,"R2872"
8.644691467,0.039,"R3579"
6.409423828,0,"R1880"
7.702392578,0.002,"R3729"
8.891601563,0.118,"R2570"
9.16381073,0.038,"R5123"
7.059051514,0.006,"R2873"
0,0,"R14772"
9.19172287,0.057,"R5345"
8.327972412,0.046,"R2320"
10.10925293,0.202,"R1601"
9.044265747,0.056,"R5203"
5.680038452,0.042,"R2166"
8.644691467,0.039,"R3580"
5.555328369,0.025,"R14773"
8.814735413,0.042,"R4390"
6.484161377,0.011,"R4538"
6.038269043,0,"R1560"
6.409423828,0,"R1881"
8.989624023,0.086,"R4838"
7.271820068,0.009,"R2601"
6.961547852,0.052,"R704"
6.484161377,0.011,"R4539"
8.891601563,0.118,"R2571"
7.271820068,0.009,"R2602"
7.821655273,0.042,"R3149"
6.961547852,0.052,"R960"
8.814735413,0.042,"R4391"
6.038269043,0,"R1561"
5.680038452,0.042,"R2167"
9.119403839,0.071,"R4701"
6.409423828,0,"R1882"
7.595153809,0,"R1023"
5.780395508,0.025,"R3135"
9.119403839,0.071,"R4702"
8.193840027,0.003,"R2739"
4.033813477,0,"R1113"
6.676879883,0,"R1401"
6.409423828,0,"R1883"
10.48290634,0.171,"R4972"
7.453651428,0.019,"R3387"
9.119403839,0.071,"R4703"
5.780395508,0.025,"R3136"
8.004211426,0,"R2009"
9.044265747,0.056,"R5204"
8.989624023,0.086,"R4839"
9.119403839,0.071,"R4704"
8.644691467,0.039,"R3581"
5.780395508,0.025,"R3137"
7.453651428,0.019,"R3388"
4.033813477,0,"R1114"
8.644691467,0.039,"R3582"
4.114929199,0,"R981"
6.50390625,0.16,"R16"
4.774902344,0,"R14774"
9.119403839,0.071,"R4705"
6.484161377,0.011,"R4540"
9.165786743,0.069,"R3517"
4.46875,0,"R14775"
7.271820068,0.009,"R2603"
6.409423828,0,"R1884"
9.044265747,0.056,"R5205"
9.055915833,0.049,"R4002"
8.004211426,0,"R2010"
5.872833252,0,"R3127"
7.64453125,0.289,"R63"
8.644691467,0.039,"R3583"
6.961547852,0.052,"R705"
9.165786743,0.069,"R3518"
8.644691467,0.039,"R3584"
8.644691467,0.039,"R3585"
8.147460938,0.244,"R75"
8.205451965,0.016,"R4254"
9.119403839,0.071,"R4706"
7.271820068,0.009,"R2604"
8.814735413,0.042,"R4392"
3.359375,0,"R53"
10.09220123,0.11,"R3269"
8.426116943,0.035,"R3858"
6.627471924,0.009,"R3008"
9.055915833,0.049,"R4003"
8.193840027,0.003,"R2740"
6.989501953,0,"R852"
9.165786743,0.069,"R3519"
7.595153809,0,"R616"
5.680038452,0.042,"R2168"
9.16381073,0.038,"R5124"
5.680038452,0.042,"R2169"
8.814735413,0.042,"R4393"
9.044265747,0.056,"R5206"
6.484161377,0.011,"R4541"
8.004211426,0,"R2011"
7.595153809,0,"R617"
8.426116943,0.035,"R3859"
8.426116943,0.035,"R3860"
10.10925293,0.202,"R1602"
7.595153809,0,"R618"
8.644691467,0.039,"R3586"
6.484161377,0.011,"R4542"
7.595153809,0,"R619"
10.09220123,0.11,"R3270"
9.119403839,0.071,"R4707"
8.814735413,0.042,"R4394"
8.193840027,0.003,"R2741"
9.19172287,0.057,"R5346"
5.680038452,0.042,"R2170"
8.585113525,0.023,"R3888"
4.114929199,0,"R982"
7.702392578,0.002,"R3730"
6.484161377,0.011,"R4543"
4.114929199,0,"R983"
6.484161377,0.011,"R4544"
7.453651428,0.019,"R3389"
5.631225586,0,"R266"
9.055915833,0.049,"R4004"
5.680038452,0.042,"R2171"
9.119403839,0.071,"R4708"
6.627471924,0.009,"R3009"
8.496307373,0.015,"R2840"
8.426116943,0.035,"R3861"
8.004211426,0,"R2012"
8.989624023,0.086,"R4840"
6.627471924,0.009,"R3010"
6.676879883,0,"R1402"
8.004211426,0,"R2013"
5.780395508,0.025,"R3138"
8.193840027,0.003,"R2742"
6.676879883,0,"R1403"
7.702392578,0.002,"R3731"
9.044265747,0.056,"R5207"
8.989624023,0.086,"R4841"
8.891601563,0.118,"R2572"
9.19172287,0.057,"R5347"
10.10925293,0.202,"R1603"
8.426116943,0.035,"R3862"
6.627471924,0.009,"R3011"
5.680038452,0.042,"R2172"
8.989624023,0.086,"R4842"
4.033813477,0,"R1115"
9.16381073,0.038,"R5125"
7.453651428,0.019,"R3390"
9.055915833,0.049,"R4005"
7.595153809,0,"R620"
7.271820068,0.009,"R2605"
0,0,"R14776"
8.989624023,0.086,"R4843"
5.780395508,0.025,"R3139"
8.989624023,0.086,"R4844"
6.038269043,0,"R1562"
9.19172287,0.057,"R5348"
8.644691467,0.039,"R3587"
7.950683594,0.109,"R137"
7.059051514,0.006,"R2874"
8.644691467,0.039,"R3588"
8.193840027,0.003,"R2743"
6.386230469,0.019,"R92"
8.426116943,0.035,"R3863"
4.033813477,0,"R1116"
9.16381073,0.038,"R5126"
7.271820068,0.009,"R2606"
7.468078613,0.052,"R2406"
8.193840027,0.003,"R2744"
8.814735413,0.042,"R4395"
10.48290634,0.171,"R4973"
8.205451965,0.016,"R4255"
6.961547852,0.052,"R706"
6.627471924,0.009,"R3012"
6.038269043,0,"R1563"
6.627471924,0.009,"R3013"
5.680038452,0.042,"R2173"
8.814735413,0.042,"R4396"
0,0,"R14777"
9.16381073,0.038,"R5127"
6.776000977,0,"R1410"
6.065063477,0,"R625"
6.422515869,0.106,"R3141"
8.554656982,0.043,"R2175"
8.358615875,0.062,"R4257"
4.531951904,0,"R1118"
6.776000977,0,"R1411"
5.203125,0,"R152"
8.884460449,0.07,"R2407"
8.835105896,0.02,"R3733"
7.105926514,0.003,"R3393"
7.013916016,0,"R985"
8.905502319,0.123,"R3272"
7.907546997,0.013,"R4106"
7.436416626,0.02,"R3864"
8.765468597,0.037,"R4948"
7.969970703,0.014,"R2293"
8.43421936,0.027,"R3590"
4.396179199,0,"R1274"
4.531951904,0,"R1119"
8.358615875,0.062,"R4258"
8.43421936,0.027,"R3591"
9.033336639,0.039,"R4545"
8.485572815,0.059,"R3521"
8.176086426,0,"R1566"
8.43421936,0.027,"R3592"
9.033336639,0.039,"R4546"
7.934921265,0.026,"R2609"
7.907546997,0.013,"R4107"
5.996398926,0,"R1605"
8.905502319,0.123,"R3273"
5.756286621,0,"R4397"
5.996398926,0,"R1606"
7.013916016,0,"R986"
7.505004883,0.003,"R3014"
7.436416626,0.02,"R3865"
5.996398926,0,"R1607"
7.467285156,0.065,"R2875"
5.996398926,0,"R1608"
7.934921265,0.026,"R2610"
8.759773254,0.056,"R4009"
6.882369995,0.023,"R1275"
7.934921265,0.026,"R2611"
4.032531738,0,"R1744"
9.749011993,0.058,"R5349"
8.460029602,0.044,"R5208"
8.905502319,0.123,"R3274"
8.485572815,0.059,"R3522"
8.884460449,0.07,"R2408"
9.806415558,0.067,"R4974"
7.907546997,0.013,"R4108"
4.156890869,0,"R2573"
9.311500549,0.084,"R4712"
8.759773254,0.056,"R4010"
6.422515869,0.106,"R3142"
8.358615875,0.062,"R4259"
8.176086426,0,"R1567"
6.422515869,0.106,"R3143"
6.065063477,0,"R626"
7.934921265,0.026,"R2612"
8.905502319,0.123,"R3275"
7.105926514,0.003,"R3394"
6.882369995,0.023,"R1276"
7.693847656,0,"R3955"
8.318054199,0.069,"R708"
8.759773254,0.056,"R4011"
6.882369995,0.023,"R1277"
9.806415558,0.067,"R4975"
5.441162109,0,"R290"
8.554656982,0.043,"R2176"
8.905502319,0.123,"R3276"
7.505004883,0.003,"R3015"
8.358615875,0.062,"R4260"
7.467285156,0.065,"R2876"
6.422515869,0.106,"R3144"
6.882369995,0.023,"R1278"
7.467285156,0.065,"R2877"
8.460029602,0.044,"R5209"
9.806415558,0.067,"R4976"
8.835105896,0.02,"R3734"
9.173816681,0.025,"R4993"
8.895954132,0.053,"R4163"
8.176086426,0,"R1568"
4.156890869,0,"R2574"
8.884460449,0.07,"R2409"
6.776000977,0,"R1412"
8.485572815,0.059,"R3523"
8.905502319,0.123,"R3277"
7.105926514,0.003,"R3395"
9.19172287,0.057,"R5350"
7.436416626,0.02,"R3866"
7.467285156,0.065,"R2878"
8.554656982,0.043,"R2177"
6.882369995,0.023,"R1279"
8.460029602,0.044,"R5210"
8.176086426,0,"R1569"
8.40625,0.216,"R69"
8.905502319,0.123,"R3278"
7.969970703,0.014,"R2294"
7.013916016,0,"R987"
7.934921265,0.026,"R2613"
6.882369995,0.023,"R1280"
8.485572815,0.059,"R3524"
7.436416626,0.02,"R3867"
8.164840698,0.035,"R4323"
5.756286621,0,"R4398"
8.485572815,0.059,"R3525"
7.969970703,0.014,"R2295"
4.850585938,0,"R247"
9.749011993,0.058,"R5351"
8.554656982,0.043,"R2178"
8.358615875,0.062,"R4261"
8.884460449,0.07,"R2410"
7.467285156,0.065,"R2879"
6.065063477,0,"R627"
8.460029602,0.044,"R5211"
7.907546997,0.013,"R4109"
8.460029602,0.044,"R5212"
8.43421936,0.027,"R3593"
9.806415558,0.067,"R4977"
9.806415558,0.067,"R4978"
8.391601563,0.036,"R4709"
6.882369995,0.023,"R1281"
7.105926514,0.003,"R3396"
7.907546997,0.013,"R4110"
9.749011993,0.058,"R5352"
8.485572815,0.059,"R3526"
7.013916016,0,"R988"
7.934921265,0.026,"R2614"
8.759773254,0.056,"R4012"
5.756286621,0,"R4399"
7.505004883,0.003,"R3016"
7.969970703,0.014,"R2296"
5.441162109,0,"R291"
4.396179199,0,"R1282"
5.756286621,0,"R4400"
9.033336639,0.039,"R4547"
4.531951904,0,"R1120"
7.436416626,0.02,"R3868"
7.505004883,0.003,"R3017"
8.884460449,0.07,"R2411"
8.358615875,0.062,"R4262"
6.776000977,0,"R1413"
7.105926514,0.003,"R3397"
7.928131104,0.044,"R1121"
6.422515869,0.106,"R3145"
8.905502319,0.123,"R3279"
8.884460449,0.07,"R2412"
8.318054199,0.069,"R709"
9.38501358,0.054,"R5128"
9.033336639,0.039,"R4548"
6.882369995,0.023,"R1283"
7.505004883,0.003,"R3018"
8.835105896,0.02,"R3735"
5.756286621,0,"R4401"
7.013916016,0,"R989"
8.176086426,0,"R1570"
8.835105896,0.02,"R3736"
7.969970703,0.014,"R2297"
8.176086426,0,"R1571"
9.806415558,0.067,"R4979"
6.065063477,0,"R628"
4.156890869,0,"R2575"
7.467285156,0.065,"R2880"
8.176086426,0,"R1572"
5.441162109,0,"R292"
7.907546997,0.013,"R4111"
7.105926514,0.003,"R3398"
8.460029602,0.044,"R5213"
6.882369995,0.023,"R1284"
8.460029602,0.044,"R5214"
7.505004883,0.003,"R3019"
8.554656982,0.043,"R2179"
8.358615875,0.062,"R4263"
5.996398926,0,"R1609"
9.806415558,0.067,"R4980"
8.485572815,0.059,"R3527"
6.776000977,0,"R1414"
8.358615875,0.062,"R4264"
7.934921265,0.026,"R2615"
6.065063477,0,"R629"
8.835105896,0.02,"R3737"
8.759773254,0.056,"R4013"
9.38501358,0.054,"R5129"
9.194366455,0.074,"R2014"
8.43421936,0.027,"R3594"
8.318054199,0.069,"R710"
7.907546997,0.013,"R4112"
8.176086426,0,"R1573"
7.467285156,0.065,"R2881"
5.756286621,0,"R4402"
5.996398926,0,"R1610"
5.441162109,0,"R293"
8.485572815,0.059,"R3528"
5.441162109,0,"R294"
5.996398926,0,"R1611"
9.806415558,0.067,"R4981"
9.749011993,0.058,"R5353"
5.756286621,0,"R4403"
7.467285156,0.065,"R2882"
5.756286621,0,"R4404"
6.065063477,0,"R630"
8.554656982,0.043,"R2180"
6.040222168,0,"R1101"
7.013916016,0,"R990"
6.422515869,0.106,"R3146"
5.441162109,0,"R295"
8.460029602,0.044,"R5215"
6.484161377,0.011,"R14778"
4.531951904,0,"R1122"
7.928131104,0.044,"R1123"
5.756286621,0,"R4405"
5.756286621,0,"R4406"
7.928131104,0.044,"R1124"
7.467285156,0.065,"R2883"
7.104980469,0.111,"R149"
6.776000977,0,"R1415"
8.485572815,0.059,"R3529"
8.759773254,0.056,"R4014"
4.531951904,0,"R1125"
8.43421936,0.027,"R3595"
9.749011993,0.058,"R5354"
5.441162109,0,"R296"
8.884460449,0.07,"R2413"
7.928131104,0.044,"R1126"
8.43421936,0.027,"R3596"
6.298187256,0,"R2616"
9.311500549,0.084,"R4713"
7.875007629,0.032,"R14779"
9.361911774,0.033,"R5130"
8.630104065,0.071,"R4983"
7.426879883,0.005,"R1416"
6.298187256,0,"R2617"
6.305343628,0.004,"R1285"
7.113586426,0,"R2584"
5.662475586,0,"R711"
9.361911774,0.033,"R5131"
8.468856812,0.025,"R3530"
8.067718506,0.109,"R4551"
8.291778564,0.061,"R2181"
8.468856812,0.025,"R3531"
0,0,"R14780"
0,0,"R14781"
0,0,"R14782"
0,0,"R819"
0,0,"R820"
0,0,"R14783"
0,0,"R14784"
8.868011475,0.101,"R450"
8.254608154,0.029,"R2305"
9.361911774,0.033,"R5132"
9.27142334,0.168,"R14785"
8.630104065,0.071,"R4984"
8.157447815,0.037,"R3598"
6.298187256,0,"R2618"
8.654724121,0.048,"R5216"
8.254608154,0.029,"R2306"
6.305343628,0.004,"R1286"
7.508117676,0.035,"R991"
5.633163452,0.018,"R2745"
8.920761108,0.057,"R3615"
7.426879883,0.005,"R1417"
9.906223297,0.076,"R4407"
8.291778564,0.061,"R2182"
8.157447815,0.037,"R3599"
7.508117676,0.035,"R992"
8.067718506,0.109,"R4552"
7.907546997,0.013,"R3020"
6.298187256,0,"R2619"
6.298187256,0,"R2620"
4.835540771,0,"R1890"
7.875007629,0.032,"R3401"
8.630104065,0.071,"R4985"
7.113586426,0,"R2585"
6.298187256,0,"R2621"
7.508117676,0.035,"R993"
9.906223297,0.076,"R4408"
7.831085205,0.066,"R3282"
2.690429688,0,"R297"
6.143798828,0.006,"R1613"
8.067718506,0.109,"R4553"
7.907546997,0.013,"R3021"
5.633163452,0.018,"R2746"
7.426879883,0.005,"R1418"
8.614479065,0.065,"R4845"
3.6015625,0,"R853"
8.067718506,0.109,"R4554"
5.662475586,0,"R712"
4.835540771,0,"R1891"
8.654724121,0.048,"R5217"
8.468856812,0.025,"R3532"
3.6015625,0,"R854"
7.508117676,0.035,"R994"
6.898040771,0.001,"R631"
6.898040771,0.001,"R632"
9.311500549,0.084,"R4714"
7.831085205,0.066,"R3283"
2.690429688,0,"R298"
9.311500549,0.084,"R4715"
8.254608154,0.029,"R2307"
9.242050171,0.047,"R5355"
9.311500549,0.084,"R4716"
3.6015625,0,"R855"
5.633163452,0.018,"R2747"
6.143798828,0.006,"R1614"
9.311500549,0.084,"R4717"
3.6015625,0,"R1745"
7.508117676,0.035,"R14786"
8.157447815,0.037,"R3600"
5.633163452,0.018,"R2748"
3.6015625,0,"R1746"
8.868011475,0.101,"R451"
8.254608154,0.029,"R2308"
8.654724121,0.048,"R5218"
3.499511719,0.25,"R84"
8.669128418,0.054,"R2414"
5.662475586,0,"R713"
8.381759644,0.041,"R2889"
6.298187256,0,"R2622"
6.305343628,0.004,"R1287"
7.508117676,0.035,"R995"
8.254608154,0.029,"R2309"
3.6015625,0,"R856"
7.426879883,0.005,"R1419"
8.291778564,0.061,"R2183"
7.508117676,0.035,"R996"
8.157447815,0.037,"R3601"
3.6015625,0,"R1747"
7.113586426,0,"R2586"
6.898040771,0.001,"R633"
6.898040771,0.001,"R634"
6.898040771,0.001,"R635"
7.907546997,0.013,"R3022"
9.361911774,0.033,"R5133"
9.906223297,0.076,"R4409"
3.6015625,0,"R1748"
7.907546997,0.013,"R3023"
7.907546997,0.013,"R3024"
8.157447815,0.037,"R3602"
8.291778564,0.061,"R2184"
8.614479065,0.065,"R4846"
7.426879883,0.005,"R1420"
6.305343628,0.004,"R1288"
8.630104065,0.071,"R4986"
9.311500549,0.084,"R4718"
6.595703125,0.224,"R21"
5.633163452,0.018,"R2749"
2.690429688,0,"R299"
3.6015625,0,"R1749"
8.669128418,0.054,"R2415"
8.614479065,0.065,"R4847"
8.291778564,0.061,"R2185"
8.157447815,0.037,"R3603"
9.906223297,0.076,"R4410"
8.669128418,0.054,"R2416"
8.614479065,0.065,"R4848"
8.254608154,0.029,"R2310"
7.875007629,0.032,"R3402"
8.157447815,0.037,"R3604"
8.669128418,0.054,"R2417"
8.654724121,0.048,"R5219"
8.468856812,0.025,"R3533"
8.067718506,0.109,"R4555"
8.381759644,0.041,"R2890"
5.662475586,0,"R714"
6.143798828,0.006,"R1615"
5.938140869,0.017,"R4266"
8.669128418,0.054,"R2418"
9.627929688,0.045,"R4114"
5.662475586,0,"R715"
6.898040771,0.001,"R636"
4.835540771,0,"R1892"
6.704833984,0.033,"R3079"
7.875007629,0.032,"R3403"
6.305343628,0.004,"R1289"
7.094451904,0.002,"R2016"
8.630104065,0.071,"R4987"
9.311500549,0.084,"R4719"
6.143798828,0.006,"R1616"
8.468856812,0.025,"R3534"
8.630104065,0.071,"R4988"
7.508117676,0.035,"R997"
3.6015625,0,"R857"
6.298187256,0,"R2623"
6.305343628,0.004,"R1290"
8.041145325,0.01,"R3871"
